################## FYI, April 2015 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
70.303 218.506 2.501 0.057 0.711 0.053
74.887 125.933 1.200 0.035 0.767 0.053
67.545 191.874 1.716 0.090 1.356 0.053
78.770 58.055 1.158 0.078 1.120 0.053
65.614 302.146 1.193 0.041 0.745 0.054
79.020 62.650 1.285 0.087 0.880 0.054
77.984 112.496 1.587 0.058 0.839 0.054
68.327 300.964 1.286 0.041 0.859 0.054
82.556 45.000 1.839 0.078 1.029 0.055
59.952 192.412 0.574 0.028 1.070 0.056
62.363 192.046 0.716 0.025 0.838 0.056
78.605 76.921 1.433 0.079 1.091 0.057
74.797 127.801 1.271 0.037 0.739 0.057
64.134 180.751 0.675 0.036 0.841 0.057
75.546 76.072 1.304 0.070 0.703 0.057
76.737 141.870 nan nan 0.816 0.057
70.449 190.275 2.162 0.073 1.350 0.058
75.876 135.000 1.194 0.022 0.743 0.059
67.274 304.084 1.602 0.107 0.910 0.059
80.026 62.571 3.050 0.106 0.948 0.059
68.374 294.296 1.042 0.023 1.008 0.060
58.385 189.293 0.533 0.018 0.780 0.061
78.888 30.964 1.371 0.105 1.222 0.061
75.775 80.463 1.078 0.036 0.794 0.061
81.896 40.515 1.743 0.079 1.254 0.061
73.776 116.742 nan nan 0.678 0.061
79.995 85.503 1.842 0.068 1.206 0.062
74.834 284.139 1.589 0.093 0.876 0.062
75.327 76.283 1.302 0.068 0.650 0.062
76.231 287.549 1.372 0.089 1.265 0.062
78.334 76.097 1.405 0.080 1.330 0.063
75.070 133.172 1.386 0.035 0.752 0.063
81.604 45.000 1.807 0.079 0.966 0.063
68.308 191.077 1.820 0.087 1.137 0.063
60.984 189.205 0.662 0.025 0.955 0.063
62.990 192.815 0.792 0.029 1.202 0.064
77.764 87.374 1.344 0.048 1.228 0.064
62.748 181.189 0.698 0.053 0.905 0.064
69.772 193.186 1.740 0.061 0.911 0.064
77.959 85.192 1.358 0.055 0.997 0.065
60.763 185.556 0.648 0.040 0.816 0.065
77.938 73.250 1.413 0.093 1.014 0.066
69.600 298.686 1.334 0.046 0.874 0.066
61.646 290.315 0.823 0.033 0.399 0.066
78.077 58.851 1.061 0.058 1.075 0.067
69.741 55.869 0.851 0.015 0.624 0.067
69.884 194.580 1.835 0.056 0.907 0.069
75.427 77.998 1.258 0.056 0.844 0.069
76.279 140.974 nan nan 1.253 0.069
62.522 270.236 1.194 0.023 0.402 0.069
77.381 30.440 1.142 0.082 0.884 0.069
78.265 44.226 1.163 0.094 1.110 0.069
76.593 114.206 1.254 0.036 0.773 0.070
79.518 65.353 1.655 0.103 1.302 0.070
73.349 60.495 1.583 0.141 1.194 0.071
76.298 73.346 1.399 0.091 1.082 0.072
76.596 141.116 nan nan 0.920 0.072
78.269 58.285 1.086 0.063 0.961 0.072
62.469 183.532 0.627 0.044 0.768 0.073
71.718 60.124 0.959 0.095 0.647 0.073
74.162 128.089 1.228 0.036 0.832 0.073
73.657 119.208 nan nan 0.859 0.075
78.672 51.429 1.090 0.083 0.868 0.075
70.816 299.120 1.459 0.078 0.804 0.077
82.389 57.011 1.936 0.074 0.997 0.077
72.354 133.968 1.495 0.064 0.616 0.078
79.537 44.132 1.340 0.096 1.319 0.078
82.382 41.424 1.820 0.080 1.400 0.078
72.099 266.760 nan nan 0.981 0.078
61.707 185.277 0.611 0.035 0.935 0.079
78.451 36.314 1.121 0.092 1.394 0.079
59.545 157.921 0.756 0.114 0.505 0.079
80.071 36.741 1.570 0.102 1.299 0.079
76.027 136.953 1.054 0.014 1.265 0.079
77.714 84.237 1.315 0.053 1.213 0.079
78.386 77.171 1.406 0.076 1.055 0.080
71.847 62.324 1.219 0.121 0.908 0.080
68.857 303.267 1.339 0.062 0.913 0.080
71.430 339.809 0.725 0.019 1.392 0.081
69.328 192.901 1.862 0.070 0.957 0.083
75.490 75.211 1.307 0.074 0.811 0.084
66.005 299.578 0.895 0.013 0.924 0.084
80.581 32.367 1.925 0.126 0.802 0.084
62.229 191.035 0.632 0.017 1.013 0.084
82.123 60.154 1.870 0.062 1.248 0.085
62.713 193.173 0.657 0.026 1.027 0.085
82.323 66.801 2.312 0.091 1.201 0.085
71.721 160.228 1.799 0.054 1.073 0.085
70.163 301.075 1.303 0.060 0.939 0.086
79.722 27.962 2.496 0.164 1.004 0.086
79.437 70.796 1.540 0.104 1.078 0.086
76.089 70.688 1.920 0.122 1.382 0.087
78.513 24.814 1.787 0.167 1.199 0.087
73.416 68.127 1.220 0.076 1.192 0.088
69.693 293.866 1.060 0.022 1.011 0.088
61.315 183.393 0.646 0.048 0.888 0.088
80.770 33.111 1.828 0.115 0.955 0.088
79.020 49.970 1.107 0.098 1.188 0.089
74.516 129.114 1.318 0.038 0.704 0.089
74.256 126.298 1.158 0.033 0.739 0.089
62.589 192.144 0.707 0.025 1.070 0.090
76.331 138.327 nan nan 0.690 0.090
78.499 29.814 1.277 0.101 1.220 0.090
60.168 187.638 0.664 0.036 0.981 0.091
74.130 121.103 1.217 0.040 0.625 0.092
80.010 86.785 1.882 0.063 1.271 0.093
64.309 191.409 0.874 0.040 0.869 0.093
76.638 74.914 1.367 0.081 1.078 0.093
74.324 121.527 1.228 0.040 0.752 0.093
63.888 193.255 0.828 0.029 1.052 0.094
71.791 286.869 nan nan 1.164 0.095
61.321 190.689 0.676 0.024 1.136 0.096
77.393 113.600 1.463 0.048 0.981 0.096
75.983 150.767 1.660 0.050 1.232 0.097
60.509 185.951 0.640 0.038 0.782 0.098
80.603 39.193 1.551 0.086 1.235 0.098
78.386 83.904 1.437 0.062 1.212 0.099
76.335 122.255 1.382 0.050 0.987 0.099
68.182 334.626 nan nan 0.797 0.099
70.184 169.200 1.667 0.075 1.254 0.100
82.489 69.944 2.106 0.091 0.989 0.100
71.949 64.552 1.490 0.129 1.227 0.100
76.844 78.690 1.272 0.059 1.276 0.100
69.825 195.199 1.763 0.051 0.818 0.100
60.618 157.091 0.613 0.070 0.462 0.101
74.717 291.098 1.637 0.176 0.970 0.101
75.865 286.133 1.629 0.111 0.889 0.101
62.314 192.503 0.656 0.025 0.892 0.101
78.425 45.000 1.157 0.093 1.064 0.101
77.838 32.957 1.044 0.084 1.170 0.102
60.260 189.426 0.698 0.032 0.774 0.102
80.459 40.236 1.514 0.085 1.173 0.102
65.917 298.846 0.641 0.005 1.171 0.102
75.736 272.255 nan nan 1.180 0.103
74.717 77.699 1.250 0.056 0.922 0.103
75.424 83.367 1.064 0.036 0.789 0.104
64.820 181.284 0.466 0.014 0.758 0.104
71.632 56.991 0.618 0.052 0.857 0.104
65.735 301.695 1.172 0.034 0.757 0.105
79.294 107.676 1.977 0.065 1.053 0.105
69.365 337.212 0.447 0.015 1.367 0.105
78.399 66.656 1.657 0.089 0.867 0.105
81.263 40.840 1.630 0.078 1.339 0.106
78.874 49.086 1.087 0.095 0.819 0.106
76.771 140.505 nan nan 0.903 0.106
69.610 57.626 0.780 0.034 0.718 0.106
77.896 66.523 1.594 0.068 0.730 0.106
78.014 109.113 1.587 0.056 0.940 0.106
70.225 259.841 2.097 0.047 1.102 0.107
73.845 75.094 nan nan 0.761 0.107
77.587 108.435 1.440 0.047 0.662 0.107
75.158 77.330 1.294 0.062 0.921 0.108
78.901 66.801 1.529 0.104 0.793 0.108
74.985 115.224 nan nan 0.843 0.108
69.148 300.858 1.310 0.049 0.834 0.109
78.213 34.144 1.076 0.088 1.090 0.109
74.948 288.705 1.568 0.141 0.958 0.110
77.003 115.017 1.489 0.046 0.850 0.110
78.712 74.445 1.473 0.090 1.563 0.110
71.098 300.379 1.499 0.084 0.810 0.110
76.420 75.160 1.352 0.079 0.878 0.111
79.504 30.124 1.934 0.138 1.056 0.111
72.692 301.729 1.486 0.113 0.955 0.111
70.117 302.521 1.271 0.068 0.862 0.112
75.962 145.421 1.278 0.024 0.735 0.112
76.499 115.074 1.570 0.045 0.911 0.112
71.858 132.489 nan nan 0.560 0.113
77.357 111.329 1.139 0.037 0.777 0.113
79.751 76.724 1.593 0.090 0.573 0.113
68.436 337.587 0.701 0.026 0.698 0.114
76.702 117.646 1.513 0.052 0.919 0.114
66.767 303.921 1.500 0.105 0.745 0.114
58.653 188.951 0.540 0.024 0.940 0.114
63.894 181.736 0.653 0.032 0.871 0.114
82.034 62.354 1.699 0.056 1.282 0.114
76.577 77.939 1.267 0.060 1.005 0.114
79.140 78.690 1.494 0.078 1.112 0.115
70.308 299.055 1.388 0.063 0.894 0.115
74.178 62.526 1.776 0.137 1.447 0.115
71.791 163.131 1.771 0.065 1.329 0.115
69.605 195.033 1.529 0.046 0.929 0.115
78.103 113.908 1.614 0.060 0.837 0.115
59.774 191.900 0.825 0.038 0.837 0.116
75.275 123.811 1.242 0.040 0.895 0.116
74.121 75.669 1.232 0.052 0.626 0.116
72.563 267.414 nan nan 1.048 0.117
73.657 66.077 1.237 0.101 1.780 0.117
70.813 303.038 1.513 0.096 1.191 0.117
66.894 303.457 1.443 0.080 1.005 0.117
69.408 295.585 1.272 0.029 1.052 0.117
74.777 61.356 1.542 0.094 1.269 0.117
70.749 177.656 1.693 0.052 1.044 0.117
74.044 247.225 nan nan 0.687 0.118
61.284 184.295 0.653 0.046 0.886 0.118
60.858 187.815 0.644 0.029 1.384 0.119
79.145 106.189 1.873 0.057 0.878 0.119
77.286 78.294 1.313 0.064 1.122 0.119
76.202 75.399 1.337 0.077 0.841 0.119
75.872 133.713 1.261 0.026 0.934 0.119
76.559 142.461 1.017 0.019 0.884 0.120
75.676 150.422 1.449 0.041 1.144 0.120
78.513 114.814 1.667 0.064 0.819 0.121
76.638 285.086 1.628 0.100 1.216 0.121
64.966 189.080 0.796 0.029 0.922 0.121
75.009 129.531 1.358 0.038 0.927 0.122
63.705 198.279 nan nan 0.919 0.122
67.210 303.297 1.411 0.063 1.023 0.122
79.011 108.435 1.955 0.064 1.052 0.123
78.694 112.751 1.724 0.064 0.997 0.123
75.933 68.962 1.960 0.114 0.908 0.123
77.526 86.392 1.299 0.047 1.005 0.123
71.160 189.968 2.207 0.068 1.187 0.124
71.342 63.898 1.363 0.121 0.824 0.124
80.391 31.651 2.016 0.137 1.016 0.124
76.855 344.659 1.221 0.058 2.626 0.125
78.988 75.256 1.499 0.089 1.456 0.125
76.089 146.182 1.340 0.027 0.862 0.125
81.761 46.102 1.773 0.077 1.074 0.125
75.786 128.589 1.361 0.040 0.794 0.125
69.600 192.426 1.929 0.071 1.192 0.125
70.264 195.542 2.073 0.058 1.004 0.126
81.373 52.386 2.151 0.065 0.672 0.126
71.138 62.671 1.083 0.103 1.051 0.126
74.787 116.754 nan nan 0.885 0.126
75.676 293.552 nan nan 1.025 0.127
72.873 287.959 1.581 0.080 0.981 0.127
76.577 73.989 1.385 0.087 1.115 0.128
76.589 145.911 1.423 0.033 0.927 0.128
69.398 270.939 1.378 0.077 1.072 0.128
78.619 26.313 1.478 0.122 1.095 0.128
74.073 125.819 1.007 0.028 0.832 0.128
70.832 62.382 0.925 0.089 1.049 0.128
77.187 29.932 1.143 0.079 1.004 0.128
76.067 82.131 1.008 0.031 0.634 0.128
74.281 254.673 2.037 0.055 0.939 0.129
69.054 193.364 1.416 0.056 0.859 0.129
81.058 74.745 1.783 0.100 1.067 0.129
80.132 74.859 1.636 0.097 1.336 0.129
75.019 125.238 1.205 0.036 0.782 0.129
66.318 299.373 0.889 0.013 1.138 0.129
70.990 268.983 1.969 0.095 1.569 0.130
61.454 185.688 0.613 0.034 0.877 0.130
73.990 81.529 nan nan 0.705 0.130
67.769 191.993 1.671 0.086 1.597 0.131
72.962 295.382 1.617 0.178 1.095 0.131
62.042 182.087 0.563 0.044 0.948 0.131
61.093 190.606 0.697 0.026 1.031 0.132
70.394 299.949 1.387 0.065 0.808 0.132
64.038 191.799 0.907 0.043 1.073 0.133
82.448 54.660 1.951 0.081 1.324 0.133
77.689 113.062 1.540 0.053 0.877 0.133
73.508 58.367 nan nan 1.447 0.133
82.238 45.000 1.798 0.077 1.163 0.133
81.286 98.130 1.779 0.045 1.095 0.133
70.045 58.371 0.708 0.031 0.563 0.134
71.646 62.650 1.196 0.117 1.036 0.134
74.944 120.964 1.276 0.042 0.823 0.134
80.422 83.956 1.813 0.072 1.079 0.135
77.514 109.411 1.394 0.044 0.840 0.135
74.178 117.474 0.832 0.025 0.685 0.135
74.750 83.660 1.111 0.040 1.072 0.136
61.135 192.456 0.801 0.036 1.178 0.136
61.031 193.330 0.628 0.031 0.934 0.137
72.763 302.758 1.458 0.105 0.928 0.137
74.003 69.020 1.156 0.078 0.688 0.137
79.025 55.823 1.201 0.087 1.568 0.138
76.510 133.652 1.283 0.027 0.932 0.138
71.057 301.897 1.513 0.086 0.896 0.138
79.219 64.767 1.522 0.099 1.153 0.138
76.346 83.868 1.046 0.034 1.352 0.139
80.349 74.511 1.665 0.098 1.398 0.139
77.438 110.376 1.342 0.041 0.722 0.139
81.724 39.508 1.717 0.081 1.351 0.139
80.919 38.991 1.607 0.084 1.235 0.140
75.694 115.560 1.583 0.044 1.066 0.140
75.206 131.309 1.396 0.037 0.962 0.140
74.063 74.887 1.238 0.052 0.648 0.141
69.460 300.641 1.299 0.050 0.901 0.141
79.108 23.663 nan nan 0.868 0.141
79.480 75.816 1.558 0.090 1.282 0.142
73.016 341.086 0.759 0.031 0.876 0.142
76.034 81.219 1.015 0.032 1.281 0.142
74.272 118.578 1.167 0.036 0.771 0.142
77.884 82.020 1.342 0.059 1.283 0.143
76.514 135.000 1.214 0.022 0.986 0.143
67.901 280.279 1.900 0.121 0.774 0.143
65.193 189.162 nan nan 0.877 0.144
74.654 73.421 1.283 0.071 0.685 0.144
77.132 284.642 1.694 0.104 1.105 0.144
79.624 63.712 2.094 0.101 1.397 0.145
71.546 63.591 1.352 0.124 0.934 0.145
76.309 139.653 nan nan 0.971 0.145
70.575 160.726 1.703 0.063 1.038 0.146
71.934 159.986 1.792 0.054 1.488 0.146
71.125 298.856 1.506 0.090 0.882 0.146
73.936 271.202 2.022 0.089 0.712 0.146
81.338 84.806 1.781 0.066 1.105 0.146
65.344 301.144 1.149 0.030 0.687 0.147
75.775 145.934 1.258 0.029 0.837 0.147
60.322 191.224 0.772 0.036 0.808 0.147
75.983 284.370 1.676 0.103 0.929 0.147
76.714 146.712 1.500 0.039 1.127 0.147
79.826 63.153 2.854 0.106 1.327 0.147
77.014 160.313 1.897 0.067 1.350 0.148
79.663 80.640 1.623 0.078 1.383 0.148
74.938 77.518 1.288 0.060 0.903 0.149
74.301 276.159 nan nan 1.087 0.149
77.041 84.536 1.209 0.043 1.359 0.149
79.509 49.332 1.247 0.084 1.127 0.149
74.585 63.622 1.911 0.146 1.218 0.149
78.725 70.844 1.560 0.109 1.084 0.150
78.399 34.765 1.120 0.091 1.193 0.150
78.650 73.355 1.466 0.094 0.959 0.150
69.764 222.295 1.927 0.043 1.014 0.151
75.056 131.955 1.406 0.037 0.886 0.151
70.936 189.851 2.208 0.069 1.333 0.151
77.458 31.842 1.102 0.080 1.510 0.151
75.609 128.032 1.339 0.040 0.795 0.152
69.785 293.282 1.049 0.022 0.932 0.152
74.447 257.067 2.378 0.078 1.215 0.152
72.073 163.610 1.779 0.067 1.401 0.152
74.320 78.851 1.130 0.046 0.833 0.152
77.628 81.135 1.312 0.058 1.164 0.153
66.736 190.330 1.774 0.083 1.243 0.153
65.462 300.693 1.117 0.025 0.774 0.154
75.107 283.513 1.583 0.089 1.201 0.154
62.734 182.139 0.649 0.052 0.844 0.154
81.166 77.550 1.866 0.095 1.151 0.154
78.447 88.332 1.581 0.057 1.423 0.154
74.447 77.067 1.250 0.055 0.814 0.155
62.753 270.238 1.124 0.021 0.647 0.155
63.906 179.752 nan nan 0.897 0.155
81.909 68.051 2.317 0.096 1.344 0.156
78.806 29.389 1.376 0.104 1.288 0.157
80.946 40.986 1.571 0.077 1.391 0.157
78.530 39.447 1.170 0.098 0.794 0.157
78.035 79.743 1.361 0.066 1.077 0.158
76.836 147.529 1.578 0.045 1.006 0.158
80.204 35.690 1.681 0.108 1.003 0.159
60.031 189.355 0.707 0.034 0.827 0.160
70.428 224.068 2.152 0.041 1.092 0.160
76.231 72.451 1.462 0.099 1.273 0.161
75.800 289.867 1.321 0.101 1.023 0.161
81.275 74.358 1.807 0.098 0.965 0.161
60.865 190.524 0.711 0.028 1.158 0.161
74.359 60.306 nan nan 1.055 0.161
78.356 38.746 1.119 0.096 0.835 0.161
70.428 62.993 0.837 0.078 1.299 0.162
60.791 188.695 0.660 0.027 0.950 0.163
66.440 302.093 1.220 0.036 0.729 0.163
67.901 190.279 1.945 0.094 1.467 0.163
62.517 181.179 0.619 0.044 0.857 0.163
72.291 163.405 1.818 0.067 1.402 0.164
64.584 181.782 0.588 0.018 0.851 0.164
70.638 163.460 1.856 0.077 0.978 0.164
64.002 194.338 nan nan 1.069 0.164
67.651 299.279 1.348 0.030 0.839 0.164
68.388 295.630 1.400 0.031 0.894 0.165
77.714 185.763 2.171 0.065 0.981 0.165
66.941 298.946 1.449 0.027 1.277 0.165
73.166 62.580 1.376 0.130 1.225 0.165
82.395 80.676 1.874 0.076 1.125 0.166
79.163 39.123 1.281 0.098 1.316 0.167
69.030 301.386 1.310 0.051 0.934 0.167
74.519 341.828 1.056 0.040 1.073 0.167
77.147 110.966 1.027 0.031 1.067 0.168
82.078 46.146 1.780 0.077 1.422 0.168
80.629 41.121 1.526 0.080 1.156 0.168
76.604 116.350 1.540 0.049 0.830 0.168
68.474 302.609 1.330 0.054 0.929 0.168
78.988 51.613 1.136 0.098 1.209 0.169
76.257 76.304 1.317 0.071 1.003 0.169
74.460 123.805 0.752 0.023 0.809 0.170
82.356 50.947 1.854 0.080 1.100 0.170
75.087 123.331 1.227 0.039 0.855 0.171
77.409 115.880 1.550 0.054 0.834 0.171
73.785 285.673 1.524 0.080 1.166 0.171
79.057 46.660 1.133 0.101 1.328 0.171
73.977 117.104 nan nan 0.776 0.172
76.361 74.249 1.368 0.085 1.208 0.172
70.704 299.703 1.440 0.073 0.771 0.172
61.775 190.859 0.624 0.018 1.059 0.172
71.212 178.285 1.247 0.034 0.888 0.173
73.955 279.265 nan nan 1.094 0.173
66.776 189.782 1.714 0.075 1.027 0.174
66.285 190.134 1.038 0.046 0.910 0.175
68.879 189.513 2.034 0.090 1.364 0.175
70.543 164.919 1.930 0.087 0.986 0.175
66.170 301.057 1.166 0.028 0.972 0.175
73.776 63.258 1.393 0.127 1.400 0.175
81.115 23.009 2.590 0.173 1.290 0.175
73.785 77.600 0.911 0.037 1.011 0.175
70.394 186.921 2.204 0.071 1.198 0.175
75.758 149.191 nan nan 1.123 0.176
70.238 184.899 2.435 0.070 1.192 0.176
80.528 27.474 2.525 0.168 1.194 0.176
79.547 85.696 1.757 0.067 1.414 0.176
78.107 45.000 1.170 0.088 0.781 0.176
81.568 70.602 2.015 0.100 1.341 0.176
76.261 149.036 1.579 0.044 0.920 0.177
76.798 114.605 1.475 0.044 0.803 0.177
79.581 31.809 1.825 0.131 1.133 0.177
82.866 47.545 1.871 0.079 1.107 0.177
72.028 60.388 1.081 0.109 0.972 0.178
76.298 286.654 1.454 0.092 0.820 0.179
77.612 116.333 1.565 0.057 1.073 0.179
76.661 71.870 1.603 0.108 1.238 0.179
75.818 283.266 1.590 0.088 1.148 0.179
72.380 301.967 1.529 0.109 0.961 0.179
75.327 129.413 1.355 0.038 0.793 0.180
78.086 35.036 1.035 0.086 0.743 0.180
67.265 302.035 1.265 0.040 0.914 0.181
70.420 196.352 1.776 0.050 1.165 0.181
64.824 180.771 0.410 0.017 0.841 0.181
60.276 191.653 0.819 0.039 1.356 0.181
68.639 300.757 1.302 0.044 0.918 0.181
77.266 148.690 1.691 0.054 0.882 0.182
77.053 142.038 1.282 0.025 0.917 0.182
74.588 287.379 1.559 0.118 1.093 0.182
78.929 74.134 1.503 0.093 1.118 0.182
70.022 63.579 0.844 0.079 0.601 0.182
75.070 126.439 1.236 0.037 0.932 0.182
77.321 88.479 1.266 0.040 0.894 0.182
68.594 297.239 1.433 0.032 0.983 0.182
64.360 181.262 0.626 0.026 0.872 0.183
66.510 190.231 1.425 0.065 1.075 0.183
72.153 62.628 1.294 0.128 0.915 0.183
74.575 114.513 0.959 0.028 0.790 0.183
70.712 170.263 1.589 0.066 1.261 0.183
74.073 118.191 0.745 0.023 0.802 0.184
