################## FYI, April 2015 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
77.784 285.440 1.834 0.114 1.214 0.556
81.822 89.215 1.564 0.050 1.347 0.556
75.396 134.377 1.336 0.032 1.315 0.556
73.004 301.483 1.444 0.117 1.256 0.556
78.103 133.472 1.491 0.035 1.420 0.556
79.639 105.690 1.889 0.059 1.241 0.556
67.340 299.497 1.338 0.029 1.179 0.557
79.304 51.809 1.182 0.088 1.858 0.557
77.628 135.735 1.362 0.027 1.196 0.557
73.920 291.727 1.626 0.180 1.199 0.557
70.744 237.888 1.232 0.031 1.149 0.557
71.813 292.920 1.587 0.093 1.372 0.557
65.891 300.044 1.051 0.020 1.275 0.558
71.549 173.351 1.927 0.065 1.414 0.558
72.810 58.908 1.303 0.120 1.365 0.558
74.496 77.876 1.211 0.052 1.161 0.558
73.197 301.884 1.398 0.107 1.301 0.559
77.551 169.095 2.010 0.070 1.467 0.559
68.039 191.540 1.718 0.086 1.522 0.559
77.369 142.214 1.358 0.029 1.254 0.559
75.556 292.380 nan nan 1.148 0.559
70.449 169.725 1.505 0.065 1.796 0.559
70.417 298.479 1.406 0.067 1.117 0.559
76.646 181.444 2.149 0.068 1.624 0.559
76.198 154.477 1.814 0.063 1.372 0.559
77.298 119.055 1.515 0.057 1.180 0.560
77.526 146.739 1.621 0.047 1.290 0.560
75.676 119.578 1.404 0.047 1.175 0.560
75.588 236.434 2.895 0.044 1.007 0.560
78.610 83.784 1.480 0.064 1.407 0.560
78.001 285.725 1.944 0.121 1.346 0.561
77.454 137.899 1.300 0.024 1.317 0.561
81.200 21.666 2.699 0.169 1.398 0.561
78.988 38.387 1.242 0.099 1.532 0.561
65.693 299.778 1.002 0.017 1.242 0.561
77.772 88.423 1.373 0.048 1.479 0.561
73.567 61.858 1.509 0.135 1.404 0.561
73.589 287.939 1.576 0.102 1.195 0.561
71.014 240.550 1.958 0.047 1.538 0.561
73.034 67.001 1.245 0.081 1.695 0.562
70.420 226.863 1.528 0.025 1.338 0.562
76.514 199.942 2.343 0.067 1.550 0.562
79.057 83.530 1.566 0.070 1.428 0.562
60.853 183.340 0.640 0.046 1.374 0.562
78.213 145.856 1.655 0.048 1.466 0.562
71.799 300.842 1.590 0.105 1.186 0.563
79.280 83.395 1.613 0.071 1.486 0.563
76.683 150.195 1.703 0.055 1.222 0.563
73.389 168.690 2.065 0.070 1.411 0.563
70.081 180.971 1.992 0.057 1.474 0.563
74.595 133.819 1.239 0.037 1.170 0.563
62.211 193.414 0.423 0.018 1.565 0.564
74.499 164.454 1.970 0.068 1.563 0.564
75.969 271.375 nan nan 1.216 0.564
73.367 290.148 1.605 0.124 1.184 0.564
79.935 37.763 1.494 0.097 1.429 0.564
72.308 193.595 2.257 0.069 1.461 0.564
82.336 63.060 1.342 0.052 1.586 0.564
74.098 169.007 2.015 0.066 1.351 0.565
78.256 137.322 1.473 0.030 1.216 0.565
71.441 154.522 1.302 0.024 1.454 0.565
71.799 186.028 2.163 0.062 1.285 0.566
71.041 165.222 1.824 0.075 1.604 0.566
76.913 128.737 1.450 0.044 1.212 0.566
82.887 56.560 1.917 0.080 1.473 0.566
70.075 188.771 2.135 0.076 1.629 0.567
62.397 185.407 0.575 0.027 1.373 0.567
77.010 143.427 1.346 0.029 1.200 0.567
81.724 50.492 2.045 0.077 1.406 0.567
82.529 113.875 1.965 0.064 1.425 0.567
73.260 61.543 1.458 0.135 1.535 0.567
75.080 294.444 1.594 0.182 1.253 0.567
68.709 191.904 1.799 0.080 1.320 0.567
70.630 62.691 0.882 0.084 1.646 0.567
73.349 299.505 1.450 0.150 1.176 0.567
69.991 185.486 2.344 0.073 1.374 0.567
81.280 69.702 2.077 0.104 1.552 0.567
76.162 161.565 1.905 0.066 1.455 0.567
72.864 159.664 1.909 0.061 1.395 0.567
74.162 293.839 1.589 0.215 1.170 0.568
80.991 100.751 2.034 0.057 1.545 0.568
76.499 154.926 1.822 0.065 1.465 0.568
76.875 127.360 1.438 0.047 1.183 0.569
70.765 179.665 0.563 0.017 1.520 0.569
75.694 152.430 1.812 0.055 1.473 0.569
76.136 281.674 nan nan 1.498 0.569
76.301 289.622 1.079 0.069 1.407 0.569
72.320 292.816 1.601 0.114 1.166 0.569
75.189 297.536 1.659 0.146 1.131 0.570
80.646 34.261 1.756 0.109 1.538 0.570
72.259 57.417 1.118 0.087 1.226 0.570
74.275 294.918 1.553 0.217 1.162 0.570
77.649 69.261 2.026 0.112 1.415 0.570
75.479 119.141 1.401 0.046 1.101 0.570
80.743 38.118 1.616 0.090 1.498 0.570
74.054 129.857 1.314 0.039 1.184 0.571
74.555 300.107 1.325 0.115 1.264 0.571
80.132 105.141 1.925 0.062 1.195 0.571
73.016 161.086 1.926 0.066 1.388 0.571
77.714 146.165 1.616 0.046 1.356 0.571
77.579 140.128 1.347 0.026 1.297 0.571
81.592 92.291 1.157 0.033 1.694 0.571
73.067 296.395 1.587 0.185 1.189 0.572
77.274 145.049 1.489 0.038 1.332 0.572
82.873 45.000 1.881 0.080 1.410 0.572
80.491 44.045 1.595 0.082 1.256 0.572
71.842 131.486 nan nan 1.226 0.572
78.014 27.284 1.152 0.108 1.254 0.572
71.830 169.663 1.889 0.074 1.342 0.572
72.941 287.241 1.568 0.075 1.276 0.573
80.240 77.400 1.686 0.092 1.610 0.573
82.529 49.865 1.856 0.080 1.423 0.573
75.736 79.574 1.138 0.043 1.247 0.573
78.632 36.983 1.162 0.094 1.360 0.573
76.514 196.928 2.334 0.065 1.608 0.573
70.702 195.900 2.333 0.067 1.410 0.573
71.098 186.491 2.210 0.065 1.648 0.573
74.281 296.748 1.462 0.202 1.199 0.574
81.408 67.782 2.426 0.104 1.589 0.574
69.274 221.918 nan nan 1.695 0.574
76.991 135.699 1.236 0.022 1.227 0.574
76.398 118.045 1.514 0.051 1.040 0.575
77.909 118.229 1.575 0.062 1.174 0.575
73.151 299.129 1.502 0.158 1.207 0.575
79.533 102.995 nan nan 1.320 0.575
71.574 185.954 2.205 0.063 1.551 0.576
72.093 170.242 1.906 0.071 1.426 0.576
71.419 176.878 1.813 0.051 1.420 0.576
72.657 287.731 1.592 0.072 1.225 0.577
75.019 197.892 2.327 0.066 1.195 0.577
77.100 151.429 1.777 0.062 1.465 0.577
76.375 120.155 1.437 0.052 1.229 0.577
77.458 144.462 1.479 0.037 1.300 0.577
71.370 301.675 1.533 0.092 1.167 0.577
80.281 69.057 1.734 0.104 1.648 0.578
76.012 131.748 1.346 0.034 1.176 0.578
79.196 120.556 1.672 0.063 1.329 0.578
73.567 164.539 2.017 0.072 1.466 0.578
71.646 176.840 1.868 0.051 1.492 0.578
76.913 75.606 1.366 0.078 1.328 0.578
73.441 131.149 1.323 0.047 1.157 0.578
74.585 290.019 1.613 0.156 1.326 0.578
79.915 104.808 1.816 0.057 1.394 0.578
75.189 154.406 1.930 0.058 1.379 0.578
78.192 120.217 1.578 0.062 1.298 0.578
78.703 139.830 1.565 0.035 1.395 0.579
78.060 165.311 1.963 0.068 1.625 0.579
77.567 285.164 1.775 0.111 1.189 0.579
72.852 164.416 1.957 0.072 1.525 0.579
71.538 165.541 1.806 0.073 1.595 0.579
73.373 287.700 1.568 0.092 1.312 0.579
66.510 327.149 0.607 0.069 1.050 0.579
77.310 134.284 1.342 0.028 1.210 0.579
82.761 55.081 1.919 0.081 1.677 0.579
72.965 297.072 1.588 0.181 1.163 0.580
70.704 240.297 1.987 0.051 1.731 0.580
77.014 19.687 0.858 0.090 1.192 0.581
76.802 19.359 0.967 0.101 1.273 0.581
70.933 295.507 1.457 0.071 1.241 0.581
75.800 72.997 1.374 0.091 1.404 0.581
69.613 297.272 1.357 0.042 1.260 0.581
73.471 152.913 2.046 0.053 1.444 0.581
81.508 98.344 1.791 0.048 1.605 0.581
73.468 295.346 1.567 0.203 1.155 0.581
81.491 73.951 1.833 0.097 1.611 0.581
76.331 125.647 1.369 0.046 1.227 0.581
58.995 190.324 0.652 0.030 1.137 0.582
67.226 299.991 1.271 0.029 1.482 0.583
67.451 298.999 1.439 0.029 1.330 0.583
81.865 51.710 1.916 0.077 1.308 0.583
70.287 162.392 1.861 0.080 1.353 0.584
70.622 302.675 1.427 0.085 1.284 0.584
68.493 296.431 1.452 0.031 1.115 0.584
77.405 151.837 1.792 0.064 1.463 0.584
81.280 20.298 2.327 0.145 2.072 0.584
79.361 159.656 1.938 0.071 1.701 0.584
76.855 201.529 2.356 0.069 1.709 0.584
59.838 185.389 0.583 0.032 1.266 0.584
72.305 300.964 1.566 0.115 1.182 0.584
77.405 81.293 1.283 0.055 1.403 0.585
62.604 194.094 nan nan 1.484 0.585
70.562 214.150 2.102 0.048 1.495 0.585
81.761 82.972 1.820 0.073 1.473 0.585
67.818 329.136 0.151 0.012 1.207 0.585
78.712 55.521 1.155 0.078 1.623 0.585
71.721 199.772 2.367 0.067 1.293 0.585
71.940 61.361 1.147 0.116 1.478 0.586
77.628 134.265 1.394 0.030 1.191 0.586
78.026 146.459 1.662 0.050 1.338 0.586
78.408 85.006 1.465 0.061 1.597 0.586
77.073 149.207 1.705 0.056 1.307 0.587
82.509 58.449 1.900 0.073 1.661 0.587
71.657 267.541 1.971 0.088 1.187 0.587
81.871 78.071 1.869 0.087 1.352 0.587
62.753 187.390 0.453 0.012 1.265 0.587
78.183 85.101 1.414 0.058 1.450 0.587
75.448 288.435 1.494 0.122 1.730 0.587
67.762 298.773 1.392 0.031 1.256 0.588
67.159 332.044 0.706 0.039 1.147 0.588
76.162 71.565 1.638 0.110 2.114 0.588
77.955 144.090 1.554 0.040 1.352 0.588
80.770 100.491 1.953 0.053 1.362 0.588
79.786 86.855 1.844 0.063 1.503 0.589
77.151 135.000 1.291 0.025 1.263 0.589
77.959 122.062 1.539 0.059 1.261 0.589
75.220 69.087 1.482 0.109 1.743 0.590
75.648 74.116 1.337 0.082 1.125 0.590
69.736 259.439 1.538 0.036 1.119 0.590
69.815 189.305 2.111 0.079 1.447 0.591
73.545 299.890 1.398 0.143 1.308 0.591
69.091 294.495 1.154 0.020 1.021 0.592
70.936 198.221 2.421 0.066 1.469 0.592
59.453 190.476 0.700 0.034 1.363 0.592
73.166 297.420 1.547 0.184 1.143 0.592
73.061 151.905 1.970 0.050 1.351 0.592
62.765 192.709 0.734 0.028 1.351 0.592
77.302 132.852 1.396 0.033 1.241 0.592
77.088 87.510 1.212 0.038 1.370 0.592
77.649 147.609 1.675 0.052 1.331 0.592
72.986 169.729 2.090 0.070 1.453 0.593
78.583 72.277 1.483 0.100 1.533 0.593
82.258 75.763 1.893 0.088 1.471 0.593
72.136 303.190 1.442 0.099 1.105 0.593
74.098 132.138 1.314 0.039 1.249 0.593
82.232 61.587 1.993 0.067 1.679 0.593
76.529 192.995 2.302 0.063 1.390 0.593
73.873 152.186 2.118 0.057 1.342 0.594
82.009 95.631 1.622 0.048 1.376 0.594
82.576 56.070 1.932 0.078 1.597 0.594
69.331 184.686 2.602 0.080 1.551 0.594
73.303 288.435 1.584 0.100 1.259 0.595
78.213 87.274 1.471 0.055 1.624 0.595
73.076 290.601 1.602 0.118 1.350 0.595
75.588 151.639 1.516 0.046 1.399 0.595
62.511 271.650 1.310 0.028 0.850 0.595
61.863 192.304 0.711 0.027 1.328 0.596
70.936 161.779 1.805 0.062 1.362 0.596
81.804 93.918 1.336 0.039 1.595 0.596
76.016 72.728 1.415 0.095 1.868 0.596
72.965 62.928 1.327 0.128 1.342 0.596
69.400 179.687 nan nan 1.385 0.596
80.667 85.179 1.794 0.066 1.589 0.596
60.138 190.713 0.752 0.035 1.337 0.596
76.798 204.605 2.370 0.071 1.533 0.596
73.626 284.704 1.498 0.067 1.399 0.596
79.016 114.734 1.733 0.067 1.374 0.597
69.886 299.864 1.328 0.054 1.198 0.597
70.538 233.461 1.495 0.029 1.502 0.597
74.178 295.656 1.502 0.218 1.298 0.597
78.162 84.019 1.394 0.059 1.614 0.597
77.628 171.135 2.033 0.071 1.566 0.598
60.526 189.064 0.676 0.029 1.266 0.598
73.007 286.518 1.551 0.069 1.273 0.598
73.061 61.905 1.367 0.132 1.469 0.598
61.635 186.643 0.577 0.027 1.459 0.598
78.265 135.774 1.483 0.031 1.280 0.598
70.864 238.459 1.548 0.038 1.220 0.599
60.687 186.878 0.646 0.033 1.517 0.599
82.796 78.341 1.920 0.078 1.431 0.599
72.763 63.268 1.353 0.129 1.362 0.599
74.542 168.690 1.976 0.065 1.520 0.599
78.920 78.917 1.460 0.075 1.437 0.599
79.649 109.612 1.942 0.067 1.340 0.600
70.217 185.548 2.331 0.071 1.372 0.600
64.224 194.462 nan nan 1.228 0.600
71.192 303.785 1.647 0.123 1.291 0.601
71.003 160.278 1.829 0.052 1.372 0.601
69.998 240.695 nan nan 1.430 0.601
76.611 175.675 2.041 0.069 1.570 0.601
77.187 150.068 1.743 0.059 1.373 0.601
79.698 81.870 1.661 0.076 1.442 0.601
74.470 298.974 1.366 0.146 1.244 0.601
74.082 69.775 1.178 0.075 1.771 0.601
77.393 156.400 1.839 0.068 1.653 0.601
77.438 159.624 1.887 0.068 1.528 0.601
80.245 88.025 1.818 0.055 1.680 0.602
77.913 83.073 1.345 0.057 1.543 0.602
73.539 292.891 1.615 0.180 1.172 0.603
77.242 83.437 1.248 0.048 1.551 0.603
78.434 73.673 1.440 0.092 1.446 0.604
81.200 68.334 2.348 0.106 1.572 0.604
70.272 176.403 1.335 0.044 1.587 0.604
71.716 171.870 1.935 0.069 1.520 0.604
71.563 302.042 1.555 0.098 1.161 0.604
68.493 333.569 nan nan 1.355 0.604
72.555 298.051 1.601 0.155 1.307 0.605
76.771 129.495 1.435 0.042 1.309 0.605
74.948 161.295 1.893 0.065 1.587 0.605
71.125 294.274 1.521 0.074 1.147 0.605
74.382 296.012 1.517 0.206 1.202 0.605
71.296 172.747 1.957 0.070 1.508 0.606
72.572 231.282 1.437 0.017 2.126 0.606
80.841 82.266 1.861 0.080 1.634 0.606
72.285 230.148 1.579 0.021 1.547 0.606
66.561 194.772 nan nan 1.512 0.606
77.710 117.734 1.564 0.060 1.316 0.606
73.648 174.877 2.026 0.060 1.602 0.606
71.898 178.932 1.840 0.045 1.398 0.607
78.001 164.275 1.953 0.068 1.750 0.607
76.213 146.957 1.417 0.032 1.408 0.607
79.571 88.152 1.849 0.060 1.717 0.607
67.943 192.688 1.561 0.078 1.560 0.607
75.563 120.353 1.361 0.046 1.203 0.607
81.030 117.525 1.851 0.065 1.469 0.607
77.813 116.801 1.579 0.060 1.277 0.608
70.075 178.382 1.686 0.056 1.430 0.608
73.946 70.805 1.130 0.062 1.670 0.608
64.188 319.970 nan nan 1.571 0.608
74.934 73.996 1.303 0.077 1.368 0.608
74.777 118.644 1.337 0.041 1.037 0.608
74.022 172.326 1.993 0.062 1.574 0.609
79.029 82.367 1.524 0.071 1.394 0.609
74.340 292.335 1.630 0.195 1.243 0.609
76.879 149.708 1.707 0.056 1.310 0.609
79.890 35.981 1.589 0.107 1.696 0.609
71.351 290.839 1.575 0.060 1.459 0.609
82.435 64.573 2.269 0.082 1.563 0.610
79.196 30.556 1.627 0.119 1.233 0.610
81.921 73.072 1.925 0.095 1.419 0.610
70.974 189.184 2.185 0.068 1.825 0.611
81.356 86.285 1.719 0.060 1.602 0.611
68.088 301.974 1.320 0.047 1.178 0.611
70.099 223.167 2.313 0.048 1.325 0.611
75.087 72.929 1.335 0.086 1.589 0.611
71.370 185.194 2.376 0.063 1.524 0.612
76.487 150.668 1.702 0.054 1.371 0.612
81.622 29.650 1.881 0.114 1.590 0.612
78.421 136.569 1.501 0.032 1.275 0.612
74.585 259.509 2.306 0.086 1.243 0.612
77.214 146.449 1.569 0.044 1.288 0.612
70.620 187.001 2.188 0.069 1.540 0.612
70.264 223.614 2.218 0.044 1.439 0.612
71.236 295.183 1.503 0.084 1.172 0.612
64.622 190.510 0.838 0.037 1.281 0.612
75.368 73.511 1.338 0.084 1.380 0.613
81.200 31.464 1.810 0.113 1.511 0.613
70.184 236.581 1.252 0.030 1.577 0.613
78.619 116.313 1.660 0.065 1.274 0.613
80.613 66.801 2.345 0.110 1.479 0.613
65.941 303.914 1.204 0.094 1.083 0.614
77.490 185.659 2.187 0.065 2.060 0.614
71.176 211.316 2.916 0.065 1.284 0.614
78.712 145.521 1.687 0.050 1.322 0.614
75.518 125.538 1.270 0.040 1.264 0.614
70.864 301.541 1.460 0.079 1.188 0.614
77.214 352.439 1.447 0.111 1.401 0.614
66.756 301.917 1.223 0.036 1.172 0.614
77.337 147.295 1.630 0.048 1.323 0.615
77.108 26.342 1.091 0.110 0.965 0.615
78.703 49.830 1.091 0.090 1.257 0.615
81.426 118.909 1.878 0.062 1.455 0.615
76.454 129.623 1.412 0.041 1.257 0.615
79.389 121.171 1.686 0.063 1.333 0.615
77.813 26.801 1.175 0.115 2.124 0.615
70.525 297.897 1.432 0.069 1.106 0.616
75.087 162.929 1.904 0.066 1.521 0.616
80.491 111.425 1.925 0.070 1.346 0.616
71.541 297.970 1.575 0.111 1.125 0.616
76.829 133.620 1.308 0.028 1.223 0.616
78.408 41.864 1.178 0.098 1.324 0.616
77.947 134.246 1.451 0.032 1.258 0.616
73.657 299.208 1.390 0.159 1.240 0.617
76.956 121.640 1.443 0.054 1.319 0.617
74.275 65.082 1.422 0.124 1.649 0.617
77.381 149.560 1.736 0.058 1.474 0.617
79.990 111.682 1.897 0.069 1.390 0.617
82.475 75.343 1.919 0.086 1.531 0.618
70.029 175.799 1.102 0.038 1.474 0.618
72.187 167.981 1.875 0.073 1.611 0.618
77.226 20.026 0.627 0.053 1.019 0.618
72.196 291.869 1.592 0.097 1.311 0.618
82.944 89.091 1.846 0.063 1.587 0.618
81.143 87.825 1.610 0.049 1.489 0.618
72.899 78.247 nan nan 1.238 0.618
73.974 295.308 1.502 0.224 1.247 0.619
77.053 127.962 1.458 0.046 1.243 0.619
77.604 28.652 1.086 0.092 1.644 0.619
78.499 119.814 1.612 0.063 1.389 0.619
71.217 289.954 1.515 0.051 1.372 0.619
61.148 186.986 0.629 0.030 1.300 0.620
66.068 303.465 1.258 0.079 1.182 0.620
78.897 144.866 1.691 0.049 1.392 0.620
76.649 131.594 1.384 0.035 1.266 0.621
76.836 122.471 1.424 0.053 1.349 0.621
76.944 130.121 1.440 0.041 1.274 0.621
79.461 32.845 1.682 0.122 1.480 0.621
73.515 257.005 2.521 0.068 1.247 0.621
82.028 65.956 2.461 0.089 1.468 0.621
80.459 102.894 1.945 0.058 1.209 0.621
69.328 189.719 2.051 0.085 1.500 0.621
80.219 85.400 1.815 0.067 1.443 0.622
74.233 288.693 1.589 0.130 1.249 0.622
76.983 132.905 1.351 0.031 1.269 0.622
69.656 300.964 1.287 0.054 1.441 0.622
76.092 118.426 1.501 0.049 1.205 0.622
67.308 300.769 1.234 0.032 1.195 0.622
74.750 120.530 1.274 0.041 1.156 0.622
70.104 194.744 2.025 0.060 1.582 0.622
84.280 86.634 2.073 0.071 1.485 0.622
79.080 125.811 1.672 0.056 1.328 0.622
72.259 302.583 1.549 0.109 1.312 0.623
70.749 235.474 1.638 0.032 1.241 0.623
78.856 84.806 1.573 0.066 1.523 0.623
74.359 299.694 1.340 0.131 1.374 0.623
71.632 303.009 1.579 0.106 1.472 0.624
74.156 253.106 2.100 0.051 1.546 0.624
82.429 60.781 1.917 0.069 1.538 0.625
74.780 294.864 1.620 0.199 1.229 0.625
70.394 173.079 1.595 0.059 1.404 0.625
77.010 196.557 2.321 0.064 1.627 0.626
72.490 291.460 1.596 0.104 1.332 0.626
76.136 129.746 1.392 0.040 1.240 0.626
71.499 130.564 nan nan 1.111 0.626
72.162 131.424 1.279 0.055 1.239 0.626
72.837 134.469 1.752 0.074 1.305 0.626
78.213 117.784 1.606 0.063 1.250 0.626
74.156 163.106 2.002 0.069 1.549 0.626
80.891 31.931 1.838 0.118 1.597 0.627
77.947 77.645 1.358 0.071 2.117 0.627
79.394 144.462 1.749 0.051 1.385 0.627
70.670 301.192 1.405 0.072 1.256 0.627
72.631 167.672 1.972 0.074 1.612 0.627
81.064 97.927 1.766 0.042 1.904 0.627
70.483 184.297 2.581 0.066 1.437 0.628
75.486 86.009 0.781 0.022 1.206 0.628
69.185 293.931 1.066 0.019 1.325 0.629
80.365 81.304 1.765 0.081 1.549 0.629
62.380 193.979 0.429 0.017 1.381 0.630
66.827 302.685 1.326 0.049 1.192 0.630
77.772 181.577 2.100 0.069 1.397 0.630
71.884 267.510 1.972 0.086 1.306 0.630
80.646 83.811 1.811 0.072 1.607 0.631
71.940 171.769 1.918 0.067 1.499 0.631
75.285 65.194 nan nan 1.689 0.631
76.442 169.992 2.005 0.067 1.493 0.631
73.579 290.418 1.614 0.137 1.297 0.631
63.439 195.041 nan nan 1.887 0.632
64.535 191.509 0.826 0.034 1.574 0.632
75.427 282.002 1.457 0.066 1.392 0.632
72.534 60.301 1.249 0.121 1.709 0.633
78.179 38.066 1.081 0.093 1.239 0.633
77.587 145.305 1.556 0.042 1.326 0.633
81.081 32.692 1.771 0.109 1.431 0.633
76.401 79.061 1.197 0.050 1.448 0.633
69.104 242.745 1.487 0.054 1.387 0.633
78.295 170.628 2.019 0.071 1.524 0.633
73.121 300.833 1.444 0.127 1.300 0.634
73.657 289.680 1.606 0.128 1.298 0.634
72.843 299.419 1.544 0.149 1.236 0.634
76.737 81.733 1.168 0.044 1.452 0.634
74.246 277.784 nan nan 1.339 0.634
72.147 159.740 1.817 0.054 1.905 0.635
70.864 198.861 2.162 0.058 1.344 0.635
67.676 190.176 1.987 0.096 1.402 0.635
79.722 108.435 1.954 0.067 1.358 0.636
71.872 176.800 1.924 0.051 1.647 0.636
71.774 173.270 1.921 0.063 1.527 0.636
70.559 188.318 2.163 0.071 1.957 0.636
69.091 298.635 1.322 0.037 1.223 0.636
77.591 80.112 1.319 0.061 1.661 0.636
76.702 207.646 2.402 0.073 1.537 0.636
79.678 41.479 1.391 0.093 1.359 0.636
81.616 112.797 1.926 0.067 1.531 0.636
67.635 280.744 1.897 0.122 1.493 0.636
72.068 175.326 1.923 0.054 1.518 0.637
70.355 233.852 1.422 0.029 1.644 0.637
75.694 295.560 1.678 0.130 1.327 0.637
70.617 298.796 1.432 0.073 1.189 0.637
75.469 293.199 nan nan 1.275 0.637
75.962 87.709 0.880 0.021 1.421 0.637
67.447 192.995 1.512 0.083 1.405 0.638
73.917 169.946 2.018 0.065 1.352 0.638
63.217 194.916 0.342 0.013 1.754 0.638
71.657 177.541 1.845 0.049 1.461 0.638
67.251 298.724 1.458 0.030 1.269 0.638
80.199 67.834 1.805 0.106 1.498 0.638
80.991 21.140 2.868 0.179 1.429 0.638
73.306 132.818 1.472 0.057 1.184 0.638
77.751 139.456 1.379 0.027 1.346 0.638
71.266 172.064 1.966 0.074 1.553 0.638
71.430 267.571 1.970 0.090 1.181 0.639
70.543 195.081 2.222 0.066 1.513 0.639
79.781 111.218 1.902 0.069 1.420 0.639
81.730 65.171 2.760 0.092 1.296 0.640
81.030 27.525 2.051 0.141 1.420 0.640
76.034 135.651 1.121 0.018 1.318 0.640
74.089 72.332 1.242 0.059 1.233 0.640
72.634 285.385 1.131 0.040 1.469 0.640
77.871 72.235 1.476 0.102 1.375 0.640
77.065 201.894 2.370 0.070 1.650 0.641
78.269 121.715 1.574 0.060 1.314 0.641
71.009 171.486 1.983 0.078 1.608 0.641
70.122 297.290 1.392 0.053 1.357 0.641
79.020 40.030 1.261 0.101 2.007 0.641
79.080 197.319 2.370 0.068 1.820 0.642
78.226 70.530 1.630 0.113 1.667 0.642
74.050 276.875 nan nan 1.310 0.642
69.886 240.136 nan nan 1.502 0.642
70.787 300.619 1.453 0.075 1.261 0.642
81.092 39.898 1.613 0.080 1.715 0.642
78.920 115.787 1.697 0.066 1.244 0.643
73.508 121.633 nan nan 1.268 0.643
76.729 162.790 1.932 0.067 1.521 0.643
76.802 160.641 1.900 0.067 1.578 0.643
72.517 134.479 1.614 0.069 1.239 0.643
77.286 138.576 1.261 0.022 1.267 0.644
77.539 87.421 1.296 0.045 1.524 0.644
70.936 170.149 1.888 0.078 1.447 0.644
70.670 174.323 1.674 0.059 1.488 0.644
71.721 289.772 1.426 0.061 1.623 0.644
70.109 171.870 1.275 0.049 1.843 0.644
77.187 209.932 2.537 0.080 1.808 0.644
81.508 30.964 1.820 0.109 1.617 0.644
78.001 127.405 1.553 0.051 1.360 0.644
78.460 122.300 1.591 0.060 1.374 0.644
72.572 57.642 1.356 0.106 1.320 0.645
78.218 343.980 1.089 0.043 1.391 0.645
76.794 151.040 1.750 0.059 1.336 0.645
80.727 28.113 2.269 0.152 1.316 0.645
67.617 193.686 0.760 0.044 1.885 0.645
69.064 190.222 1.972 0.086 1.461 0.645
59.498 192.229 0.711 0.028 1.431 0.645
77.159 162.198 1.928 0.067 1.521 0.645
77.710 152.266 1.804 0.066 1.541 0.645
80.470 87.979 1.754 0.053 1.501 0.646
70.559 228.284 1.310 0.019 1.450 0.646
79.163 50.877 1.158 0.093 2.014 0.646
74.684 295.626 1.576 0.197 1.297 0.647
67.050 298.453 1.478 0.031 1.038 0.647
78.847 39.289 1.224 0.099 1.700 0.647
71.430 200.191 2.190 0.059 1.619 0.647
71.819 229.514 1.605 0.023 1.283 0.648
77.772 137.974 1.375 0.026 1.293 0.648
73.270 296.737 1.543 0.191 1.235 0.648
75.151 73.757 1.321 0.081 1.336 0.648
82.637 63.825 1.966 0.074 1.719 0.648
72.810 301.092 1.488 0.122 1.402 0.649
79.112 118.940 1.674 0.065 1.302 0.649
74.496 282.124 1.446 0.060 1.286 0.650
77.620 132.797 1.442 0.035 1.309 0.650
78.304 119.268 1.599 0.063 1.251 0.650
77.726 70.241 1.850 0.117 1.630 0.650
82.232 95.793 1.713 0.053 1.621 0.650
77.901 145.574 1.611 0.045 1.344 0.650
77.863 141.754 1.451 0.032 1.429 0.650
73.785 164.327 2.021 0.071 1.532 0.651
76.661 18.130 1.380 0.159 1.225 0.651
73.820 58.627 nan nan 1.134 0.651
79.571 69.228 1.556 0.107 1.626 0.651
80.880 37.011 1.670 0.093 1.686 0.651
74.220 343.887 1.224 0.074 1.403 0.651
78.001 142.595 1.510 0.036 1.273 0.651
61.637 192.207 0.752 0.030 1.322 0.652
76.480 130.962 1.395 0.037 1.287 0.653
77.813 169.931 2.018 0.071 1.485 0.653
82.356 79.019 1.887 0.081 1.645 0.653
75.850 291.886 1.386 0.114 1.442 0.653
75.542 132.483 1.364 0.034 1.356 0.653
73.610 168.536 2.052 0.069 1.504 0.653
71.384 190.088 2.200 0.067 1.528 0.654
70.316 294.661 1.278 0.042 1.298 0.654
70.109 188.130 2.157 0.075 1.546 0.654
77.772 125.293 1.520 0.054 1.280 0.654
73.955 246.485 2.143 0.043 1.364 0.654
79.826 49.467 1.326 0.073 2.309 0.654
74.985 64.776 1.961 0.152 1.658 0.654
67.561 194.246 0.695 0.040 1.697 0.655
82.733 114.590 1.980 0.063 1.625 0.655
82.323 113.199 1.953 0.065 1.447 0.655
74.156 286.894 1.560 0.104 1.452 0.655
74.006 282.572 1.452 0.057 1.302 0.655
77.838 122.957 1.523 0.057 1.287 0.655
70.238 238.029 1.461 0.039 1.346 0.656
74.585 132.639 1.329 0.037 1.150 0.656
71.682 301.446 1.562 0.099 1.274 0.656
75.162 71.017 1.424 0.103 1.372 0.656
67.934 329.638 0.231 0.011 2.380 0.656
76.401 154.069 1.808 0.063 1.493 0.656
72.701 173.660 2.032 0.061 1.520 0.656
78.775 81.384 1.467 0.069 1.783 0.657
80.491 68.575 1.882 0.106 1.694 0.657
73.260 151.543 1.997 0.053 1.533 0.657
69.311 185.307 2.519 0.082 1.536 0.657
