################## FYI, April 2017 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
73.936 181.202 2.029 0.085 1.597 0.711
76.298 286.654 1.211 0.066 1.536 0.711
80.005 120.303 1.623 0.064 1.444 0.711
74.362 79.658 0.983 0.028 1.401 0.711
74.130 157.973 1.539 0.037 1.389 0.711
76.346 353.868 1.590 0.057 1.259 0.712
77.955 125.910 1.490 0.055 1.580 0.712
76.398 208.045 1.837 0.046 1.577 0.712
78.847 129.289 1.626 0.057 1.452 0.712
81.234 128.774 1.719 0.070 1.552 0.713
69.851 188.673 1.566 0.076 1.703 0.713
72.357 296.075 1.521 0.146 1.399 0.714
78.317 206.811 1.936 0.063 1.559 0.714
70.109 294.390 1.263 0.045 1.140 0.714
72.165 188.334 1.760 0.066 1.699 0.714
83.124 83.454 1.503 0.070 1.614 0.714
79.375 133.290 1.716 0.059 1.511 0.714
80.907 86.468 1.435 0.061 1.295 0.714
77.909 208.229 1.931 0.058 1.685 0.714
83.832 93.122 1.556 0.073 1.666 0.715
72.634 344.615 0.926 0.028 1.334 0.715
83.616 74.745 1.504 0.074 1.577 0.716
73.260 180.385 1.961 0.074 1.550 0.716
83.197 57.095 1.512 0.084 1.581 0.716
78.703 139.830 1.709 0.056 1.477 0.716
75.234 71.841 1.049 0.061 1.541 0.716
77.286 191.706 1.948 0.087 1.595 0.716
82.495 89.145 1.469 0.065 1.486 0.716
79.528 185.528 1.859 0.086 1.583 0.717
59.910 190.633 0.821 0.015 1.394 0.717
70.308 240.945 1.601 0.072 2.760 0.717
75.694 207.570 1.817 0.046 1.506 0.717
67.244 185.400 nan nan 1.345 0.717
78.026 123.541 1.447 0.053 1.501 0.717
73.349 74.745 nan nan 1.290 0.717
72.360 167.115 1.718 0.051 1.529 0.717
78.824 193.339 1.890 0.087 1.652 0.717
78.256 137.322 1.719 0.055 1.376 0.717
75.070 350.042 1.077 0.029 1.501 0.717
76.879 149.708 1.187 0.032 1.477 0.717
74.281 285.327 1.467 0.074 1.329 0.717
71.646 189.520 1.679 0.070 1.537 0.718
78.570 158.720 1.719 0.057 1.597 0.718
77.369 189.713 1.930 0.092 1.785 0.718
70.287 162.392 1.372 0.032 1.574 0.718
77.226 200.026 1.915 0.061 1.563 0.718
82.930 60.593 1.550 0.078 1.523 0.718
77.108 79.472 1.166 0.053 1.663 0.719
80.422 151.336 1.802 0.073 1.539 0.719
84.504 93.504 1.593 0.081 1.525 0.719
69.045 195.903 0.775 0.027 1.411 0.719
78.421 133.431 1.710 0.057 1.433 0.719
83.484 109.058 1.637 0.079 1.675 0.719
76.806 206.783 1.854 0.048 1.419 0.719
75.951 148.722 nan nan 1.398 0.719
83.117 68.025 1.500 0.075 1.716 0.720
74.012 121.792 1.178 0.052 1.379 0.720
73.166 191.160 1.916 0.069 1.530 0.720
68.391 189.904 1.781 0.080 1.789 0.720
84.280 93.366 1.581 0.078 1.529 0.720
71.119 169.359 2.170 0.068 1.443 0.720
80.814 120.005 1.633 0.067 1.545 0.720
71.724 66.431 0.755 0.032 1.357 0.721
79.751 103.276 1.399 0.042 1.434 0.721
75.141 351.747 1.409 0.045 1.279 0.721
77.274 157.730 1.547 0.047 1.414 0.721
83.640 116.114 1.697 0.085 1.554 0.721
82.576 78.690 1.516 0.075 1.617 0.721
78.408 85.006 1.371 0.062 1.523 0.721
71.755 235.037 0.613 0.020 1.553 0.721
67.538 299.781 1.244 0.037 1.187 0.721
77.018 186.450 1.918 0.096 1.545 0.721
75.919 185.029 1.914 0.091 1.556 0.721
74.198 129.232 1.427 0.056 1.530 0.721
75.223 185.667 1.917 0.084 1.713 0.721
77.147 200.966 1.905 0.058 1.599 0.722
71.098 194.119 1.721 0.074 1.537 0.722
76.353 158.286 1.517 0.046 1.461 0.722
77.628 135.735 1.761 0.054 1.432 0.722
79.304 51.809 0.930 0.043 1.540 0.722
80.581 122.367 1.648 0.065 1.469 0.722
76.798 204.605 1.859 0.049 1.528 0.722
78.892 132.546 1.691 0.057 1.644 0.723
73.188 75.685 nan nan 1.254 0.723
74.214 351.409 1.381 0.043 1.368 0.723
64.824 180.771 0.434 0.013 1.650 0.723
74.424 158.429 1.536 0.040 1.571 0.723
74.006 282.572 1.433 0.054 2.012 0.723
77.041 95.464 1.239 0.034 9.729 0.724
80.026 117.429 1.594 0.066 1.447 0.724
84.262 84.401 1.549 0.077 1.738 0.724
82.873 81.870 1.503 0.071 1.709 0.724
71.073 163.072 1.685 0.041 1.474 0.724
72.248 61.650 0.912 0.056 1.385 0.725
70.499 176.362 1.729 0.049 1.581 0.725
82.123 119.846 1.664 0.074 1.604 0.725
76.672 135.682 1.884 0.050 1.691 0.725
74.156 182.031 2.021 0.086 1.592 0.725
76.502 207.204 1.841 0.047 1.458 0.726
78.712 214.479 2.050 0.072 1.571 0.726
74.294 159.492 1.553 0.040 1.634 0.726
80.427 115.665 1.577 0.066 1.478 0.726
79.855 106.032 1.535 0.051 1.355 0.726
79.845 137.684 1.761 0.064 1.447 0.727
76.290 187.997 1.933 0.088 1.585 0.727
71.438 181.736 1.183 0.032 1.407 0.727
79.280 83.395 1.499 0.079 1.357 0.727
77.821 126.764 1.509 0.056 1.607 0.727
82.232 118.413 1.659 0.075 1.652 0.727
77.302 204.528 1.883 0.054 1.438 0.727
76.413 92.366 0.816 0.022 1.366 0.727
73.367 159.852 1.572 0.034 1.469 0.727
83.339 63.004 1.518 0.079 1.721 0.727
79.970 103.570 1.544 0.047 1.400 0.728
76.844 191.310 1.958 0.084 1.556 0.728
79.126 142.539 1.719 0.060 1.423 0.728
70.365 187.573 1.545 0.068 1.554 0.728
81.234 38.774 1.354 0.125 1.523 0.728
75.486 183.991 1.920 0.089 1.776 0.728
75.951 183.205 1.912 0.093 1.680 0.728
71.654 198.213 2.057 0.061 1.638 0.729
81.229 65.072 2.324 0.092 1.468 0.729
73.242 346.430 0.894 0.027 1.271 0.729
74.737 132.019 1.949 0.067 1.576 0.729
82.135 125.727 1.714 0.076 1.709 0.729
70.045 164.632 1.634 0.050 1.422 0.729
71.822 174.677 2.265 0.073 1.549 0.729
67.451 190.074 1.910 0.079 1.536 0.729
70.784 188.415 1.562 0.068 1.591 0.729
85.564 79.824 1.717 0.111 1.680 0.729
76.298 196.654 1.948 0.062 1.549 0.729
78.820 153.178 1.652 0.056 1.503 0.730
71.222 342.216 1.017 0.037 1.348 0.730
78.239 131.135 1.657 0.057 1.443 0.730
74.246 82.216 1.085 0.030 1.038 0.730
65.228 188.647 nan nan 1.360 0.730
74.214 158.728 1.540 0.038 1.697 0.730
78.412 118.301 1.442 0.054 1.394 0.731
76.089 213.818 1.870 0.047 1.477 0.731
77.458 144.462 1.363 0.038 1.506 0.731
80.727 115.017 1.574 0.066 1.532 0.731
73.034 157.001 1.505 0.027 1.476 0.731
74.827 211.691 1.858 0.046 1.683 0.731
73.601 186.687 1.956 0.073 1.735 0.731
70.583 232.533 1.249 0.043 1.329 0.732
77.567 201.705 1.904 0.061 1.639 0.732
75.722 159.286 1.548 0.047 1.691 0.732
69.749 338.139 0.624 0.023 1.375 0.733
79.610 113.523 1.516 0.062 1.445 0.733
71.593 193.782 1.757 0.074 1.612 0.733
74.634 301.251 1.201 0.109 1.499 0.733
70.872 186.415 1.536 0.058 1.448 0.733
79.394 144.462 1.716 0.063 1.423 0.734
79.905 157.135 1.836 0.067 1.477 0.734
79.112 151.060 1.678 0.059 1.467 0.734
71.367 198.654 1.977 0.055 1.510 0.734
83.008 58.092 1.505 0.080 1.798 0.734
84.056 93.240 1.569 0.075 1.609 0.734
72.651 290.078 1.570 0.097 1.412 0.734
77.409 154.120 1.427 0.042 1.386 0.734
80.010 136.818 1.762 0.064 1.492 0.734
70.710 184.347 1.608 0.050 1.881 0.735
83.981 80.362 1.515 0.074 1.686 0.735
77.191 127.171 1.508 0.056 1.398 0.736
75.302 72.672 1.028 0.056 1.549 0.736
69.185 66.069 nan nan 1.529 0.736
78.838 146.470 1.651 0.057 1.471 0.736
74.159 160.537 1.558 0.040 1.488 0.736
69.538 185.366 1.546 0.063 1.606 0.736
81.030 80.655 1.645 0.091 1.547 0.736
81.834 116.917 1.628 0.071 1.562 0.736
70.630 191.049 1.610 0.078 1.538 0.736
74.499 277.074 nan nan 1.306 0.737
72.587 161.565 1.680 0.036 1.911 0.737
79.149 146.802 1.687 0.061 1.477 0.737
72.294 184.733 1.804 0.061 1.530 0.737
77.884 97.980 1.721 0.049 1.804 0.738
75.448 211.115 1.839 0.045 1.655 0.738
76.802 160.641 1.614 0.052 1.615 0.738
77.575 210.964 1.928 0.056 1.521 0.738
83.073 124.461 1.737 0.087 1.669 0.738
77.159 162.198 1.670 0.056 1.635 0.738
72.299 288.895 1.523 0.072 1.381 0.738
62.456 281.125 1.201 0.047 1.404 0.739
73.376 186.597 1.965 0.073 1.570 0.739
75.588 188.509 1.925 0.080 1.573 0.739
73.527 128.355 nan nan 1.456 0.739
71.438 234.866 1.274 0.040 1.602 0.739
75.223 84.333 1.143 0.033 1.710 0.739
67.504 301.062 1.210 0.048 1.380 0.740
71.850 296.089 1.470 0.127 1.301 0.741
70.982 192.639 1.653 0.077 1.622 0.741
68.789 302.425 1.245 0.087 1.508 0.741
80.396 82.626 1.599 0.087 1.737 0.741
81.132 86.379 1.445 0.062 1.459 0.741
76.420 141.710 nan nan 1.805 0.741
74.324 84.657 0.873 0.023 1.324 0.742
71.299 191.445 1.659 0.075 1.617 0.742
79.990 291.682 1.618 0.100 1.618 0.742
78.961 57.440 1.118 0.066 1.572 0.742
70.184 190.800 1.602 0.081 1.576 0.743
72.572 178.152 1.960 0.064 1.637 0.743
77.510 207.255 1.897 0.054 1.496 0.743
73.515 192.995 1.948 0.065 1.503 0.743
76.361 195.751 1.958 0.065 1.686 0.743
76.301 199.622 1.907 0.054 1.641 0.744
72.944 191.014 1.903 0.070 1.483 0.744
77.913 154.148 1.521 0.046 1.554 0.744
69.716 296.707 1.370 0.058 1.377 0.744
77.073 74.396 1.165 0.069 1.820 0.744
69.463 187.242 1.574 0.072 1.691 0.744
77.689 353.199 1.459 0.045 1.723 0.744
70.543 195.081 1.685 0.062 1.584 0.744
82.264 87.510 1.461 0.065 1.532 0.745
77.612 206.333 1.899 0.056 1.490 0.745
84.056 86.760 1.540 0.074 1.647 0.746
79.149 33.198 1.218 0.159 1.580 0.746
77.604 208.652 1.911 0.055 1.553 0.746
74.483 297.121 1.567 0.165 1.373 0.746
74.246 187.784 1.918 0.073 1.675 0.746
74.499 172.926 1.764 0.074 1.603 0.746
78.115 26.323 1.009 0.068 1.661 0.746
74.098 280.993 1.461 0.054 1.526 0.747
82.713 87.357 1.483 0.067 1.548 0.747
74.757 134.403 2.058 0.072 1.377 0.747
76.162 198.435 1.922 0.056 1.679 0.747
80.010 133.182 1.738 0.062 1.381 0.747
75.736 272.255 nan nan 1.443 0.747
77.772 125.293 1.469 0.054 1.571 0.748
77.313 92.534 1.268 0.037 1.472 0.748
73.073 347.347 0.897 0.029 1.283 0.748
80.770 123.111 1.659 0.066 1.531 0.748
79.649 199.612 1.898 0.079 1.648 0.748
81.432 101.310 1.607 0.060 1.439 0.749
72.520 184.794 1.870 0.065 1.541 0.749
74.134 183.652 1.998 0.083 1.573 0.749
78.806 150.611 1.633 0.056 1.553 0.750
78.192 210.217 1.967 0.062 1.704 0.750
79.437 289.204 nan nan 1.621 0.750
77.591 80.112 1.208 0.058 1.689 0.751
78.086 125.036 1.482 0.055 1.530 0.751
75.736 190.426 1.944 0.076 1.545 0.751
78.239 48.865 0.882 0.060 1.525 0.752
81.550 75.411 1.574 0.091 1.539 0.752
78.069 201.501 1.914 0.067 1.567 0.752
76.879 210.292 1.869 0.049 1.610 0.752
80.173 135.924 1.758 0.064 1.562 0.752
77.298 209.055 1.890 0.052 1.561 0.752
75.648 214.809 1.893 0.046 1.604 0.752
70.920 163.915 1.826 0.048 1.512 0.752
75.490 194.789 1.952 0.061 1.567 0.753
77.506 196.157 1.940 0.075 1.562 0.753
83.369 94.844 1.537 0.071 1.542 0.753
72.415 195.191 1.917 0.070 1.691 0.753
73.610 191.464 1.926 0.066 1.586 0.753
72.499 190.733 1.826 0.071 1.644 0.753
59.224 190.399 0.811 0.014 1.419 0.754
77.018 173.550 1.854 0.083 1.586 0.754
78.583 197.723 1.907 0.079 1.654 0.754
73.990 351.529 1.378 0.039 1.501 0.754
74.178 279.395 nan nan 1.419 0.755
72.778 176.634 1.975 0.069 1.571 0.755
78.632 84.908 1.415 0.066 1.438 0.755
78.860 159.376 1.768 0.060 1.617 0.755
70.543 164.919 1.838 0.054 1.436 0.756
79.509 198.048 1.892 0.080 1.717 0.756
81.263 49.160 2.005 0.109 1.709 0.757
73.876 349.160 1.015 0.029 1.264 0.757
77.206 207.688 1.877 0.051 1.574 0.757
80.646 124.261 1.666 0.065 1.550 0.757
70.433 341.565 0.990 0.039 1.457 0.757
72.537 175.941 2.035 0.068 1.638 0.758
75.234 161.841 1.602 0.050 1.942 0.758
72.587 198.435 2.095 0.065 1.585 0.758
83.317 58.707 1.519 0.083 1.603 0.758
71.057 211.897 1.883 0.055 1.561 0.758
72.196 172.381 1.988 0.068 1.751 0.758
77.373 198.113 1.930 0.068 1.721 0.758
68.893 183.977 1.456 0.054 1.957 0.759
75.915 348.511 1.070 0.022 1.488 0.759
78.317 153.189 1.568 0.050 1.663 0.759
78.517 207.316 1.944 0.066 1.655 0.759
72.139 167.276 1.766 0.053 1.610 0.759
77.640 143.858 1.433 0.041 1.541 0.759
76.089 192.579 1.968 0.072 1.521 0.760
73.589 130.559 1.420 0.072 1.642 0.760
70.022 63.579 0.851 0.046 1.405 0.760
70.433 235.305 1.303 0.048 1.964 0.760
71.138 196.274 1.785 0.059 1.964 0.760
78.451 143.686 1.623 0.053 1.465 0.760
84.476 107.700 1.656 0.086 1.699 0.760
63.555 194.096 1.048 0.025 1.570 0.760
78.892 137.454 1.734 0.058 1.478 0.761
71.217 66.351 0.651 0.024 1.126 0.761
72.196 344.999 0.966 0.032 1.398 0.761
69.296 302.567 1.268 0.101 1.388 0.762
70.311 269.673 1.689 0.111 1.399 0.762
82.200 122.093 1.688 0.076 1.574 0.762
75.546 166.072 1.662 0.059 1.516 0.762
62.683 281.217 1.419 0.055 1.509 0.762
79.057 133.340 1.704 0.058 1.622 0.762
77.262 129.999 1.663 0.059 1.504 0.763
74.272 213.350 1.905 0.047 1.535 0.763
77.938 159.880 1.677 0.054 1.568 0.763
72.409 167.829 1.710 0.052 1.658 0.763
79.361 200.344 1.900 0.077 1.731 0.763
73.854 299.597 1.548 0.161 1.620 0.763
71.179 176.231 2.322 0.068 1.360 0.763
71.198 189.293 1.607 0.070 1.780 0.763
77.349 194.899 1.950 0.077 1.566 0.764
75.662 198.719 1.908 0.053 1.548 0.764
74.447 161.042 1.572 0.043 1.576 0.764
79.163 140.877 1.736 0.060 1.452 0.764
74.204 122.221 1.199 0.051 1.316 0.764
79.786 3.145 2.316 0.077 1.303 0.765
72.971 175.079 1.883 0.068 1.710 0.765
75.158 192.670 1.940 0.064 1.604 0.765
78.820 206.822 1.948 0.070 1.642 0.765
72.899 191.753 1.907 0.069 1.566 0.765
82.944 125.961 1.742 0.087 1.643 0.766
79.571 290.772 1.086 0.062 1.436 0.766
83.302 128.211 1.770 0.092 1.704 0.766
80.142 40.389 1.348 0.122 1.750 0.767
77.551 79.095 1.205 0.060 1.426 0.767
79.576 286.876 nan nan 1.271 0.767
67.621 300.568 1.227 0.045 1.364 0.767
83.272 71.565 1.501 0.075 1.692 0.767
79.418 151.535 1.713 0.063 1.503 0.767
79.224 161.188 1.830 0.064 1.511 0.767
76.695 75.847 1.149 0.059 1.692 0.767
75.588 160.436 1.584 0.049 1.538 0.767
80.112 128.558 1.694 0.061 1.429 0.767
78.920 25.787 0.859 0.038 1.956 0.767
82.495 127.725 1.740 0.083 1.521 0.767
76.275 214.340 1.885 0.048 1.561 0.768
77.088 108.750 1.003 0.026 1.573 0.768
77.640 36.142 0.894 0.068 1.559 0.768
69.398 180.939 1.119 0.034 1.711 0.768
75.811 188.643 1.933 0.082 1.658 0.768
76.968 193.438 1.964 0.079 1.510 0.768
74.519 161.828 1.582 0.045 1.794 0.768
72.790 196.305 2.035 0.066 1.777 0.768
71.665 181.757 1.356 0.036 1.688 0.768
76.729 162.790 1.659 0.056 1.593 0.768
70.093 192.072 1.676 0.084 1.672 0.769
69.968 186.127 1.545 0.065 1.766 0.769
79.403 190.359 1.860 0.087 1.679 0.769
83.624 120.619 1.729 0.089 1.724 0.769
76.136 281.674 nan nan 1.644 0.769
84.422 79.592 1.551 0.080 1.706 0.769
77.369 127.786 1.538 0.057 1.581 0.769
73.471 350.218 1.137 0.033 1.357 0.769
71.438 231.394 1.863 0.053 1.543 0.770
76.817 174.629 1.858 0.085 1.540 0.770
79.020 117.350 1.520 0.060 1.529 0.770
73.939 180.401 2.021 0.085 1.630 0.771
72.864 159.664 1.585 0.031 1.716 0.771
84.737 88.781 1.592 0.084 1.656 0.771
75.019 215.238 1.925 0.046 1.667 0.771
74.804 287.632 1.434 0.095 1.412 0.771
63.924 198.435 nan nan 1.624 0.771
79.437 199.204 1.896 0.079 1.720 0.772
78.356 141.254 1.649 0.053 1.458 0.772
76.794 208.960 1.857 0.048 1.529 0.772
79.337 146.143 1.703 0.063 1.501 0.772
80.147 146.129 1.761 0.071 1.643 0.772
70.749 170.923 1.971 0.063 1.715 0.772
78.218 196.020 1.920 0.081 1.611 0.773
75.901 213.311 1.862 0.046 1.591 0.774
72.552 176.677 2.032 0.068 1.700 0.774
80.869 83.660 1.559 0.078 1.513 0.774
75.087 213.331 1.883 0.045 1.780 0.774
71.966 168.130 1.814 0.056 1.582 0.774
70.029 175.799 1.231 0.036 1.566 0.774
67.445 195.356 0.450 0.018 1.676 0.774
82.699 122.471 1.710 0.081 1.527 0.774
78.530 50.553 0.914 0.057 1.951 0.775
71.906 188.936 1.714 0.068 1.572 0.775
73.518 161.318 1.581 0.038 1.598 0.775
75.673 130.553 1.953 0.061 1.620 0.775
78.308 155.647 1.620 0.052 1.556 0.775
77.401 124.114 1.429 0.053 1.532 0.776
78.201 86.186 1.350 0.055 1.523 0.776
79.523 27.387 0.831 0.086 1.361 0.776
78.770 165.548 1.855 0.068 1.615 0.776
79.489 291.915 1.186 0.070 1.335 0.776
76.136 191.674 1.964 0.076 1.539 0.776
74.717 158.902 1.545 0.042 1.574 0.777
71.985 291.602 1.449 0.082 1.294 0.777
73.785 167.600 1.604 0.052 1.700 0.777
74.995 195.180 1.936 0.057 1.711 0.777
72.354 195.895 1.949 0.069 1.611 0.777
72.253 194.300 1.859 0.071 1.614 0.777
74.754 216.617 1.975 0.047 1.690 0.778
77.482 157.341 1.555 0.048 1.520 0.778
70.410 294.063 1.306 0.052 1.393 0.778
75.302 162.672 1.613 0.051 1.621 0.778
74.834 194.139 1.940 0.059 1.826 0.778
78.517 152.684 1.597 0.052 1.666 0.778
78.179 141.934 1.613 0.051 1.460 0.779
80.406 157.329 1.869 0.070 1.581 0.779
71.538 194.459 1.780 0.071 1.667 0.779
76.446 72.165 1.177 0.077 4.042 0.779
77.014 160.313 1.612 0.052 1.624 0.779
82.040 87.580 1.449 0.063 1.529 0.779
70.381 292.595 nan nan 1.549 0.779
78.103 203.908 1.914 0.063 1.521 0.779
79.361 191.547 1.867 0.086 1.784 0.779
70.749 182.344 1.324 0.036 1.592 0.779
75.876 199.011 1.908 0.053 1.596 0.780
74.704 215.440 1.945 0.046 1.678 0.780
72.008 342.924 0.931 0.023 1.342 0.780
79.771 122.471 1.619 0.062 1.476 0.780
76.544 172.816 1.818 0.080 1.553 0.780
70.488 189.625 1.572 0.075 1.498 0.780
72.093 170.242 1.864 0.063 1.539 0.781
71.901 179.644 1.398 0.039 1.895 0.781
76.646 211.954 1.873 0.049 1.932 0.781
77.784 74.560 1.201 0.077 1.804 0.781
77.947 192.355 1.927 0.089 1.707 0.781
77.381 149.560 1.322 0.038 1.582 0.781
80.173 134.076 1.748 0.063 1.522 0.781
71.632 303.009 1.590 0.156 1.442 0.782
74.082 212.905 1.901 0.047 1.382 0.782
64.112 193.369 nan nan 1.752 0.782
78.386 192.829 1.909 0.088 1.661 0.782
74.437 278.715 nan nan 1.404 0.782
74.175 193.543 1.944 0.061 1.674 0.782
75.368 286.489 1.350 0.082 1.467 0.782
74.054 129.857 1.443 0.061 1.484 0.783
72.763 190.138 1.872 0.070 1.648 0.783
74.076 83.928 0.913 0.023 1.180 0.783
79.210 132.474 1.697 0.058 1.660 0.784
76.802 19.359 0.718 0.043 1.388 0.784
80.365 98.696 1.374 0.037 1.459 0.784
76.191 133.683 2.174 0.058 1.418 0.784
82.435 115.427 1.642 0.075 1.583 0.784
71.856 343.811 0.988 0.030 1.366 0.784
78.574 137.386 1.723 0.056 1.508 0.784
79.727 83.108 1.554 0.084 1.549 0.785
68.048 299.854 1.239 0.044 1.294 0.785
76.570 210.635 1.858 0.048 1.594 0.785
69.817 296.136 1.367 0.055 1.398 0.786
81.804 93.918 1.315 0.055 1.622 0.786
78.583 162.277 1.789 0.062 1.660 0.786
71.721 199.772 2.161 0.060 1.634 0.786
70.504 162.192 1.397 0.032 1.584 0.786
78.901 134.182 1.715 0.057 1.659 0.787
79.905 292.865 1.349 0.086 1.666 0.787
78.874 192.216 1.883 0.089 1.685 0.787
75.833 212.053 1.846 0.046 1.706 0.787
70.014 65.022 0.929 0.045 1.720 0.787
78.010 155.113 1.561 0.048 1.486 0.787
71.252 167.881 2.069 0.063 1.583 0.787
78.915 208.379 1.978 0.071 1.642 0.787
75.588 289.564 1.155 0.079 1.472 0.787
82.549 137.437 1.802 0.092 1.664 0.788
74.275 348.048 1.001 0.025 1.425 0.788
75.162 71.017 1.017 0.061 1.615 0.788
72.968 345.872 0.866 0.028 1.314 0.788
70.856 163.269 1.682 0.042 1.561 0.788
72.034 194.123 1.812 0.073 1.732 0.788
67.736 300.069 1.228 0.041 1.283 0.788
74.614 193.935 1.941 0.060 1.509 0.788
76.968 41.511 0.845 0.066 1.413 0.789
78.434 196.327 1.910 0.081 1.590 0.789
73.505 163.787 1.589 0.042 2.086 0.789
71.438 342.004 0.971 0.032 1.473 0.789
75.234 198.159 1.906 0.053 1.491 0.789
74.063 285.113 1.477 0.071 1.417 0.789
78.583 144.593 1.630 0.054 1.462 0.789
67.978 279.125 1.447 0.072 1.172 0.790
71.458 171.280 2.226 0.073 1.883 0.790
69.851 238.707 nan nan 1.535 0.790
59.676 187.948 0.728 0.016 2.012 0.790
78.888 87.109 1.467 0.061 1.640 0.791
76.461 34.875 0.851 0.053 1.164 0.791
82.382 48.576 1.464 0.092 1.766 0.791
70.433 161.565 1.290 0.027 1.535 0.791
76.514 199.942 1.906 0.055 1.626 0.791
76.661 288.130 0.898 0.042 1.482 0.791
83.768 107.784 1.636 0.080 1.620 0.791
83.569 125.074 1.758 0.092 1.758 0.792
78.712 195.555 1.902 0.084 1.534 0.792
73.416 158.127 1.541 0.032 1.618 0.792
79.615 150.945 1.730 0.065 1.582 0.792
78.513 155.186 1.638 0.053 1.578 0.792
75.553 350.611 1.184 0.033 1.357 0.792
73.367 69.852 0.531 0.024 1.922 0.792
71.638 164.006 1.843 0.047 1.523 0.793
73.879 129.346 1.247 0.053 1.494 0.793
79.126 52.539 0.952 0.048 1.543 0.793
73.955 80.735 1.000 0.029 1.479 0.793
75.897 154.047 1.278 0.035 1.611 0.793
79.071 158.962 1.783 0.061 1.600 0.793
74.499 82.926 1.101 0.029 2.437 0.793
68.488 46.697 nan nan 1.253 0.793
73.007 163.482 1.604 0.039 1.756 0.793
72.156 197.978 2.140 0.066 1.776 0.793
79.219 81.027 1.453 0.084 1.650 0.793
77.955 144.090 1.535 0.046 1.567 0.794
77.132 194.642 1.957 0.076 1.628 0.795
78.086 144.964 1.552 0.048 1.524 0.795
80.459 123.503 1.654 0.064 1.521 0.795
82.944 89.091 1.493 0.068 1.529 0.795
79.210 137.526 1.744 0.060 1.513 0.795
84.202 100.008 1.607 0.079 1.627 0.795
78.495 142.125 1.651 0.054 1.589 0.796
77.567 158.295 1.601 0.050 1.574 0.796
77.938 95.870 1.597 0.045 1.666 0.796
72.351 178.905 1.914 0.059 1.924 0.796
80.924 90.707 1.377 0.047 1.550 0.797
70.620 215.074 1.546 0.041 1.714 0.797
77.784 46.488 0.849 0.064 1.619 0.797
72.728 289.378 1.591 0.094 1.365 0.797
71.674 233.482 1.794 0.045 1.377 0.797
75.158 167.330 1.669 0.060 1.561 0.797
78.517 189.554 1.886 0.093 1.690 0.797
83.841 88.958 1.537 0.073 1.643 0.797
75.378 192.863 1.948 0.065 1.663 0.798
73.917 190.054 1.914 0.067 1.578 0.798
73.034 292.999 1.610 0.146 1.372 0.798
82.637 116.175 1.660 0.077 1.543 0.798
77.159 287.802 0.899 0.033 1.407 0.798
68.584 186.340 1.527 0.064 1.659 0.799
73.589 162.061 1.584 0.039 1.587 0.799
79.149 160.067 1.808 0.062 1.619 0.799
76.577 196.011 1.955 0.066 1.742 0.799
70.075 171.229 1.047 0.034 1.814 0.799
74.054 281.785 1.439 0.053 1.379 0.799
74.441 300.822 1.443 0.136 1.465 0.799
78.739 136.614 1.731 0.057 1.493 0.800
77.909 118.229 1.375 0.048 1.549 0.800
72.045 65.200 1.004 0.051 1.612 0.800
78.179 38.066 0.963 0.078 1.642 0.800
72.053 296.405 1.484 0.138 1.556 0.800
77.685 127.600 1.530 0.056 1.512 0.801
82.810 127.405 1.747 0.086 1.606 0.801
83.736 114.274 1.686 0.085 1.707 0.801
77.547 91.548 1.319 0.040 1.692 0.801
73.468 177.274 1.930 0.076 1.666 0.801
78.115 206.323 1.928 0.061 1.664 0.801
73.401 174.174 1.821 0.070 1.700 0.801
73.034 179.621 1.936 0.070 1.508 0.801
72.337 267.447 1.622 0.091 1.459 0.801
75.511 200.400 1.877 0.050 1.658 0.801
75.708 254.982 2.212 0.135 1.469 0.802
78.552 188.448 1.881 0.093 1.619 0.802
79.610 156.477 1.795 0.064 1.552 0.802
77.061 355.525 1.750 0.066 1.829 0.802
78.183 184.899 1.889 0.096 1.659 0.802
72.852 344.416 0.906 0.026 1.341 0.803
79.262 193.891 1.879 0.085 1.603 0.803
80.235 86.711 1.389 0.060 1.692 0.803
78.988 157.874 1.754 0.060 1.569 0.803
75.694 191.310 1.951 0.073 1.564 0.803
72.852 192.488 1.915 0.069 1.641 0.803
77.751 356.326 1.777 0.065 2.086 0.804
75.962 92.291 nan nan 1.447 0.804
77.088 145.620 1.239 0.033 1.465 0.804
74.281 164.673 1.595 0.048 1.810 0.804
80.619 82.451 1.603 0.086 1.612 0.804
70.160 230.985 0.588 0.020 1.591 0.804
81.580 123.056 1.678 0.071 1.562 0.805
78.739 189.744 1.878 0.092 1.755 0.805
77.010 196.557 1.948 0.069 1.657 0.805
73.157 342.532 0.915 0.015 1.763 0.805
71.696 192.414 1.727 0.074 1.540 0.805
81.816 59.574 1.775 0.078 1.478 0.805
75.818 193.266 1.964 0.068 1.648 0.805
70.670 211.192 1.393 0.041 1.825 0.805
76.729 197.210 1.943 0.064 1.746 0.806
71.791 196.869 1.966 0.065 1.807 0.806
78.770 58.055 1.122 0.071 1.530 0.806
81.622 60.350 1.594 0.069 1.354 0.806
70.765 269.665 1.685 0.112 1.505 0.806
79.196 149.444 1.684 0.061 1.567 0.806
83.168 89.061 1.504 0.069 1.566 0.806
76.442 190.008 1.947 0.084 1.607 0.806
69.276 193.508 1.108 0.049 1.510 0.806
59.216 187.832 0.669 0.012 1.687 0.806
75.736 169.574 1.721 0.068 1.638 0.807
74.227 192.750 1.940 0.062 1.660 0.807
