################## FYI, April 2014 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
74.178 117.474 0.641 0.020 1.140 0.421
77.722 39.068 0.908 0.054 1.316 0.421
76.442 79.992 1.217 0.054 1.113 0.422
74.555 300.107 0.938 0.066 1.218 0.422
79.504 59.876 1.234 0.060 1.375 0.422
75.302 72.672 1.131 0.061 1.071 0.422
79.845 79.186 1.768 0.070 1.245 0.422
81.934 64.502 2.584 0.078 1.298 0.422
81.580 93.814 1.306 0.041 1.150 0.422
73.154 289.885 1.539 0.079 1.012 0.422
79.062 45.000 1.225 0.059 1.490 0.423
77.494 150.446 1.469 0.037 1.328 0.423
78.239 48.865 1.008 0.051 0.992 0.423
74.588 72.621 0.995 0.049 1.009 0.424
77.409 25.880 0.694 0.031 1.144 0.424
81.166 77.550 1.837 0.074 1.229 0.424
77.628 134.265 1.349 0.043 1.105 0.424
79.043 41.682 1.153 0.065 1.321 0.424
82.040 87.580 1.546 0.050 1.350 0.425
79.523 27.387 0.630 0.029 0.914 0.425
76.906 115.907 1.328 0.042 1.053 0.425
75.711 57.184 nan nan 1.169 0.425
79.523 62.613 1.488 0.078 1.373 0.426
77.073 149.207 1.254 0.027 1.288 0.426
66.813 189.233 2.160 0.102 1.138 0.426
78.605 76.921 1.464 0.066 1.246 0.426
70.506 299.376 1.415 0.049 1.056 0.426
74.162 293.839 1.545 0.137 1.083 0.426
81.822 53.915 1.958 0.092 1.203 0.426
78.001 90.535 1.562 0.049 1.100 0.427
77.329 79.287 1.240 0.054 1.257 0.427
78.583 134.204 1.471 0.042 1.479 0.427
60.091 184.998 0.840 0.021 1.115 0.427
67.561 298.496 1.347 0.018 1.144 0.427
79.071 111.038 1.853 0.056 1.131 0.427
72.256 296.727 1.426 0.078 1.166 0.428
76.180 79.237 1.218 0.057 1.215 0.428
78.239 138.865 1.323 0.029 1.138 0.428
74.324 301.527 0.752 0.042 1.164 0.428
61.727 184.821 0.750 0.025 1.114 0.428
68.884 192.628 1.692 0.069 1.607 0.428
76.202 75.399 1.235 0.063 1.175 0.429
80.946 347.856 0.987 0.021 1.279 0.429
77.600 155.985 1.617 0.054 1.536 0.429
70.238 228.231 1.376 0.029 1.208 0.429
74.275 83.027 1.042 0.040 0.934 0.429
78.073 80.803 1.318 0.055 1.192 0.430
80.240 102.600 1.871 0.053 1.432 0.430
75.850 68.114 1.048 0.061 1.415 0.430
81.804 93.918 1.521 0.050 1.310 0.430
73.974 295.308 1.446 0.127 1.169 0.430
77.506 78.085 1.267 0.057 1.175 0.430
80.991 100.751 2.093 0.057 1.384 0.431
69.924 302.176 1.338 0.041 1.092 0.431
70.104 194.744 1.681 0.055 1.185 0.431
71.932 293.854 1.430 0.059 1.009 0.431
82.091 77.735 1.700 0.064 1.365 0.432
69.538 301.504 1.364 0.037 1.126 0.432
81.865 51.710 1.894 0.091 1.393 0.433
80.328 43.122 1.601 0.082 1.317 0.433
67.720 192.560 1.599 0.072 1.278 0.433
61.175 186.539 0.809 0.028 1.118 0.433
79.504 30.124 1.208 0.067 1.275 0.433
80.219 71.980 1.784 0.084 1.260 0.433
80.286 73.237 1.794 0.083 1.409 0.433
65.491 302.593 1.047 0.028 1.050 0.434
61.587 181.597 0.842 0.037 1.237 0.434
79.294 72.324 1.627 0.082 1.228 0.434
71.538 294.848 1.409 0.053 0.985 0.434
72.911 202.011 2.030 0.069 1.339 0.434
76.836 122.471 1.482 0.061 1.155 0.434
81.767 75.018 1.827 0.074 1.250 0.434
70.591 224.530 1.934 0.055 1.087 0.435
74.281 296.748 1.232 0.122 1.038 0.435
80.946 40.986 1.686 0.099 1.471 0.435
70.702 195.900 1.706 0.055 1.337 0.436
69.296 55.187 0.372 0.018 0.881 0.436
73.864 294.246 1.530 0.128 1.130 0.436
75.598 283.062 1.336 0.046 1.535 0.436
78.888 87.109 1.614 0.055 1.546 0.437
79.016 114.734 1.782 0.061 1.234 0.437
72.784 291.038 1.499 0.075 1.117 0.437
73.936 300.689 1.023 0.072 1.231 0.437
79.122 63.699 1.501 0.087 1.262 0.437
70.917 174.928 2.189 0.100 1.456 0.437
80.071 69.520 1.724 0.085 1.217 0.437
74.214 291.272 1.711 0.131 1.035 0.438
70.877 236.030 1.551 0.033 1.476 0.438
79.094 77.535 1.573 0.070 1.228 0.438
72.354 207.708 2.142 0.072 1.325 0.438
74.614 76.065 0.995 0.050 1.008 0.438
70.925 159.642 1.787 0.055 1.109 0.438
74.050 299.995 1.023 0.084 1.148 0.438
72.962 64.618 1.239 0.067 1.323 0.439
71.392 224.021 2.012 0.055 1.491 0.439
73.450 246.393 1.592 0.037 1.239 0.439
68.263 191.659 1.868 0.088 1.268 0.440
63.406 191.023 1.105 0.054 1.048 0.440
82.475 85.732 1.621 0.056 1.280 0.441
77.286 138.576 1.075 0.025 1.202 0.441
78.137 82.942 1.347 0.053 1.283 0.441
74.050 60.005 nan nan 1.413 0.441
77.921 131.236 1.428 0.050 1.136 0.441
71.425 156.073 1.665 0.044 1.098 0.441
77.772 88.423 1.367 0.047 1.186 0.442
80.066 11.056 1.880 0.136 1.031 0.442
72.499 301.342 1.350 0.086 1.096 0.442
63.439 193.031 0.768 0.017 1.188 0.442
61.827 180.690 0.897 0.063 1.160 0.442
70.877 193.955 1.743 0.069 1.517 0.442
78.717 117.838 1.702 0.063 1.282 0.442
78.847 50.711 1.082 0.046 1.283 0.442
72.136 195.698 1.830 0.065 1.420 0.442
79.196 30.556 1.034 0.051 1.153 0.443
76.863 87.553 1.122 0.042 1.417 0.443
82.624 59.931 2.051 0.080 1.297 0.443
71.348 174.118 2.302 0.105 1.465 0.443
71.236 295.183 1.397 0.047 1.037 0.443
71.615 184.560 1.892 0.090 1.348 0.443
70.109 225.000 1.204 0.035 1.289 0.444
73.330 67.410 1.198 0.062 1.200 0.444
71.030 228.846 1.804 0.036 1.444 0.444
71.073 196.928 1.772 0.059 1.571 0.444
62.049 181.623 0.862 0.050 1.180 0.445
80.199 67.834 1.821 0.086 1.349 0.445
79.678 41.479 1.291 0.073 1.409 0.445
82.409 68.356 2.172 0.078 1.452 0.445
76.424 89.526 1.034 0.032 1.368 0.445
78.256 169.548 1.728 0.077 1.548 0.446
77.947 135.754 1.319 0.036 1.176 0.446
69.693 191.185 1.713 0.080 1.456 0.446
74.787 63.246 1.873 0.091 1.685 0.446
71.716 225.000 2.025 0.051 1.245 0.446
77.405 98.707 1.885 0.054 1.076 0.446
69.785 293.282 0.979 0.012 0.992 0.447
82.046 90.807 1.610 0.053 1.476 0.447
73.946 289.195 1.637 0.100 1.070 0.447
77.997 88.394 1.433 0.049 1.536 0.447
61.915 185.779 0.719 0.021 1.132 0.447
71.724 66.431 1.011 0.057 0.970 0.448
78.779 111.695 1.778 0.055 1.088 0.448
74.447 71.042 1.041 0.051 1.230 0.448
73.358 155.684 2.173 0.066 1.406 0.448
70.725 176.319 1.872 0.088 1.647 0.449
75.711 122.816 1.592 0.067 1.010 0.449
77.805 155.556 1.652 0.055 1.335 0.450
82.489 87.436 1.630 0.056 1.390 0.450
64.888 192.724 nan nan 0.964 0.450
72.534 299.699 1.385 0.085 1.080 0.451
83.139 63.853 1.883 0.072 1.360 0.451
64.805 182.311 0.620 0.019 1.386 0.451
68.279 335.163 0.695 0.058 1.030 0.452
82.838 63.034 1.725 0.066 1.488 0.452
74.369 65.829 1.344 0.071 1.433 0.452
62.350 186.340 0.650 0.015 1.133 0.452
78.557 41.028 1.051 0.061 1.225 0.452
79.698 30.750 1.353 0.083 1.294 0.453
73.870 289.949 1.650 0.107 1.029 0.453
73.873 62.186 1.493 0.075 1.542 0.453
76.401 169.061 1.787 0.079 1.686 0.453
71.356 233.337 1.566 0.027 1.046 0.453
77.302 155.472 1.547 0.049 1.373 0.453
67.424 300.277 1.277 0.019 1.137 0.453
75.490 284.789 1.530 0.065 1.163 0.453
78.838 146.470 1.648 0.040 1.214 0.453
72.036 232.628 1.616 0.024 1.344 0.454
68.782 298.877 1.418 0.026 1.146 0.454
79.219 64.767 1.547 0.088 1.320 0.454
73.154 340.115 0.630 0.009 1.297 0.454
73.965 298.899 1.088 0.103 1.077 0.455
76.661 288.130 0.889 0.024 1.052 0.455
79.722 62.038 1.458 0.071 1.368 0.455
61.958 184.860 0.719 0.022 1.120 0.455
80.991 68.860 2.212 0.088 1.496 0.455
77.714 123.835 1.479 0.061 1.339 0.455
66.943 195.599 nan nan 1.216 0.455
77.526 33.261 0.868 0.041 1.068 0.456
77.751 49.456 1.026 0.058 1.213 0.456
79.624 63.712 1.556 0.081 1.238 0.456
72.560 63.600 1.262 0.070 1.218 0.456
71.071 225.963 1.913 0.047 1.242 0.457
72.864 296.061 1.477 0.096 1.145 0.457
81.286 45.000 2.188 0.102 1.414 0.457
77.997 150.322 1.634 0.044 1.489 0.457
72.552 65.251 1.233 0.069 1.255 0.458
77.187 150.068 1.340 0.031 1.292 0.458
76.012 69.821 1.714 0.094 1.442 0.458
77.405 81.293 1.242 0.052 1.316 0.458
82.123 60.154 2.375 0.088 1.332 0.459
77.132 75.358 1.293 0.062 1.527 0.459
73.188 284.315 1.491 0.038 1.416 0.459
75.378 65.993 nan nan 1.680 0.459
76.879 149.708 1.212 0.026 1.251 0.459
72.088 256.574 2.124 0.046 1.430 0.459
82.317 53.297 1.835 0.085 1.507 0.459
71.884 182.490 1.854 0.089 1.282 0.460
69.291 298.934 1.441 0.032 1.134 0.460
78.416 115.821 1.649 0.057 1.160 0.460
73.315 301.228 1.147 0.071 1.101 0.460
66.287 300.590 1.194 0.016 0.891 0.460
70.920 196.085 1.662 0.057 1.528 0.460
64.214 192.393 0.737 0.020 1.235 0.461
73.151 294.001 1.515 0.103 1.219 0.461
60.644 182.432 0.824 0.026 1.157 0.461
76.346 136.998 1.113 0.031 1.131 0.461
81.562 95.332 1.327 0.041 1.260 0.461
73.673 297.446 1.304 0.112 1.117 0.461
79.057 46.660 1.188 0.052 1.396 0.461
71.724 293.569 1.428 0.053 1.048 0.461
71.395 292.380 1.414 0.040 1.119 0.461
74.178 297.474 1.178 0.114 1.085 0.461
75.299 69.905 1.273 0.070 1.373 0.462
69.328 192.901 1.683 0.067 1.457 0.462
65.806 299.314 0.830 0.009 1.350 0.462
70.475 300.851 1.388 0.051 0.712 0.463
61.865 186.696 0.716 0.021 1.380 0.463
65.254 182.875 nan nan 1.180 0.463
79.925 64.290 1.658 0.083 1.165 0.464
74.496 347.876 1.346 0.071 1.249 0.464
80.204 144.310 1.775 0.045 1.326 0.464
77.751 130.544 1.437 0.052 1.190 0.465
79.518 114.647 1.805 0.063 1.228 0.465
62.589 192.144 0.715 0.023 1.242 0.465
75.302 287.328 1.533 0.078 1.204 0.465
67.561 194.246 0.570 0.019 1.564 0.465
77.947 77.645 1.302 0.058 1.289 0.465
61.829 180.230 0.786 0.060 1.158 0.465
69.104 242.745 1.404 0.048 0.947 0.466
62.060 180.232 0.826 0.070 1.158 0.466
82.078 46.146 1.798 0.093 1.420 0.466
78.897 125.134 1.624 0.063 1.351 0.466
72.701 68.268 1.306 0.068 0.934 0.466
74.003 159.020 2.234 0.077 1.412 0.466
76.529 282.995 1.275 0.048 1.402 0.466
79.771 147.529 1.777 0.049 1.399 0.466
77.266 121.310 1.472 0.059 1.323 0.466
74.874 65.908 1.484 0.078 1.368 0.466
80.286 39.382 1.391 0.082 1.348 0.467
63.717 190.151 0.828 0.043 1.060 0.467
71.419 195.803 1.777 0.062 1.511 0.467
77.349 75.101 1.319 0.064 1.347 0.467
70.355 196.982 1.074 0.034 1.345 0.468
71.033 297.933 1.401 0.053 1.006 0.468
80.891 31.931 1.473 0.096 1.598 0.468
82.040 76.159 1.738 0.068 1.708 0.469
71.351 290.839 1.361 0.031 1.314 0.469
80.219 108.020 1.885 0.060 1.246 0.469
78.386 173.904 1.771 0.080 1.579 0.469
75.019 72.108 1.056 0.057 1.177 0.469
70.022 296.421 1.384 0.031 1.220 0.469
64.134 179.249 nan nan 1.186 0.470
78.001 179.465 1.872 0.086 1.614 0.470
61.497 184.783 0.781 0.027 1.245 0.470
80.963 42.990 1.953 0.104 1.498 0.470
78.256 79.548 1.355 0.058 1.239 0.470
77.147 122.164 1.462 0.060 1.269 0.470
79.722 71.565 1.671 0.083 1.414 0.471
74.780 294.864 1.371 0.145 1.106 0.471
75.087 289.799 1.741 0.124 1.101 0.471
66.550 189.689 1.779 0.087 1.104 0.471
65.012 183.366 nan nan 1.103 0.471
77.863 51.754 1.110 0.063 1.289 0.472
81.443 46.061 2.080 0.096 1.472 0.472
71.830 190.337 1.766 0.084 1.445 0.472
63.217 194.916 0.280 0.006 1.473 0.472
71.392 225.979 1.959 0.048 1.285 0.472
77.764 87.374 1.328 0.047 1.325 0.472
78.874 130.914 1.564 0.051 1.347 0.473
74.764 78.524 1.127 0.056 1.194 0.473
80.427 64.335 1.817 0.078 1.393 0.473
82.135 72.597 1.938 0.075 1.427 0.473
73.450 293.607 1.529 0.112 1.039 0.473
73.722 343.566 1.107 0.046 1.791 0.474
75.553 80.611 1.314 0.054 1.199 0.474
69.802 302.716 1.341 0.043 1.129 0.474
73.230 250.837 2.122 0.055 1.264 0.474
73.673 295.684 1.443 0.118 1.133 0.474
83.037 62.199 1.828 0.072 1.428 0.474
78.269 148.285 1.604 0.040 1.418 0.474
78.386 149.226 1.650 0.044 1.393 0.475
69.398 180.939 1.213 0.059 1.406 0.475
71.201 228.395 1.852 0.038 1.459 0.475
75.347 292.046 nan nan 1.288 0.475
71.291 197.128 1.804 0.061 1.597 0.475
63.858 191.213 1.098 0.056 1.196 0.475
77.788 135.000 1.335 0.039 1.193 0.475
74.003 69.020 1.099 0.054 1.330 0.475
78.039 128.911 1.456 0.054 1.202 0.476
80.776 40.073 1.566 0.092 1.388 0.476
70.630 62.691 1.011 0.067 1.189 0.476
83.339 73.393 1.760 0.065 1.400 0.476
72.073 196.390 1.847 0.065 1.283 0.476
79.043 76.390 1.584 0.072 1.338 0.476
62.725 182.613 0.759 0.037 1.441 0.476
81.064 82.073 1.656 0.057 1.220 0.477
72.552 294.749 1.464 0.083 1.095 0.477
69.165 194.712 0.913 0.031 1.419 0.477
61.811 182.070 0.788 0.035 1.180 0.477
73.876 296.030 1.386 0.120 1.056 0.477
78.001 74.275 1.425 0.071 1.288 0.477
69.106 192.763 1.689 0.067 1.498 0.477
80.406 75.801 1.831 0.079 1.190 0.477
79.990 68.318 1.689 0.086 1.283 0.478
69.155 192.160 1.762 0.076 1.540 0.478
74.575 294.513 1.470 0.147 1.076 0.478
80.406 67.329 1.962 0.086 1.317 0.478
78.766 143.931 1.547 0.034 1.332 0.479
76.016 72.728 1.349 0.074 1.268 0.479
78.694 112.751 1.725 0.055 1.123 0.479
81.688 37.333 1.575 0.088 1.316 0.479
79.970 76.430 1.796 0.077 1.292 0.480
69.104 189.615 1.765 0.089 1.398 0.480
79.361 78.453 1.637 0.069 1.111 0.480
78.486 112.319 1.682 0.052 1.097 0.480
64.760 191.611 0.688 0.019 1.449 0.480
79.422 115.750 1.789 0.064 1.301 0.480
77.206 25.442 0.680 0.030 1.284 0.481
76.871 88.531 1.102 0.039 1.152 0.481
72.190 226.534 2.066 0.048 1.221 0.481
71.003 199.722 1.945 0.069 1.507 0.481
77.274 34.951 0.863 0.045 1.123 0.481
71.057 58.103 0.974 0.045 1.175 0.481
68.594 295.891 1.407 0.020 1.333 0.482
64.265 196.049 nan nan 1.076 0.482
71.607 190.211 1.761 0.086 1.713 0.482
78.304 150.732 1.690 0.047 1.385 0.482
61.579 182.054 0.799 0.036 1.224 0.482
70.016 297.864 1.427 0.037 1.270 0.482
75.469 156.801 1.685 0.051 1.513 0.482
72.950 130.724 nan nan 1.204 0.483
71.850 296.089 1.405 0.064 1.181 0.483
76.817 84.629 1.180 0.047 1.284 0.483
74.130 301.103 0.918 0.058 1.475 0.483
79.441 80.838 1.634 0.064 1.307 0.483
75.951 86.795 1.091 0.041 1.265 0.483
75.775 145.934 0.797 0.017 1.103 0.483
72.053 296.405 1.411 0.070 1.178 0.484
73.459 61.172 1.503 0.075 1.429 0.484
61.339 182.490 0.789 0.032 1.329 0.484
76.514 81.870 1.188 0.049 1.237 0.484
76.198 90.466 0.931 0.027 1.192 0.484
72.251 205.105 2.180 0.074 1.393 0.485
71.444 62.969 1.178 0.073 0.949 0.485
74.928 158.595 1.835 0.061 1.592 0.485
71.252 235.261 1.200 0.024 1.312 0.485
71.538 227.468 1.939 0.042 1.520 0.485
74.275 294.918 1.443 0.135 1.162 0.486
73.741 59.715 1.647 0.078 1.547 0.486
78.495 74.745 1.494 0.072 1.170 0.486
79.663 80.640 1.693 0.065 1.298 0.486
68.671 299.407 1.392 0.026 1.158 0.486
83.015 77.969 1.696 0.060 1.621 0.486
71.604 300.483 1.404 0.070 1.044 0.486
69.308 296.147 1.424 0.023 1.302 0.486
78.356 38.746 1.007 0.061 1.416 0.486
73.704 128.845 0.848 0.034 1.070 0.486
62.036 187.671 0.662 0.017 1.153 0.486
78.213 25.346 0.674 0.026 1.129 0.487
79.890 144.019 1.742 0.043 1.289 0.487
81.491 73.951 1.897 0.079 1.324 0.487
70.672 233.997 1.415 0.028 1.304 0.487
79.624 79.418 1.704 0.068 1.233 0.487
76.375 120.155 1.493 0.058 1.374 0.487
71.797 289.106 1.258 0.031 1.193 0.487
81.853 71.565 2.052 0.080 1.336 0.487
82.733 65.410 2.042 0.074 1.654 0.488
79.122 116.301 1.771 0.064 1.203 0.488
80.240 77.400 1.830 0.076 1.319 0.489
82.617 67.714 2.071 0.075 1.479 0.489
75.800 72.997 1.265 0.069 1.267 0.489
77.851 80.972 1.288 0.053 1.253 0.489
81.321 66.413 2.427 0.087 1.169 0.489
79.304 38.191 1.192 0.075 1.429 0.489
72.068 57.804 1.355 0.063 1.598 0.490
80.204 35.690 1.381 0.086 1.382 0.490
71.632 303.009 1.611 0.106 1.265 0.491
64.820 181.284 0.639 0.029 1.552 0.491
79.080 121.569 1.700 0.067 1.496 0.491
71.430 200.191 1.967 0.071 1.527 0.491
75.141 81.747 0.837 0.033 0.966 0.491
83.302 51.789 1.761 0.081 1.542 0.491
80.005 72.378 1.725 0.083 1.310 0.492
70.308 302.873 1.398 0.057 1.130 0.492
80.808 45.988 2.103 0.089 1.008 0.492
74.324 275.343 nan nan 1.010 0.492
68.603 304.276 1.395 0.049 0.999 0.492
79.057 83.530 1.534 0.059 1.346 0.492
73.920 291.727 1.639 0.124 1.150 0.492
70.728 227.839 1.745 0.037 1.281 0.493
76.034 81.219 1.196 0.050 2.693 0.493
71.307 234.302 1.553 0.028 1.213 0.493
70.646 173.660 2.016 0.091 2.124 0.493
75.087 70.201 1.140 0.062 1.219 0.494
71.632 155.788 1.859 0.050 1.127 0.494
74.618 127.288 1.102 0.042 1.052 0.495
76.794 118.960 1.436 0.053 1.241 0.495
78.039 51.089 1.046 0.059 1.981 0.495
77.722 129.068 1.451 0.055 1.266 0.495
82.065 41.566 1.676 0.091 1.494 0.495
76.829 136.380 1.179 0.036 1.181 0.495
78.495 142.125 1.425 0.029 1.324 0.495
71.808 234.051 1.525 0.023 1.438 0.496
78.408 41.864 1.031 0.058 1.298 0.496
70.649 198.646 1.264 0.044 1.293 0.496
62.990 192.815 0.808 0.022 1.159 0.496
76.714 123.288 1.504 0.063 1.347 0.497
78.356 51.254 1.074 0.055 1.424 0.497
75.818 76.734 1.191 0.061 1.145 0.497
73.835 292.467 1.603 0.124 1.139 0.497
75.282 151.285 0.743 0.016 1.302 0.497
73.567 61.858 1.471 0.074 1.280 0.498
82.078 43.854 1.750 0.094 1.360 0.498
81.730 65.171 2.630 0.087 1.601 0.498
72.458 152.942 2.027 0.057 1.175 0.498
81.132 26.241 1.641 0.114 1.480 0.499
78.712 145.521 1.585 0.037 1.226 0.499
70.522 294.937 1.345 0.032 1.131 0.500
78.725 41.775 1.091 0.062 1.507 0.500
69.104 295.875 1.422 0.020 1.222 0.500
79.262 53.489 1.160 0.048 1.269 0.500
80.957 33.887 1.430 0.086 1.493 0.500
78.090 131.947 1.432 0.047 1.234 0.501
79.191 139.205 1.564 0.035 1.306 0.501
76.320 82.933 1.172 0.047 1.260 0.501
75.220 290.913 1.736 0.136 1.099 0.501
75.271 75.434 1.090 0.058 1.128 0.501
81.280 69.702 2.192 0.087 1.481 0.501
70.821 194.607 1.726 0.064 1.872 0.501
76.937 159.386 1.606 0.058 1.748 0.501
81.408 50.290 1.875 0.092 1.181 0.502
63.209 181.209 1.070 0.095 1.298 0.502
77.821 126.764 1.460 0.058 1.166 0.502
78.579 31.350 0.893 0.040 1.413 0.502
78.278 111.903 1.640 0.049 1.422 0.502
68.182 295.374 1.251 0.018 1.302 0.502
70.720 233.063 1.343 0.026 1.337 0.503
76.836 85.601 1.168 0.046 1.179 0.503
70.184 190.800 1.700 0.082 1.475 0.503
78.451 89.444 1.663 0.052 1.420 0.503
68.084 297.224 1.395 0.019 1.218 0.503
76.806 153.217 1.381 0.037 1.875 0.503
80.349 105.489 1.873 0.058 1.191 0.503
81.952 55.204 1.931 0.087 1.330 0.503
75.469 293.199 nan nan 1.386 0.503
83.124 52.943 1.763 0.080 1.533 0.504
70.896 190.516 1.743 0.086 1.546 0.504
61.129 178.877 0.998 0.037 1.196 0.504
68.891 298.342 1.439 0.026 1.060 0.504
74.807 259.354 2.004 0.085 1.298 0.505
82.495 89.145 1.654 0.057 1.522 0.505
73.870 160.051 2.167 0.077 1.685 0.505
71.125 294.274 1.408 0.041 1.087 0.505
77.772 125.293 1.471 0.060 1.230 0.506
75.378 294.007 0.958 0.103 1.142 0.506
74.460 293.416 1.562 0.147 1.092 0.506
76.968 131.511 1.443 0.056 1.241 0.506
67.538 299.781 1.287 0.018 1.055 0.507
81.332 104.216 1.900 0.063 1.411 0.507
70.324 62.409 0.914 0.061 1.281 0.507
73.270 63.263 1.326 0.070 1.923 0.507
80.286 106.763 1.877 0.059 1.294 0.507
77.955 125.910 1.463 0.059 1.276 0.508
79.323 63.166 1.496 0.083 1.279 0.508
70.686 229.724 1.379 0.026 1.292 0.508
71.538 217.079 2.145 0.072 1.398 0.508
62.156 193.867 0.153 0.005 1.126 0.509
80.571 69.842 1.959 0.087 1.362 0.509
74.844 292.195 1.836 0.165 1.103 0.509
77.751 86.326 1.322 0.048 1.314 0.510
72.346 294.444 1.452 0.075 1.067 0.510
82.699 85.601 1.661 0.058 1.300 0.510
77.482 202.659 1.976 0.072 1.496 0.511
76.502 152.796 1.310 0.033 1.529 0.511
70.197 299.624 1.417 0.045 1.169 0.511
73.034 67.001 1.228 0.065 1.250 0.511
69.825 195.199 1.533 0.047 1.240 0.512
63.765 192.181 0.843 0.030 1.620 0.512
77.298 150.945 1.421 0.036 1.307 0.512
75.080 65.556 nan nan 1.444 0.512
76.290 82.003 1.176 0.048 1.256 0.512
78.356 141.254 1.367 0.028 1.477 0.513
67.850 299.564 1.300 0.019 1.187 0.513
77.913 83.073 1.310 0.052 1.201 0.513
76.143 158.629 1.544 0.051 1.484 0.513
73.732 288.935 1.601 0.090 1.180 0.513
70.859 229.289 1.617 0.031 1.257 0.513
77.096 91.494 1.147 0.035 1.316 0.514
73.270 296.737 1.422 0.106 1.113 0.514
82.624 300.069 2.792 0.156 1.156 0.514
71.665 268.243 1.933 0.077 1.336 0.514
80.071 143.259 1.755 0.043 1.431 0.515
78.386 49.699 1.031 0.050 1.349 0.515
69.884 194.580 1.557 0.051 1.315 0.515
69.613 295.858 1.389 0.024 1.334 0.515
70.896 222.614 2.019 0.062 1.318 0.515
74.542 78.690 1.082 0.053 1.141 0.515
75.694 295.560 1.283 0.109 1.181 0.516
64.346 182.270 0.689 0.029 1.425 0.516
82.206 82.569 1.593 0.055 1.368 0.516
71.915 59.769 1.291 0.069 1.285 0.517
73.908 130.471 1.298 0.062 1.327 0.517
75.962 87.709 1.062 0.038 1.392 0.517
71.340 297.646 1.403 0.058 1.110 0.517
81.909 68.051 2.410 0.085 1.424 0.517
76.162 71.565 1.529 0.083 1.308 0.517
75.994 154.872 1.375 0.037 1.245 0.517
76.525 122.764 1.522 0.064 1.209 0.518
72.248 208.350 2.160 0.073 1.497 0.518
83.672 76.701 1.764 0.065 1.585 0.518
71.049 227.886 1.853 0.039 1.358 0.518
72.861 297.741 1.456 0.099 1.144 0.518
76.320 352.933 1.588 0.086 1.175 0.518
70.334 171.777 1.651 0.072 1.432 0.518
70.710 193.145 1.755 0.073 1.482 0.518
74.750 300.530 0.880 0.051 1.226 0.519
81.724 50.492 1.974 0.097 1.354 0.519
78.408 175.006 1.785 0.081 1.572 0.519
81.030 27.525 1.619 0.114 1.557 0.519
80.549 79.756 1.798 0.068 1.212 0.519
73.367 62.223 1.416 0.073 1.399 0.519
71.699 195.317 1.790 0.064 1.440 0.519
71.438 268.264 1.933 0.077 1.252 0.519
71.098 292.751 1.417 0.035 1.154 0.520
69.067 300.012 1.413 0.032 1.265 0.520
75.998 152.819 1.247 0.031 1.655 0.520
79.920 81.690 1.745 0.063 1.399 0.520
77.976 86.257 1.365 0.049 1.249 0.520
71.746 187.431 1.802 0.091 1.458 0.520
75.588 123.566 1.599 0.068 1.196 0.521
71.430 159.809 2.107 0.066 1.273 0.521
79.361 110.344 1.878 0.058 1.125 0.521
79.727 83.108 1.661 0.059 1.470 0.521
69.940 193.958 1.623 0.058 1.294 0.521
72.737 293.394 1.496 0.087 1.285 0.522
71.856 233.059 1.565 0.023 1.130 0.522
74.272 298.578 1.065 0.101 1.196 0.522
70.045 195.368 1.645 0.049 1.290 0.523
65.540 301.417 1.132 0.021 2.131 0.523
78.162 84.019 1.364 0.052 1.216 0.523
76.960 81.591 1.200 0.051 1.350 0.523
64.739 188.999 1.179 0.047 1.238 0.523
79.885 350.433 1.239 0.030 1.669 0.524
76.544 82.816 1.180 0.048 1.285 0.524
64.116 182.251 0.725 0.035 1.371 0.524
72.139 61.015 1.303 0.072 1.406 0.524
77.274 124.951 1.475 0.061 1.265 0.524
75.708 74.982 1.173 0.062 1.170 0.524
81.984 74.604 1.824 0.072 1.558 0.524
73.747 293.199 1.568 0.123 1.236 0.524
71.458 188.720 1.766 0.090 1.425 0.524
72.941 340.372 0.718 0.015 1.975 0.525
78.460 147.700 1.619 0.040 1.263 0.525
75.162 288.983 1.633 0.105 1.186 0.525
70.394 299.949 1.407 0.048 1.114 0.525
75.448 71.565 1.291 0.071 1.227 0.526
71.296 187.253 1.781 0.089 1.572 0.526
70.417 241.521 nan nan 1.097 0.526
74.362 79.658 1.039 0.049 1.259 0.526
74.281 116.748 nan nan 1.002 0.526
77.604 131.332 1.431 0.052 1.196 0.526
79.140 78.690 1.572 0.067 1.255 0.526
72.962 295.382 1.490 0.098 1.210 0.527
77.006 117.229 1.382 0.048 1.222 0.528
74.447 282.933 1.499 0.046 1.359 0.528
76.461 124.875 1.530 0.066 1.183 0.528
65.659 300.964 1.136 0.017 1.764 0.528
81.816 87.647 1.508 0.047 1.582 0.528
70.420 223.137 1.987 0.064 1.324 0.528
75.019 85.272 1.057 0.041 1.236 0.528
77.689 120.069 1.504 0.059 1.138 0.528
63.632 191.117 1.103 0.055 1.269 0.529
79.707 144.752 1.728 0.043 1.282 0.529
61.579 177.946 0.698 0.028 1.299 0.529
80.613 66.801 2.103 0.087 1.306 0.529
74.634 68.121 1.194 0.063 1.520 0.529
79.620 142.016 1.671 0.039 1.271 0.530
81.432 101.310 1.950 0.061 1.306 0.530
76.968 193.438 1.923 0.069 1.288 0.531
72.256 63.273 1.242 0.071 1.418 0.531
77.640 126.142 1.466 0.060 1.125 0.531
66.674 193.700 0.857 0.029 1.575 0.531
72.763 296.732 1.465 0.094 1.150 0.531
