################## FYI, April 2016 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
76.301 153.225 2.023 1.713 0.893
77.624 345.838 1.014 1.851 0.893
71.538 204.848 1.967 1.988 0.893
77.206 207.688 2.191 1.634 0.894
78.860 159.376 2.135 1.709 0.894
75.285 204.806 1.929 1.596 0.894
78.892 132.546 1.833 1.650 0.894
75.368 163.511 2.305 1.745 0.894
71.951 207.044 2.037 1.690 0.895
73.349 187.365 2.265 1.558 0.895
71.488 211.083 1.848 1.690 0.895
75.493 207.160 1.972 1.503 0.895
77.088 161.250 2.002 1.671 0.895
73.682 166.059 2.596 1.697 0.895
74.073 208.191 1.838 1.724 0.895
76.081 163.610 2.162 1.625 0.896
73.694 170.083 2.614 1.791 0.896
81.069 19.799 1.116 1.807 0.896
80.830 144.951 1.996 1.748 0.896
72.225 162.711 2.679 1.820 0.896
74.159 340.537 0.426 2.200 0.896
72.482 221.359 1.573 1.596 0.896
80.891 85.061 1.137 1.969 0.896
80.808 135.988 1.950 1.800 0.896
82.699 110.659 1.817 1.805 0.897
80.020 178.069 2.142 1.655 0.897
76.016 125.858 1.663 1.531 0.897
82.264 177.510 2.096 1.754 0.897
75.469 175.126 2.494 1.687 0.897
76.875 161.565 2.021 1.686 0.897
76.257 193.696 2.054 1.699 0.897
76.023 122.542 1.686 1.533 0.897
77.913 205.852 2.198 1.673 0.898
65.973 300.779 1.387 2.121 0.898
76.794 96.340 0.745 1.606 0.898
73.704 218.845 1.937 1.786 0.898
75.797 153.232 2.252 1.837 0.898
77.838 212.957 2.314 1.576 0.898
76.401 79.061 1.081 1.701 0.898
77.813 153.199 1.884 1.687 0.898
73.845 218.224 1.957 1.679 0.898
65.283 23.405 nan 1.363 0.899
68.529 187.535 3.678 1.875 0.899
80.830 116.878 1.822 1.634 0.899
76.968 166.562 2.142 1.753 0.899
76.902 123.826 1.539 1.617 0.899
65.028 301.319 1.015 1.409 0.899
74.667 166.880 2.477 1.628 0.900
83.400 104.744 1.788 1.742 0.900
73.515 167.005 2.622 1.802 0.900
77.587 145.305 1.842 1.665 0.900
72.225 209.970 1.674 1.640 0.900
79.219 207.897 2.249 1.701 0.900
75.747 127.321 1.668 1.553 0.900
75.868 192.381 2.076 1.612 0.900
75.295 179.563 2.479 1.565 0.900
71.233 171.384 2.128 1.731 0.900
72.179 222.444 1.456 2.181 0.901
73.864 204.246 1.826 1.570 0.901
80.603 140.807 1.956 1.748 0.901
75.327 193.717 2.049 1.811 0.901
78.610 208.835 2.257 1.903 0.901
74.887 215.934 2.034 1.499 0.901
72.944 203.694 1.836 1.858 0.901
82.671 38.797 1.521 1.614 0.901
80.716 197.560 2.195 1.966 0.901
78.779 158.305 2.096 1.819 0.901
80.924 151.220 2.063 1.557 0.902
73.242 203.299 1.823 1.814 0.902
74.608 177.910 2.604 1.702 0.902
80.996 163.369 2.091 1.832 0.902
76.661 288.130 0.847 1.410 0.902
75.472 191.136 2.106 1.638 0.902
77.913 186.927 2.162 1.564 0.903
81.538 186.843 2.116 1.632 0.903
70.816 187.750 3.201 1.751 0.903
80.459 347.106 0.529 1.827 0.903
69.817 183.517 3.430 1.719 0.903
69.848 178.400 nan 1.965 0.903
80.727 151.887 2.069 1.592 0.903
76.454 140.377 nan 1.669 0.903
77.567 344.836 1.000 1.691 0.903
70.117 235.141 0.931 1.889 0.903
76.143 185.110 2.258 1.708 0.904
78.073 170.803 2.230 1.484 0.904
82.937 115.346 1.870 1.689 0.904
70.535 270.993 1.253 2.150 0.904
76.176 176.743 2.404 1.759 0.904
73.645 213.799 1.827 1.697 0.904
73.873 162.575 2.538 1.638 0.905
75.542 132.483 1.672 1.938 0.905
73.154 199.885 1.861 1.714 0.905
72.870 187.917 2.278 1.827 0.905
72.199 214.192 1.543 1.525 0.905
78.811 232.326 3.331 1.774 0.905
70.896 190.516 2.728 1.760 0.906
78.517 170.446 2.200 1.646 0.906
74.887 166.686 2.439 1.595 0.906
78.069 158.499 2.023 1.799 0.906
78.833 173.660 2.193 1.728 0.906
77.821 126.764 1.657 1.646 0.906
80.365 188.695 2.132 1.454 0.906
71.198 260.707 1.803 1.636 0.906
74.661 199.231 1.928 1.706 0.907
74.499 262.926 1.814 1.465 0.907
62.581 279.734 1.493 1.478 0.908
74.975 299.055 1.683 1.741 0.908
70.974 291.864 nan 1.523 0.908
80.946 167.856 2.092 1.642 0.908
78.833 186.340 2.167 1.473 0.908
78.530 140.553 1.868 1.636 0.908
79.252 187.792 2.159 1.674 0.908
79.205 164.954 2.206 1.861 0.909
79.280 158.532 2.120 1.777 0.909
84.513 91.169 1.772 1.850 0.909
72.572 196.098 2.031 1.678 0.909
73.263 205.017 1.798 1.621 0.909
79.080 211.569 2.317 1.669 0.909
76.767 352.694 1.529 1.630 0.909
82.258 75.763 1.424 1.579 0.909
73.130 164.946 2.618 1.796 0.910
79.112 177.049 2.178 1.651 0.910
76.871 88.531 0.983 2.049 0.910
80.245 88.025 1.198 2.043 0.910
74.369 155.829 2.644 1.622 0.910
74.707 212.407 1.953 1.928 0.910
79.537 135.868 1.905 1.717 0.911
78.386 139.699 1.843 1.633 0.911
75.818 193.266 2.058 1.740 0.911
72.230 66.516 0.999 2.610 0.911
77.587 214.695 2.329 1.847 0.912
81.229 118.202 1.846 1.624 0.912
80.587 188.902 2.128 1.447 0.912
83.073 34.461 1.547 1.912 0.912
79.707 144.752 1.963 1.642 0.912
76.195 271.397 1.569 1.632 0.912
80.204 125.690 1.892 1.714 0.912
82.028 85.972 1.370 1.808 0.912
79.196 157.426 2.105 1.725 0.913
74.178 64.344 1.173 1.502 0.913
75.876 160.989 2.171 1.848 0.913
82.901 186.340 2.144 1.704 0.913
79.920 171.690 2.126 1.623 0.913
76.224 69.499 1.573 1.928 0.913
70.381 292.595 nan 1.984 0.914
75.511 87.780 0.654 1.834 0.914
74.717 344.228 0.933 2.034 0.914
80.333 135.000 1.935 1.697 0.914
83.981 71.565 1.574 1.793 0.914
78.213 145.856 1.905 1.769 0.914
76.863 177.553 2.340 1.750 0.914
72.852 232.454 1.233 1.499 0.914
79.441 127.235 1.860 1.726 0.914
72.085 176.042 2.236 1.762 0.915
74.098 174.732 2.590 1.661 0.915
77.266 174.440 2.321 1.668 0.915
70.357 301.414 1.266 2.006 0.915
79.935 142.237 1.945 1.785 0.915
68.789 294.796 1.043 1.811 0.915
76.476 346.079 1.033 1.881 0.915
81.724 129.508 1.954 1.745 0.915
76.067 172.131 2.397 1.713 0.915
74.272 298.578 1.549 1.646 0.916
71.098 239.621 1.813 1.615 0.916
82.065 108.947 1.789 1.791 0.916
80.830 153.122 2.077 1.707 0.916
70.551 211.759 1.321 1.727 0.916
79.571 178.152 2.160 1.667 0.916
79.528 84.472 1.345 1.602 0.916
81.915 100.376 1.738 1.745 0.917
72.025 173.897 2.304 1.780 0.917
74.717 68.902 0.997 1.556 0.917
79.890 125.981 1.884 1.793 0.917
79.995 85.503 1.335 1.840 0.917
73.215 184.222 2.573 1.743 0.917
73.242 177.310 2.700 1.695 0.917
79.915 194.808 2.152 1.650 0.917
70.109 294.390 1.270 1.692 0.917
72.022 293.199 1.451 1.625 0.917
79.480 165.816 2.179 1.752 0.918
73.732 161.065 2.597 1.711 0.918
78.166 192.588 2.138 1.589 0.918
76.309 139.653 nan 1.749 0.918
69.628 270.317 1.141 1.694 0.919
83.453 102.848 1.774 1.821 0.919
82.028 184.028 2.108 1.821 0.919
81.526 114.193 1.817 1.748 0.919
81.166 167.550 2.087 1.748 0.919
82.845 107.301 1.788 1.773 0.919
78.495 164.745 2.222 1.663 0.919
83.931 119.876 1.932 1.746 0.920
74.618 179.582 2.591 1.732 0.920
70.045 176.444 1.215 1.808 0.920
80.427 64.335 1.837 1.741 0.920
75.765 202.724 1.970 1.651 0.921
65.344 301.144 1.161 1.685 0.921
75.292 153.239 2.629 1.845 0.921
75.833 125.327 1.658 1.614 0.921
80.385 126.469 1.899 1.874 0.921
71.940 215.372 1.496 1.667 0.921
78.256 132.678 1.739 1.652 0.921
80.781 106.232 1.783 1.619 0.921
79.437 160.796 2.150 1.728 0.921
71.788 191.032 2.406 1.803 0.921
77.735 184.720 2.189 1.626 0.921
77.262 129.999 1.589 1.623 0.921
77.369 170.287 2.262 1.735 0.922
79.915 165.192 2.138 1.791 0.922
78.269 148.285 1.910 1.668 0.922
81.816 182.353 2.103 1.797 0.922
72.351 268.905 1.704 1.902 0.923
71.233 188.616 2.902 1.746 0.923
73.471 170.218 2.629 1.699 0.923
77.842 165.579 2.189 1.684 0.923
63.443 179.269 nan 1.796 0.923
71.682 171.174 2.303 1.694 0.923
79.786 176.855 2.149 1.661 0.923
74.575 155.487 2.613 1.762 0.924
72.099 266.760 nan 1.464 0.924
82.617 99.605 1.730 1.673 0.924
72.802 288.672 1.351 1.501 0.925
79.252 172.208 2.166 1.674 0.925
76.420 345.160 1.021 1.854 0.925
76.879 149.708 1.924 1.749 0.926
75.237 225.000 2.350 1.625 0.926
76.596 151.504 1.995 1.677 0.926
77.442 162.860 2.091 1.704 0.926
71.003 236.592 1.219 1.461 0.926
71.940 188.231 2.586 1.654 0.926
78.386 167.171 2.205 1.684 0.926
75.378 192.863 2.071 1.911 0.926
74.388 178.764 2.632 1.698 0.927
71.041 172.158 1.986 1.653 0.927
83.648 139.289 2.042 1.693 0.927
66.396 194.103 0.607 1.742 0.927
78.107 151.260 1.893 1.786 0.927
74.757 225.597 2.261 1.763 0.928
80.517 125.380 1.895 1.802 0.928
70.712 339.874 0.841 1.919 0.928
68.374 294.296 0.908 1.587 0.928
82.395 136.193 2.006 1.773 0.928
72.540 190.008 2.238 1.783 0.928
73.330 157.410 2.807 1.764 0.928
82.034 117.646 1.864 1.665 0.929
75.973 66.922 0.794 1.872 0.929
78.460 147.700 1.925 1.779 0.929
81.367 182.231 2.101 1.701 0.929
84.289 181.123 2.144 1.896 0.930
75.347 202.046 1.936 1.681 0.930
75.648 124.808 1.651 1.752 0.930
82.713 92.643 1.705 1.781 0.930
71.977 194.816 2.246 1.710 0.931
80.830 26.878 1.322 1.727 0.931
80.286 140.618 1.946 1.745 0.931
77.735 175.280 2.274 1.596 0.931
74.667 156.251 2.516 1.743 0.931
72.989 233.054 1.245 1.432 0.931
81.030 152.475 2.073 1.680 0.931
79.698 157.620 2.106 1.737 0.931
76.913 165.606 2.117 1.718 0.931
82.944 179.091 2.106 1.723 0.931
76.794 173.660 2.361 1.699 0.932
80.066 168.944 2.119 1.793 0.932
79.210 132.474 1.862 1.715 0.932
81.280 159.702 2.091 1.680 0.932
69.064 169.778 nan 1.521 0.932
80.328 169.992 2.110 1.727 0.932
75.765 157.276 2.126 1.698 0.932
76.937 159.386 1.950 1.784 0.932
74.372 219.753 2.084 1.656 0.933
78.766 233.931 3.521 1.961 0.933
69.378 299.784 1.451 1.440 0.933
73.826 173.220 2.591 1.830 0.933
83.161 177.184 2.098 1.742 0.933
77.506 348.085 1.142 2.363 0.933
79.970 140.440 1.937 1.719 0.933
79.845 349.186 1.220 1.668 0.934
75.588 298.361 1.102 1.910 0.934
75.897 185.937 2.243 1.867 0.934
82.046 180.807 2.101 1.907 0.935
74.333 214.487 1.945 1.744 0.935
79.182 349.854 1.334 1.941 0.935
77.768 148.496 1.882 1.757 0.935
77.997 181.606 2.196 1.687 0.935
67.308 300.769 1.490 1.823 0.935
70.022 296.421 1.420 1.066 0.935
82.435 115.427 1.854 1.794 0.935
78.239 138.865 1.805 1.600 0.935
78.256 169.548 2.212 1.706 0.935
83.347 186.766 2.158 1.661 0.935
72.421 172.284 2.479 1.697 0.935
75.546 166.072 2.303 1.651 0.936
80.470 92.021 0.342 1.961 0.936
80.286 129.382 1.912 1.632 0.936
74.070 155.422 2.782 1.657 0.936
79.811 150.333 2.038 1.747 0.936
77.096 155.886 1.875 1.688 0.936
72.528 66.898 0.988 1.597 0.936
81.058 195.255 2.183 1.929 0.936
72.456 191.454 2.196 1.730 0.936
73.176 185.749 2.412 1.725 0.936
72.125 178.919 2.451 1.741 0.937
82.937 64.654 1.548 1.894 0.937
84.262 72.979 1.603 1.821 0.937
78.425 135.000 1.779 1.601 0.937
63.361 191.501 0.973 1.564 0.937
72.986 169.729 2.668 1.607 0.937
77.274 157.730 1.921 1.760 0.937
80.132 195.141 2.156 1.605 0.937
83.124 96.546 1.749 1.843 0.937
80.250 127.528 1.902 1.726 0.937
78.526 213.845 2.350 1.742 0.937
81.455 145.685 2.032 1.777 0.938
77.337 122.705 1.545 1.685 0.938
77.776 157.906 1.975 1.742 0.938
74.542 168.690 2.515 1.672 0.938
74.246 172.216 2.569 1.678 0.938
72.828 213.794 1.672 2.195 0.938
77.976 183.743 2.181 1.685 0.939
75.747 217.321 2.188 1.628 0.939
79.935 161.162 2.126 1.741 0.939
69.538 185.366 3.633 1.734 0.939
72.276 169.403 2.547 1.660 0.939
77.689 186.801 2.165 1.665 0.939
75.199 186.532 2.239 1.812 0.940
75.518 178.668 2.467 1.691 0.940
73.267 57.057 nan 1.428 0.940
74.757 157.023 2.443 1.668 0.940
82.409 158.356 2.091 1.777 0.940
82.692 74.899 1.546 1.778 0.940
80.406 157.329 2.099 1.673 0.940
80.841 194.886 2.174 1.909 0.940
74.764 168.524 2.480 1.671 0.940
73.306 216.793 1.802 1.766 0.940
77.539 267.421 1.805 1.816 0.940
79.826 130.533 1.896 1.690 0.941
80.286 106.763 1.787 1.671 0.941
74.395 122.661 1.652 1.541 0.941
75.584 163.258 2.256 1.696 0.941
72.555 208.051 1.787 1.673 0.941
77.206 152.312 1.869 1.726 0.941
82.866 42.455 1.553 1.850 0.941
77.751 93.674 1.169 1.867 0.941
77.612 153.667 1.879 1.682 0.942
77.088 177.510 2.321 1.703 0.942
81.580 146.944 2.044 1.723 0.942
70.845 172.917 1.750 1.872 0.942
73.917 169.946 2.598 1.732 0.942
80.365 171.305 2.109 1.741 0.942
71.430 159.809 2.714 1.616 0.942
71.296 172.747 2.039 1.837 0.943
72.409 192.171 2.184 1.651 0.943
77.772 181.577 2.216 1.722 0.944
75.711 184.054 2.311 1.698 0.944
76.346 186.132 2.217 1.732 0.944
76.180 169.237 2.296 1.646 0.944
77.514 160.589 2.030 1.767 0.944
79.394 144.462 1.955 1.629 0.945
73.154 160.115 2.747 1.738 0.945
72.968 165.872 2.639 1.817 0.945
74.834 194.139 2.033 1.845 0.945
73.294 192.821 2.006 1.717 0.945
78.717 152.162 1.978 1.826 0.945
71.038 206.413 2.012 1.772 0.945
78.988 141.613 1.931 1.691 0.945
72.864 153.939 2.962 1.670 0.945
79.576 163.124 2.161 1.811 0.945
78.583 172.666 2.208 1.841 0.946
77.349 165.101 2.131 1.737 0.946
71.565 169.101 2.390 1.730 0.946
77.006 152.771 1.856 1.669 0.946
78.338 33.232 0.637 1.591 0.946
76.089 160.688 2.124 1.673 0.946
78.739 136.614 1.844 1.642 0.946
73.704 178.025 2.704 1.677 0.946
75.883 143.403 1.206 1.634 0.947
72.965 152.928 2.964 2.254 0.947
83.407 69.102 1.559 1.726 0.947
72.660 207.395 1.781 1.713 0.947
78.703 139.830 1.882 1.673 0.947
74.470 241.026 nan 1.967 0.947
82.838 116.966 1.883 1.855 0.948
78.010 155.113 1.922 1.783 0.948
77.458 125.538 1.599 1.552 0.948
75.070 133.172 1.714 1.774 0.948
72.034 194.123 2.253 1.854 0.948
81.286 81.870 1.264 1.764 0.948
80.173 352.794 1.603 1.989 0.948
82.323 113.199 1.829 1.790 0.948
80.459 123.503 1.877 1.826 0.949
77.096 181.494 2.272 1.726 0.949
83.161 50.315 1.485 1.742 0.949
69.785 184.790 3.578 1.815 0.950
77.466 96.680 1.204 1.661 0.950
83.317 121.293 1.936 1.769 0.950
75.843 187.745 2.189 1.736 0.950
74.424 158.429 2.525 1.682 0.950
79.403 203.039 2.185 2.285 0.950
81.568 19.398 1.245 1.902 0.951
72.737 203.394 1.931 1.653 0.951
70.303 271.637 nan 1.377 0.951
76.136 168.326 2.267 1.734 0.952
80.015 135.000 1.926 1.767 0.952
74.757 67.023 1.112 1.992 0.952
84.766 131.532 2.012 1.792 0.952
74.140 169.804 2.575 1.674 0.952
80.107 170.218 2.118 1.737 0.952
76.089 123.818 1.668 1.722 0.952
73.197 175.014 2.614 1.737 0.952
70.845 187.083 3.302 1.852 0.953
76.627 176.634 2.367 1.674 0.953
74.618 180.418 2.554 1.822 0.953
81.280 137.083 1.970 1.827 0.953
74.246 210.403 1.880 1.676 0.953
74.156 343.106 0.910 1.831 0.953
76.202 194.601 2.043 1.877 0.953
75.715 225.637 2.401 2.095 0.953
81.822 156.595 2.093 1.894 0.953
72.273 174.542 2.370 1.748 0.953
76.290 172.003 2.378 1.797 0.954
82.200 158.962 2.091 1.752 0.954
81.761 187.028 2.121 1.818 0.954
81.508 171.656 2.084 1.728 0.954
72.645 187.815 2.367 1.787 0.954
72.372 161.796 2.705 1.773 0.954
70.710 175.653 1.366 1.681 0.955
82.448 35.340 1.521 2.014 0.955
81.280 20.298 1.282 1.727 0.955
79.890 121.399 1.844 1.621 0.955
70.859 220.711 1.478 1.492 0.955
80.565 164.148 2.107 1.786 0.956
81.286 135.000 1.964 1.678 0.956
83.015 102.031 1.750 1.939 0.956
63.662 195.169 nan 1.616 0.956
81.455 55.685 1.045 1.862 0.956
72.179 227.556 1.258 1.520 0.957
72.011 131.961 1.291 1.453 0.957
72.162 131.424 1.334 1.797 0.957
73.367 159.852 2.723 1.682 0.957
77.214 123.551 1.545 1.677 0.957
79.361 131.583 1.868 1.749 0.957
81.491 200.821 2.245 1.790 0.957
79.581 348.207 1.059 1.725 0.957
74.003 159.020 2.648 1.799 0.957
77.838 122.957 1.612 1.646 0.957
81.700 148.241 2.059 1.707 0.957
71.682 211.446 1.667 1.669 0.957
83.139 116.147 1.884 1.958 0.957
72.233 168.690 2.547 1.714 0.958
79.576 126.254 1.865 1.750 0.958
79.571 159.228 2.130 1.815 0.958
75.994 154.872 2.049 1.966 0.959
80.406 202.671 2.221 1.926 0.959
82.429 119.219 1.892 1.886 0.959
62.263 182.571 0.778 1.678 0.959
80.328 190.008 2.135 1.837 0.959
60.457 186.825 0.658 1.847 0.959
80.770 123.111 1.879 1.796 0.960
80.147 160.741 2.116 1.881 0.960
74.934 196.004 1.995 1.901 0.960
79.771 85.601 1.347 1.842 0.960
73.936 59.311 1.812 3.458 0.960
81.332 153.104 2.080 1.699 0.960
78.650 176.035 2.205 1.683 0.960
72.634 195.385 2.044 1.520 0.960
75.818 166.734 2.263 1.602 0.961
81.984 195.396 2.204 1.956 0.961
82.180 141.981 2.044 1.872 0.961
68.944 194.556 0.878 1.590 0.961
79.509 161.952 2.159 1.613 0.961
73.166 154.290 2.929 1.738 0.961
74.275 173.027 2.569 1.660 0.961
77.286 175.446 2.317 1.676 0.962
75.070 179.569 2.503 1.690 0.962
80.571 159.842 2.101 1.703 0.962
72.722 169.129 2.629 1.741 0.962
82.873 45.000 1.530 1.845 0.962
76.514 81.870 1.074 2.038 0.962
73.016 182.654 2.793 1.770 0.963
82.123 60.154 1.263 1.762 0.963
80.770 146.889 2.017 1.741 0.963
73.499 201.150 1.854 1.792 0.963
76.198 180.466 2.361 1.664 0.963
74.840 178.727 2.559 1.692 0.963
67.394 193.551 1.210 1.732 0.963
78.269 31.715 0.623 1.708 0.963
73.626 194.704 1.973 1.723 0.964
81.069 160.201 2.090 1.726 0.964
77.547 178.452 2.269 1.721 0.964
77.751 183.674 2.197 1.810 0.964
81.749 131.698 1.968 1.693 0.964
81.263 139.160 1.976 1.787 0.964
71.696 167.586 2.475 1.723 0.965
78.632 174.908 2.208 1.741 0.965
76.570 173.766 2.381 1.743 0.965
81.921 106.928 1.773 1.734 0.965
82.576 101.310 1.735 1.849 0.965
80.117 119.181 1.830 1.713 0.965
81.143 198.435 2.218 1.966 0.965
74.050 186.875 2.237 1.767 0.965
82.713 177.357 2.097 1.843 0.965
83.095 188.393 2.165 1.933 0.965
79.346 88.191 1.363 1.735 0.965
81.700 68.629 1.609 1.810 0.965
83.369 175.156 2.089 1.768 0.966
69.886 240.136 nan 1.517 0.966
74.447 167.067 2.515 1.724 0.966
82.455 185.964 2.129 1.795 0.966
65.224 301.590 1.031 1.351 0.966
71.898 178.932 2.165 1.759 0.967
77.369 142.214 1.625 1.680 0.967
75.676 119.578 1.735 1.547 0.967
66.285 190.134 1.680 1.937 0.967
74.372 140.247 nan 1.658 0.967
77.506 126.973 1.625 1.646 0.968
75.546 346.072 1.006 2.024 0.968
80.443 85.292 1.233 2.008 0.968
74.022 187.674 2.193 1.685 0.968
75.261 157.145 2.286 1.672 0.968
70.936 57.529 0.592 1.510 0.968
79.970 166.430 2.132 1.793 0.968
74.944 210.964 1.954 1.800 0.968
74.887 193.314 2.055 1.726 0.968
80.629 138.879 1.951 1.744 0.968
74.995 164.820 2.398 1.698 0.968
82.200 122.093 1.912 1.834 0.969
74.975 240.945 nan 1.689 0.969
80.891 121.931 1.868 2.003 0.969
81.921 135.000 1.988 1.716 0.969
80.565 127.278 1.907 1.894 0.969
82.630 106.783 1.779 1.893 0.969
81.779 199.916 2.243 1.683 0.970
75.919 185.029 2.272 1.877 0.970
74.568 131.460 1.755 1.467 0.970
78.947 143.246 1.939 1.683 0.970
75.070 126.439 1.616 1.522 0.970
79.855 134.105 1.913 1.893 0.970
73.820 211.373 1.837 1.712 0.970
82.489 177.436 2.096 1.808 0.970
71.755 212.417 1.611 1.657 0.971
81.580 183.814 2.104 1.761 0.971
73.567 195.461 1.956 1.812 0.971
72.675 172.921 2.533 1.789 0.972
74.156 177.969 2.660 1.608 0.972
77.302 176.455 2.309 1.735 0.972
68.799 296.157 1.268 1.505 0.972
80.523 204.444 2.242 1.849 0.972
75.937 184.118 2.299 1.732 0.972
80.727 168.147 2.098 1.783 0.972
72.837 171.339 2.616 1.682 0.972
76.401 176.689 2.385 1.749 0.973
83.593 95.013 1.751 1.831 0.973
75.070 189.958 2.138 1.660 0.973
82.873 135.000 2.008 1.730 0.974
76.646 181.444 2.308 1.749 0.974
82.699 147.529 2.078 1.704 0.974
71.884 182.490 3.213 1.644 0.974
66.693 190.875 2.569 1.698 0.974
79.304 174.588 2.167 1.579 0.975
84.107 141.170 2.058 1.776 0.975
81.432 131.820 1.958 1.772 0.975
78.988 165.256 2.225 1.745 0.975
82.200 105.832 1.766 1.836 0.975
74.750 239.470 1.620 1.607 0.975
78.226 180.546 2.200 1.749 0.975
72.294 184.733 2.877 1.847 0.975
75.673 185.845 2.253 1.769 0.975
77.764 182.626 2.203 1.711 0.975
75.172 156.346 2.336 1.763 0.976
76.424 179.526 2.358 1.745 0.976
84.727 93.652 1.788 1.829 0.976
76.514 160.058 2.041 1.767 0.976
76.604 153.650 1.936 1.736 0.976
82.232 114.717 1.840 1.806 0.977
71.179 176.231 1.669 1.715 0.977
81.921 196.928 2.217 1.853 0.977
79.811 209.667 2.293 1.843 0.977
68.388 295.630 1.321 1.849 0.977
79.337 146.143 1.967 1.825 0.977
73.407 194.507 1.970 1.794 0.978
80.678 166.799 2.103 1.700 0.978
81.604 166.891 2.079 2.058 0.978
75.448 174.245 2.495 1.748 0.978
78.888 177.109 2.188 1.700 0.979
83.616 127.875 1.976 1.808 0.979
79.504 210.124 2.296 1.753 0.979
74.707 237.593 1.534 1.708 0.979
75.726 176.845 2.457 1.887 0.980
74.897 212.863 1.984 1.766 0.980
75.598 193.062 2.065 1.786 0.980
78.001 180.535 2.206 1.770 0.980
77.579 129.872 1.635 1.644 0.980
79.361 138.417 1.915 1.669 0.980
74.460 156.584 2.564 1.708 0.980
76.806 153.217 1.893 1.690 0.981
81.568 199.398 2.235 1.867 0.982
79.043 166.390 2.215 1.810 0.982
67.445 195.356 0.380 1.760 0.982
74.359 183.705 2.409 1.848 0.982
70.420 163.648 2.593 1.855 0.982
79.649 146.482 1.980 1.752 0.982
75.151 218.863 2.156 1.812 0.982
79.361 159.656 2.145 1.904 0.983
74.340 194.534 2.002 1.853 0.983
71.940 171.769 2.369 1.874 0.983
72.499 132.397 1.561 2.154 0.983
77.438 159.624 1.994 1.919 0.983
75.138 158.279 2.319 1.844 0.983
80.142 171.501 2.116 1.730 0.984
71.063 223.075 1.319 1.632 0.984
80.491 201.425 2.216 1.840 0.984
79.576 143.746 1.953 1.729 0.984
81.120 150.524 2.059 1.744 0.984
75.431 195.642 2.011 1.741 0.984
74.948 198.705 1.946 1.776 0.984
80.924 180.707 2.103 1.708 0.985
80.517 144.620 1.983 1.790 0.985
85.041 118.301 1.950 1.924 0.985
77.896 166.607 2.198 1.752 0.985
71.425 192.943 2.392 1.817 0.985
76.067 82.131 1.027 2.192 0.985
70.678 292.235 nan 1.561 0.986
78.222 181.637 2.191 1.680 0.986
83.339 106.607 1.799 1.793 0.986
75.897 295.953 2.010 1.690 0.986
83.030 113.682 1.856 1.790 0.987
68.474 302.609 1.238 1.501 0.987
73.870 160.051 2.631 1.683 0.987
73.061 208.095 1.740 1.774 0.987
84.843 117.121 1.937 1.918 0.988
71.906 171.064 2.391 1.761 0.988
76.593 174.719 2.381 1.801 0.988
73.564 155.362 2.878 1.608 0.988
78.557 138.972 1.849 1.696 0.988
79.935 127.763 1.894 1.712 0.988
83.816 95.194 1.749 1.936 0.988
75.861 227.573 2.487 1.853 0.989
83.616 74.745 1.598 1.854 0.989
73.303 198.435 1.895 1.688 0.989
81.115 138.066 1.965 1.823 0.989
81.767 146.094 2.048 1.786 0.989
73.694 182.764 2.604 1.749 0.989
76.143 148.241 2.097 1.637 0.990
78.806 82.519 1.299 2.109 0.990
82.930 29.407 1.462 1.981 0.990
82.200 68.962 1.512 1.881 0.990
79.380 135.000 1.890 1.747 0.990
76.231 162.451 2.126 1.770 0.991
83.385 182.911 2.131 1.688 0.991
79.796 178.112 2.151 1.740 0.991
73.626 174.094 2.599 1.777 0.991
70.093 192.072 2.493 1.715 0.991
79.990 158.318 2.110 1.769 0.992
82.040 76.159 1.370 2.219 0.992
74.585 159.981 2.476 1.777 0.992
75.234 223.768 2.318 1.635 0.992
81.064 172.073 2.088 1.764 0.992
80.613 156.801 2.093 1.659 0.992
69.288 169.667 nan 1.612 0.992
75.333 234.972 2.181 1.605 0.992
73.908 183.601 2.484 1.864 0.993
81.834 26.917 1.388 1.929 0.993
79.149 146.802 1.969 1.945 0.993
80.700 180.690 2.114 1.841 0.993
83.832 74.197 1.593 1.756 0.993
77.401 235.886 3.724 2.073 0.994
70.357 238.586 1.467 1.557 0.994
81.081 122.692 1.881 1.884 0.994
73.785 195.673 1.962 1.874 0.994
70.410 294.063 1.304 1.791 0.994
71.607 190.211 2.528 1.825 0.994
73.016 177.346 2.720 1.702 0.994
71.307 293.018 1.425 1.704 0.994
80.020 145.061 1.974 1.719 0.994
73.478 135.551 1.884 1.536 0.994
75.648 192.189 2.082 1.686 0.995
72.790 343.695 1.144 1.577 0.995
81.652 191.611 2.158 1.987 0.995
78.579 148.650 1.937 1.935 0.995
69.823 192.563 2.440 1.658 0.995
82.475 75.343 1.486 1.715 0.995
79.547 175.696 2.157 1.626 0.995
79.071 158.962 2.137 1.804 0.995
79.489 158.085 2.112 1.784 0.995
83.302 51.789 1.491 2.159 0.996
79.337 123.857 1.833 1.719 0.996
71.521 240.471 1.920 1.556 0.996
77.604 151.348 1.881 1.865 0.997
82.264 124.380 1.932 2.068 0.997
74.320 191.149 2.075 1.724 0.997
78.213 154.654 1.942 1.823 0.997
75.584 204.370 1.963 1.723 0.997
76.309 167.217 2.217 1.823 0.997
83.279 100.561 1.751 1.886 0.997
80.743 128.118 1.917 1.816 0.997
82.908 68.703 1.561 1.851 0.998
74.447 198.958 1.926 1.693 0.998
78.137 172.942 2.241 1.765 0.998
