################## FYI, April 2011 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
81.200 111.666 1.976 1.948 0.701
77.325 216.363 2.182 2.137 0.702
74.437 196.343 1.996 1.980 0.702
83.235 114.444 2.022 1.980 0.702
74.810 183.814 1.953 1.948 0.703
70.433 161.565 1.410 1.736 0.703
81.915 169.624 2.139 1.845 0.703
72.136 213.190 2.006 1.916 0.703
76.879 210.292 2.091 1.892 0.703
74.558 165.256 1.805 2.031 0.703
77.494 209.554 2.122 1.948 0.703
79.533 102.995 nan 1.679 0.703
71.212 268.285 1.577 1.870 0.704
72.701 201.732 1.940 2.001 0.704
72.678 168.398 1.775 1.965 0.704
79.182 190.146 2.072 2.198 0.704
81.058 15.255 2.281 2.170 0.705
78.947 126.754 1.832 1.725 0.705
82.845 50.080 2.231 2.109 0.705
74.483 207.121 1.971 1.913 0.705
80.147 160.741 1.969 1.875 0.705
77.579 39.872 1.194 2.039 0.705
79.337 56.143 1.436 2.191 0.705
73.657 246.077 1.609 1.840 0.706
75.036 183.871 1.947 2.103 0.706
70.725 183.681 1.385 2.081 0.706
69.853 180.960 1.284 2.048 0.706
73.710 178.815 2.021 1.978 0.706
83.640 63.886 2.239 2.107 0.706
70.805 234.540 2.007 1.964 0.706
73.358 155.684 1.682 2.039 0.706
71.718 232.496 2.531 1.746 0.706
82.817 120.964 2.024 1.981 0.706
81.092 140.102 2.002 1.930 0.707
79.576 143.746 1.998 1.847 0.707
70.197 240.376 1.877 1.741 0.707
80.700 143.820 2.011 1.938 0.707
81.315 149.797 2.100 2.053 0.707
74.585 200.019 1.979 2.036 0.708
85.431 120.964 2.126 2.039 0.708
82.624 59.931 2.384 2.148 0.708
84.458 135.000 2.121 1.918 0.708
79.020 207.350 2.181 1.978 0.708
80.501 17.152 2.744 1.845 0.708
73.936 210.689 1.946 1.964 0.708
74.324 185.343 1.941 1.961 0.709
77.482 157.341 1.929 1.995 0.709
75.919 275.029 nan 1.794 0.709
71.408 239.868 1.513 1.696 0.710
76.442 169.992 1.865 2.073 0.710
82.395 99.324 2.054 1.855 0.710
72.778 183.366 1.912 2.012 0.711
77.689 156.938 1.928 2.048 0.711
76.067 210.489 2.047 2.039 0.711
81.432 115.560 1.934 1.879 0.711
79.610 203.523 2.181 1.954 0.711
81.432 205.560 2.263 2.097 0.711
73.974 154.692 1.712 1.830 0.711
80.646 145.739 2.022 1.902 0.712
82.238 135.000 2.078 2.282 0.712
79.475 187.958 2.077 1.912 0.712
79.145 163.811 1.896 1.864 0.712
71.716 225.000 2.446 1.768 0.713
59.725 155.450 nan 1.230 0.713
77.321 88.479 1.456 2.052 0.713
80.946 40.986 1.946 2.480 0.713
79.351 0.603 nan 1.983 0.713
76.446 162.165 1.895 2.046 0.713
80.328 133.122 1.915 1.885 0.713
81.616 112.797 1.962 1.771 0.714
81.443 136.061 2.013 1.969 0.714
82.908 68.703 2.174 1.963 0.714
76.875 89.510 1.303 1.659 0.714
72.572 159.228 1.711 1.932 0.714
70.672 216.003 1.963 1.930 0.714
77.274 214.951 2.151 1.953 0.714
77.349 194.899 1.993 2.052 0.714
72.651 131.849 1.440 1.417 0.714
73.124 216.336 2.014 1.911 0.714
81.200 31.464 1.810 2.175 0.715
77.073 164.396 1.889 2.062 0.715
81.984 105.396 2.013 1.919 0.715
82.028 155.956 2.182 1.951 0.715
81.921 163.072 2.158 1.900 0.716
83.030 136.302 2.138 2.181 0.716
75.138 21.721 0.550 1.850 0.716
70.316 167.791 1.628 1.991 0.716
76.646 201.176 2.021 2.082 0.716
77.859 158.887 1.925 1.949 0.716
75.385 216.254 2.066 2.129 0.716
79.504 210.124 2.241 1.998 0.717
80.112 128.558 1.882 1.823 0.717
73.373 162.300 1.765 2.089 0.717
79.126 37.461 1.691 1.956 0.718
81.432 154.440 2.121 1.975 0.718
82.040 92.420 1.919 1.978 0.718
74.568 175.409 1.925 2.058 0.718
73.459 208.828 2.046 1.892 0.718
70.420 163.648 1.523 1.685 0.718
79.786 86.855 2.507 2.073 0.718
78.654 78.024 1.644 2.537 0.718
80.963 222.990 2.521 2.194 0.719
72.968 284.128 nan 1.542 0.719
80.528 152.526 2.042 1.869 0.719
77.772 132.026 1.790 1.781 0.719
71.842 131.486 nan 1.301 0.720
83.324 157.306 2.196 2.048 0.720
79.394 144.462 2.002 1.685 0.720
75.490 165.211 1.832 2.035 0.720
82.489 159.944 2.178 2.247 0.720
80.957 123.887 1.906 1.793 0.720
76.257 193.696 1.965 2.005 0.720
75.396 187.507 1.932 2.203 0.720
80.727 191.853 2.173 2.224 0.721
68.072 298.540 1.028 1.568 0.721
81.822 53.915 2.501 1.913 0.721
74.401 260.470 1.444 1.835 0.721
70.068 177.735 1.897 1.864 0.721
79.845 132.316 1.888 1.813 0.721
67.283 194.657 0.831 1.830 0.721
75.726 176.845 1.942 1.980 0.722
80.946 139.014 1.983 1.992 0.722
72.476 186.259 1.712 2.185 0.722
74.499 187.074 1.918 1.915 0.722
84.814 122.661 2.100 2.069 0.722
84.823 111.571 2.129 2.028 0.722
78.938 199.537 2.119 1.876 0.722
81.115 48.066 3.213 2.100 0.722
75.220 200.913 1.984 2.158 0.722
81.604 166.891 2.096 1.922 0.722
78.920 205.787 2.163 1.888 0.723
76.401 176.689 1.922 2.037 0.723
74.887 166.686 1.818 2.084 0.723
79.418 208.465 2.216 1.981 0.723
82.692 195.101 2.282 2.083 0.723
80.491 225.955 2.621 2.165 0.723
76.401 86.689 1.274 1.623 0.723
76.913 38.737 1.078 2.326 0.723
79.346 178.191 2.004 2.088 0.723
80.271 147.225 2.015 1.853 0.723
77.088 214.380 2.127 2.046 0.724
78.425 86.112 1.668 1.883 0.724
81.568 109.398 1.991 1.878 0.724
70.428 224.068 2.653 1.815 0.724
83.964 130.486 2.116 1.945 0.724
80.127 153.726 2.010 1.813 0.724
77.061 85.525 1.481 1.719 0.724
79.080 197.319 2.114 1.961 0.724
80.629 41.121 1.867 2.221 0.724
78.069 220.426 2.369 2.004 0.724
71.690 68.003 nan 1.481 0.724
69.398 180.939 0.948 1.844 0.724
73.955 170.735 1.836 1.956 0.724
82.409 68.356 2.385 1.856 0.725
76.664 190.176 1.956 2.125 0.725
74.496 192.124 1.988 2.011 0.725
81.622 150.350 2.130 2.066 0.725
74.392 179.588 1.998 2.103 0.725
81.432 101.310 1.988 1.935 0.725
77.896 203.477 2.097 2.074 0.726
73.873 185.194 1.941 1.900 0.726
75.087 162.929 1.818 1.915 0.726
79.461 32.845 1.980 2.424 0.726
74.178 189.395 1.903 1.924 0.726
76.187 177.672 1.942 2.073 0.726
84.689 124.695 2.099 2.115 0.726
71.839 204.503 1.800 2.073 0.726
73.487 180.390 2.051 2.098 0.726
82.258 104.237 2.034 1.986 0.727
84.324 112.011 2.098 2.028 0.727
80.629 153.741 2.051 1.790 0.727
75.542 132.483 1.966 1.831 0.727
75.676 156.448 1.826 1.894 0.727
79.080 35.811 1.757 2.004 0.727
71.632 213.009 1.986 1.980 0.727
80.427 128.346 1.898 1.845 0.727
83.385 123.959 2.067 2.106 0.727
83.430 119.624 2.040 1.928 0.727
78.897 181.736 2.007 2.075 0.727
81.652 168.389 2.103 1.919 0.727
82.065 48.434 2.227 1.993 0.728
72.953 208.761 2.103 1.893 0.728
71.690 222.013 2.313 1.893 0.728
81.280 20.298 2.169 2.098 0.728
72.011 131.961 1.187 1.595 0.728
82.529 102.995 2.059 1.872 0.728
77.290 164.124 1.890 2.014 0.728
80.507 210.500 2.286 1.837 0.728
80.219 161.980 1.967 1.888 0.728
82.838 80.096 2.225 1.977 0.729
83.302 128.211 2.098 1.945 0.729
81.115 166.139 2.027 1.908 0.729
83.824 135.000 2.127 2.216 0.729
71.098 165.881 1.703 1.852 0.729
65.559 303.323 0.787 2.102 0.729
79.196 149.444 1.993 1.806 0.729
73.468 154.654 1.660 1.938 0.730
74.372 199.737 1.981 2.110 0.730
80.219 175.400 1.978 1.978 0.730
74.975 186.435 1.928 1.920 0.730
70.334 171.777 1.419 1.788 0.730
72.036 232.628 2.608 1.758 0.730
65.750 303.616 0.778 1.387 0.730
72.162 131.424 1.217 1.355 0.730
76.309 220.347 2.240 1.913 0.730
70.633 339.249 0.872 2.322 0.730
79.528 185.528 2.066 1.957 0.730
80.163 222.230 2.497 2.076 0.731
78.860 159.376 1.918 1.888 0.731
73.936 178.798 1.998 2.017 0.731
69.917 64.440 1.086 1.849 0.731
80.700 158.070 2.034 1.838 0.731
82.713 92.643 2.109 2.044 0.731
72.528 203.102 1.981 2.081 0.732
74.585 153.622 1.688 1.776 0.732
71.704 223.008 2.358 1.841 0.732
80.026 180.644 2.057 2.126 0.732
85.519 102.995 2.205 2.088 0.732
76.162 175.815 1.916 2.145 0.732
70.292 66.801 0.381 1.612 0.732
77.551 179.484 1.945 2.288 0.732
82.002 142.970 2.111 1.947 0.733
80.480 137.862 1.962 1.860 0.733
81.730 155.171 2.146 1.933 0.733
74.082 159.775 1.785 1.973 0.733
69.914 339.331 0.890 2.076 0.733
72.354 180.365 1.851 2.012 0.733
78.416 115.821 1.755 1.902 0.733
74.320 258.851 1.979 1.816 0.733
81.598 42.839 2.100 2.051 0.733
78.517 117.316 1.750 1.781 0.734
76.499 154.926 1.832 2.044 0.734
80.858 160.677 2.031 1.960 0.734
81.952 188.807 2.220 2.003 0.734
79.182 169.854 1.865 2.231 0.734
75.525 131.228 1.888 1.656 0.734
75.747 217.321 2.105 1.999 0.734
81.598 47.161 2.607 2.289 0.735
71.419 195.803 1.658 2.052 0.735
76.638 74.914 1.604 1.875 0.735
69.993 166.667 nan 1.917 0.735
79.581 31.809 2.019 2.468 0.735
80.830 116.878 1.909 1.893 0.735
81.834 153.083 2.158 1.942 0.735
75.019 175.272 1.921 2.088 0.736
74.388 178.764 1.987 2.040 0.736
73.508 189.013 1.839 2.182 0.736
76.375 210.155 2.064 2.048 0.736
70.324 165.090 1.610 1.801 0.737
81.921 106.928 2.003 2.001 0.737
79.995 175.503 1.967 1.967 0.737
80.081 212.074 2.301 2.144 0.737
75.431 158.772 1.851 1.818 0.737
77.458 77.082 1.596 1.860 0.737
78.583 35.407 1.611 2.415 0.737
76.461 214.875 2.092 2.032 0.738
73.626 202.166 2.000 1.952 0.738
73.713 180.395 2.032 2.057 0.738
80.830 153.122 2.067 1.845 0.738
73.939 163.339 1.786 2.036 0.738
80.010 133.182 1.899 1.790 0.739
76.294 155.323 1.831 1.988 0.739
78.278 158.097 1.923 1.914 0.739
62.938 193.282 0.781 2.040 0.740
71.755 214.963 2.018 1.890 0.740
79.576 36.254 1.732 2.231 0.740
79.351 89.397 2.498 2.037 0.740
70.420 223.137 2.573 1.929 0.740
80.173 134.076 1.914 1.895 0.740
77.409 205.880 2.101 2.131 0.740
79.080 215.811 2.314 2.020 0.740
78.961 189.941 2.056 2.451 0.741
74.304 162.084 1.794 2.109 0.741
78.026 213.541 2.192 2.101 0.742
76.702 207.646 2.080 2.041 0.743
70.538 179.669 0.864 1.923 0.743
77.088 219.359 2.251 2.035 0.743
82.251 85.855 2.250 2.055 0.743
72.022 203.199 1.915 1.998 0.744
79.480 165.816 1.892 1.965 0.744
73.025 181.897 2.038 1.982 0.744
71.370 222.064 2.347 1.859 0.744
76.202 194.601 1.969 2.084 0.744
81.700 111.371 1.975 1.871 0.744
78.014 160.887 1.914 1.983 0.744
74.079 220.996 2.207 1.946 0.744
75.053 194.349 2.055 1.944 0.744
79.094 167.535 1.866 2.119 0.745
75.872 210.027 2.033 2.003 0.745
79.693 136.762 1.941 1.783 0.745
78.192 210.217 2.166 2.088 0.745
77.286 221.424 2.348 2.027 0.746
75.797 206.768 2.023 1.954 0.746
79.698 165.510 1.904 2.171 0.746
82.356 140.947 2.119 2.059 0.747
81.211 162.951 2.061 1.924 0.747
74.764 168.524 1.827 2.100 0.747
70.672 233.997 1.963 1.853 0.747
77.751 220.544 2.350 2.043 0.747
76.902 151.899 1.761 1.897 0.747
80.396 172.626 1.954 2.029 0.747
77.065 158.106 1.945 2.039 0.748
70.704 240.297 1.876 1.752 0.748
81.952 145.204 2.128 2.084 0.748
74.777 194.959 2.039 1.938 0.748
77.938 196.750 2.038 2.197 0.748
75.199 186.532 1.930 1.989 0.749
75.375 160.731 1.842 1.975 0.749
80.700 211.201 2.296 2.058 0.749
73.657 162.810 1.775 1.939 0.749
79.639 164.310 1.911 2.260 0.749
77.041 185.464 1.964 1.964 0.749
77.677 76.849 1.603 1.786 0.749
81.132 153.759 2.096 1.884 0.749
76.944 220.121 2.268 2.104 0.749
83.279 79.439 2.203 2.017 0.749
78.090 131.947 1.817 1.786 0.750
80.924 28.780 2.029 2.235 0.750
73.955 166.645 1.800 1.946 0.750
80.603 129.193 1.912 1.801 0.750
74.054 219.857 2.162 2.054 0.750
71.119 169.359 1.886 1.817 0.750
82.720 180.881 2.212 1.960 0.750
80.349 164.512 1.956 2.212 0.751
83.302 141.789 2.136 1.981 0.751
80.808 224.012 2.552 2.146 0.752
75.029 169.196 1.836 2.032 0.752
77.373 198.113 2.014 2.055 0.752
79.196 210.556 2.227 2.024 0.752
70.575 227.347 2.649 1.839 0.752
80.969 45.000 2.606 2.279 0.752
83.272 108.435 2.052 2.370 0.752
70.160 219.015 2.270 1.930 0.752
69.940 166.042 nan 2.262 0.752
80.010 176.785 1.993 2.076 0.752
72.441 215.623 2.005 1.901 0.752
70.449 169.725 1.411 1.841 0.753
83.538 81.027 2.212 1.942 0.753
78.149 147.362 1.889 1.852 0.753
72.514 199.134 1.815 2.176 0.753
81.069 19.799 1.999 2.122 0.753
70.394 173.079 1.680 1.844 0.753
77.226 200.026 2.022 2.165 0.753
80.020 181.931 2.070 2.037 0.753
79.801 180.630 2.046 2.060 0.753
67.028 299.710 1.045 1.455 0.753
71.307 234.302 2.271 1.936 0.753
70.269 224.538 2.424 1.795 0.753
77.053 217.962 2.201 2.127 0.754
78.856 174.806 1.935 1.973 0.754
83.453 167.152 2.200 2.007 0.754
84.236 82.185 2.204 1.912 0.754
81.280 110.298 1.988 1.909 0.754
81.871 168.071 2.138 1.978 0.754
83.476 129.428 2.107 1.959 0.754
78.226 90.546 1.814 2.011 0.755
70.225 63.289 0.876 1.680 0.755
73.990 171.529 1.847 1.978 0.755
76.357 78.136 1.624 1.718 0.755
74.690 219.644 2.164 1.930 0.755
83.117 68.025 2.162 1.978 0.756
77.575 210.964 2.135 1.972 0.756
79.890 148.601 2.004 1.961 0.756
72.499 169.267 1.782 2.089 0.756
81.822 143.915 2.104 1.965 0.756
80.969 135.000 1.958 1.906 0.756
78.060 194.689 2.026 1.982 0.756
79.304 218.191 2.376 2.075 0.756
78.386 220.301 2.384 2.040 0.757
79.756 126.995 1.864 1.874 0.757
81.508 81.656 2.326 1.960 0.757
79.845 137.684 1.950 1.824 0.757
70.686 220.276 2.323 1.886 0.757
64.824 180.771 0.461 2.008 0.757
70.585 223.591 2.582 1.893 0.757
85.237 113.552 2.137 2.182 0.757
81.598 179.236 2.126 2.163 0.758
75.736 190.426 1.952 2.216 0.758
72.852 167.512 1.769 1.967 0.758
81.822 193.465 2.227 2.171 0.758
81.081 147.308 2.058 1.935 0.758
72.651 159.922 1.735 2.126 0.758
78.961 147.440 2.000 1.811 0.758
71.441 154.522 0.960 1.566 0.759
79.071 158.962 1.923 1.931 0.759
73.518 161.318 1.772 2.016 0.759
76.290 187.997 1.947 2.175 0.759
75.271 194.566 2.035 1.956 0.760
72.552 176.677 2.096 2.079 0.760
71.985 158.398 1.605 1.788 0.760
83.324 67.306 2.175 1.942 0.760
71.351 159.161 1.195 1.768 0.761
76.596 208.496 2.076 1.971 0.761
80.443 175.292 1.990 2.082 0.761
76.695 216.773 2.144 2.033 0.761
74.156 196.894 1.965 2.107 0.761
77.187 156.801 1.933 1.833 0.761
69.724 220.498 nan 1.896 0.762
79.678 131.479 1.879 1.820 0.762
76.038 193.478 1.961 2.098 0.762
72.757 154.938 1.579 1.773 0.762
76.309 192.783 1.959 2.354 0.762
72.731 210.069 2.052 2.129 0.762
83.015 131.100 2.117 2.060 0.763
79.149 199.933 2.133 1.916 0.763
80.365 8.696 2.407 1.947 0.763
82.845 129.920 2.096 2.080 0.763
73.270 130.643 1.342 1.531 0.763
82.733 114.590 1.993 2.160 0.764
77.286 85.446 1.503 1.710 0.764
73.166 154.290 1.621 1.780 0.764
70.757 181.675 0.833 2.107 0.764
76.855 164.659 1.881 2.142 0.765
71.030 228.846 2.678 1.830 0.765
76.387 156.181 1.870 1.943 0.765
70.137 163.207 1.493 1.757 0.765
78.499 209.814 2.178 1.996 0.765
78.356 218.746 2.332 2.078 0.765
82.317 143.297 2.123 1.985 0.765
85.001 145.954 2.127 2.080 0.765
74.764 191.476 1.972 2.019 0.766
80.422 173.956 1.968 2.118 0.766
84.202 79.992 2.189 2.013 0.766
75.087 213.331 2.003 2.024 0.766
78.334 193.903 2.038 2.076 0.766
67.226 299.991 0.995 1.470 0.766
75.053 165.651 1.817 2.162 0.767
62.990 192.815 0.820 1.841 0.767
81.115 113.009 1.957 1.930 0.767
74.272 123.350 1.026 1.540 0.767
72.187 167.981 1.756 1.888 0.767
77.984 202.496 2.091 2.211 0.767
71.521 168.417 1.812 1.914 0.768
85.031 112.521 2.134 2.163 0.768
77.959 212.062 2.170 1.909 0.768
83.392 90.971 2.226 1.953 0.768
80.819 156.251 2.057 1.900 0.768
81.455 124.315 1.943 2.063 0.768
72.802 189.401 1.755 1.993 0.768
82.271 90.830 2.025 2.090 0.769
76.570 210.635 2.075 1.987 0.769
78.775 188.616 2.035 2.070 0.769
79.970 140.440 1.972 2.019 0.769
83.696 70.278 2.135 2.080 0.769
83.161 87.184 2.237 1.990 0.769
80.930 154.385 2.074 1.934 0.770
81.408 50.290 2.469 1.822 0.770
77.801 209.157 2.136 2.029 0.770
77.884 210.600 2.152 2.016 0.770
72.572 343.902 1.443 1.886 0.771
81.730 171.431 2.108 1.976 0.771
81.822 156.595 2.166 2.060 0.771
77.506 168.085 1.845 2.280 0.771
72.190 226.534 2.457 1.845 0.771
82.617 22.286 2.001 2.831 0.771
76.420 75.160 1.606 1.893 0.771
64.590 181.273 0.604 1.899 0.771
70.763 217.875 1.975 1.809 0.772
80.026 89.356 2.870 1.960 0.772
72.831 223.409 2.318 1.943 0.772
83.530 156.541 2.191 2.008 0.772
79.375 136.710 1.948 1.832 0.772
78.269 211.715 2.185 2.026 0.772
81.896 49.485 2.376 2.201 0.772
74.938 167.518 1.824 1.928 0.772
82.720 89.119 2.174 2.110 0.772
70.499 213.232 1.319 2.025 0.773
81.724 129.508 2.000 2.007 0.773
81.688 52.667 2.627 2.151 0.773
73.224 163.264 1.760 1.944 0.773
79.098 184.128 2.030 2.001 0.774
76.480 170.928 1.869 1.987 0.774
83.816 95.194 2.221 2.238 0.774
71.991 216.369 2.030 1.875 0.774
81.263 130.840 1.965 1.889 0.775
81.526 65.807 3.032 2.043 0.775
81.385 167.229 2.063 2.041 0.775
73.845 194.906 1.951 1.991 0.775
76.702 170.776 1.864 2.178 0.775
82.389 122.989 2.005 1.974 0.775
71.217 156.351 0.907 1.751 0.775
76.593 84.719 1.425 1.871 0.775
76.714 213.288 2.091 2.056 0.776
73.094 171.978 1.839 1.877 0.776
71.934 200.014 1.729 2.087 0.776
73.673 154.316 1.674 1.953 0.777
73.564 245.362 1.450 1.772 0.777
72.563 267.414 nan 1.644 0.777
77.661 97.836 2.853 1.701 0.777
78.451 89.444 1.935 1.826 0.777
83.161 50.315 2.224 2.080 0.777
72.337 209.338 2.045 1.988 0.778
74.840 178.727 1.984 2.101 0.778
84.642 79.160 2.180 2.070 0.778
78.069 201.501 2.086 2.203 0.778
82.617 99.605 2.082 1.938 0.778
76.593 204.206 2.054 2.247 0.778
72.672 232.907 2.789 1.843 0.778
77.567 201.705 2.062 2.231 0.778
78.605 346.921 1.291 2.058 0.779
82.180 51.981 2.321 2.176 0.779
74.918 171.870 1.858 2.036 0.779
74.884 171.027 1.847 2.169 0.779
80.924 89.293 2.170 1.894 0.779
73.936 120.689 1.125 1.423 0.779
79.441 189.162 2.082 2.084 0.779
74.372 197.133 1.983 2.114 0.779
81.092 219.898 2.443 2.070 0.780
83.569 82.999 2.227 2.067 0.780
71.038 233.198 2.326 1.867 0.781
73.124 172.733 1.857 2.159 0.781
70.217 174.452 1.540 1.940 0.781
71.038 216.802 2.189 1.862 0.781
79.975 185.774 2.096 1.973 0.781
74.130 67.973 1.398 1.838 0.781
76.798 77.735 1.597 1.881 0.782
80.026 152.571 2.004 2.003 0.782
74.542 258.690 1.977 1.863 0.782
79.126 217.461 2.353 2.177 0.782
83.841 88.958 2.239 2.090 0.782
71.400 232.368 2.481 2.005 0.782
73.851 174.012 1.890 2.235 0.782
75.299 200.095 1.992 2.008 0.783
77.959 94.808 2.173 1.753 0.783
73.832 168.378 1.809 2.010 0.783
71.746 172.569 1.934 1.873 0.783
82.123 150.154 2.166 2.005 0.783
73.471 189.782 1.840 2.056 0.783
77.298 209.055 2.111 1.946 0.784
82.135 116.200 1.957 2.009 0.784
79.080 148.431 1.997 1.853 0.784
70.591 225.470 2.478 1.934 0.784
82.838 63.034 2.182 2.119 0.784
80.224 205.096 2.220 2.263 0.785
76.290 208.872 2.061 2.041 0.785
79.855 163.968 1.922 2.205 0.785
79.361 159.656 1.932 1.974 0.785
84.377 54.728 2.251 2.179 0.786
78.530 219.447 2.366 2.211 0.786
75.472 191.136 1.963 2.003 0.786
75.087 236.669 3.050 2.010 0.786
74.588 72.621 1.308 1.833 0.786
82.987 141.483 2.142 2.023 0.786
82.529 77.005 2.165 2.058 0.786
82.040 193.841 2.237 2.178 0.786
80.199 185.906 2.112 2.122 0.787
81.934 64.502 2.939 1.878 0.787
71.030 168.024 1.860 1.840 0.787
71.884 267.510 1.564 1.802 0.787
82.796 78.341 2.193 2.008 0.787
80.743 141.882 1.999 1.896 0.788
73.061 188.775 1.792 2.085 0.788
76.514 81.870 1.541 1.651 0.788
81.200 158.334 2.086 1.973 0.788
77.551 190.905 1.977 2.066 0.788
79.025 214.177 2.275 2.027 0.788
80.328 169.992 1.930 2.051 0.789
66.396 194.103 0.477 2.117 0.789
77.116 220.764 2.307 2.163 0.790
77.187 166.329 1.859 2.244 0.790
75.070 179.569 1.984 1.981 0.790
83.593 95.013 2.211 1.980 0.790
77.604 208.652 2.124 1.927 0.790
73.441 196.960 1.889 2.633 0.790
79.722 207.962 2.229 2.021 0.790
74.340 165.466 1.802 2.159 0.791
77.405 166.088 1.859 2.402 0.791
71.847 207.676 1.959 2.004 0.791
72.022 66.801 1.742 1.721 0.792
71.856 200.681 1.708 1.989 0.792
76.748 166.787 1.853 2.116 0.792
73.376 186.597 1.870 2.112 0.792
74.884 188.973 1.927 2.011 0.792
75.158 257.330 nan 1.835 0.792
76.081 73.610 1.654 1.939 0.792
76.570 173.766 1.885 2.253 0.792
79.722 198.435 2.155 2.026 0.792
75.708 164.982 1.839 2.191 0.792
71.808 234.051 2.446 1.931 0.792
82.174 80.942 2.268 1.977 0.792
81.356 86.285 2.384 2.024 0.793
82.838 99.904 2.106 1.998 0.793
70.670 211.192 1.317 2.015 0.793
77.266 354.440 1.573 1.990 0.793
74.343 175.475 1.926 2.000 0.793
83.407 69.102 2.135 2.112 0.793
83.832 93.122 2.235 2.061 0.793
76.683 150.195 1.608 1.900 0.793
84.814 103.736 2.185 2.126 0.793
72.911 194.859 1.828 2.072 0.794
80.312 131.248 1.903 1.951 0.794
80.250 180.659 2.068 2.143 0.794
74.006 167.428 1.807 1.996 0.794
70.952 183.724 1.380 2.278 0.794
67.871 331.739 0.415 2.021 0.795
72.025 227.027 2.475 1.862 0.795
76.836 175.601 1.898 2.012 0.795
81.443 46.061 2.379 2.340 0.795
79.975 84.226 2.240 2.222 0.796
71.430 267.571 1.568 1.706 0.796
78.824 193.339 2.071 2.079 0.796
74.724 172.823 1.870 2.330 0.796
73.154 250.115 2.123 1.859 0.796
70.880 228.338 2.519 1.840 0.797
70.591 300.280 1.227 1.895 0.797
81.064 82.073 2.367 2.210 0.797
82.200 122.093 1.986 2.038 0.798
74.246 277.784 nan 1.907 0.798
79.547 85.696 2.140 2.009 0.799
81.373 142.386 2.050 1.937 0.799
80.996 163.369 2.028 2.020 0.799
72.784 158.962 1.728 2.051 0.799
78.226 199.470 2.078 1.978 0.799
77.600 155.985 1.921 1.962 0.799
75.676 209.578 2.014 1.962 0.799
81.730 118.301 1.939 2.012 0.800
80.005 210.303 2.276 2.059 0.800
74.864 240.202 nan 1.962 0.800
83.609 176.987 2.237 1.909 0.800
77.901 214.426 2.194 2.154 0.800
78.356 128.746 1.791 1.803 0.800
77.108 100.528 1.089 1.836 0.800
77.147 110.966 0.685 1.673 0.800
75.448 198.435 2.013 2.022 0.800
80.841 82.266 2.333 2.023 0.801
84.559 143.366 2.118 2.048 0.801
76.925 170.618 1.858 2.049 0.801
80.646 161.131 2.008 1.934 0.801
76.683 203.325 2.049 2.244 0.801
69.663 337.551 0.585 2.035 0.802
77.329 190.713 1.970 1.962 0.802
70.907 226.432 2.607 2.006 0.802
69.772 166.814 nan 2.193 0.803
72.053 169.535 1.781 2.024 0.803
76.224 200.501 2.014 2.143 0.803
81.408 129.710 1.971 1.958 0.803
82.529 156.125 2.194 2.036 0.804
83.124 59.676 2.394 2.076 0.804
81.694 79.902 2.248 2.083 0.804
80.700 126.180 1.904 1.971 0.804
83.554 72.824 2.125 2.161 0.804
78.183 184.899 1.984 2.247 0.805
73.441 131.149 1.493 1.647 0.805
75.722 159.286 1.874 2.045 0.805
83.332 139.086 2.134 2.074 0.805
79.011 161.565 1.906 2.001 0.805
80.286 140.618 1.979 2.009 0.806
83.906 69.567 2.144 2.163 0.806
82.435 205.427 2.336 2.080 0.806
80.443 85.292 2.414 1.952 0.806
73.459 222.248 2.266 2.130 0.806
81.909 158.051 2.164 2.054 0.806
83.030 66.318 2.213 2.002 0.806
81.580 86.186 2.337 2.046 0.806
80.727 154.983 2.053 1.918 0.806
71.491 233.896 2.366 1.927 0.806
78.570 201.280 2.110 2.548 0.806
77.147 159.034 1.943 1.864 0.807
75.399 213.079 2.016 2.078 0.807
75.998 189.689 1.945 2.128 0.807
71.563 291.088 1.287 1.989 0.807
71.160 170.032 1.897 1.771 0.808
80.891 148.069 2.051 1.944 0.808
79.698 202.380 2.177 2.307 0.808
69.222 194.112 0.856 1.911 0.808
77.913 205.852 2.118 2.094 0.808
80.127 206.274 2.229 2.136 0.808
84.236 150.945 2.154 1.908 0.808
69.719 166.195 nan 1.980 0.809
74.301 173.841 1.887 2.047 0.809
76.855 201.529 2.026 2.112 0.809
74.717 192.301 1.997 2.173 0.809
79.571 200.772 2.160 2.142 0.809
72.045 155.200 1.465 1.902 0.809
82.944 90.909 2.197 2.057 0.809
81.008 210.719 2.295 2.129 0.810
78.213 145.856 1.876 1.986 0.810
83.648 139.289 2.128 2.128 0.810
80.071 143.259 1.987 1.957 0.810
80.491 201.425 2.202 2.083 0.810
80.173 187.206 2.118 2.036 0.810
67.850 330.436 0.349 2.092 0.811
73.654 169.308 1.811 1.989 0.811
81.391 212.242 2.331 2.079 0.811
81.896 130.515 2.022 2.061 0.811
75.747 179.549 1.970 2.187 0.811
78.438 199.841 2.093 2.080 0.811
83.964 139.514 2.122 2.185 0.811
79.950 187.046 2.102 2.049 0.811
71.665 178.243 1.731 2.087 0.811
83.438 143.326 2.136 2.039 0.811
72.870 172.083 1.846 2.007 0.811
73.682 193.941 1.951 2.082 0.812
80.919 218.991 2.419 2.218 0.812
77.547 141.582 1.644 1.999 0.812
78.526 146.155 1.930 1.887 0.812
72.473 194.482 1.782 2.180 0.812
79.163 219.123 2.397 2.191 0.812
