################## FYI, April 2013 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
72.085 341.338 0.778 1.453 0.849
77.751 176.326 1.904 1.839 0.849
71.507 340.463 0.748 1.493 0.850
74.496 192.124 1.734 1.638 0.850
74.777 151.356 2.451 1.484 0.850
83.931 52.496 1.944 1.778 0.850
72.276 190.597 2.073 1.821 0.850
79.112 118.940 2.163 1.696 0.850
77.132 75.358 1.514 1.500 0.850
82.232 137.337 2.008 1.753 0.850
81.132 183.621 2.064 1.852 0.850
71.098 186.491 3.040 1.830 0.850
81.327 125.538 2.063 1.695 0.850
70.225 169.841 1.240 1.717 0.851
83.609 183.013 2.118 1.768 0.851
77.714 33.835 1.100 1.693 0.851
80.020 124.939 2.087 1.673 0.851
74.787 206.754 1.933 2.109 0.851
80.946 102.144 2.974 1.923 0.851
74.988 297.140 1.287 1.391 0.851
84.141 45.000 1.932 1.630 0.851
71.217 340.046 0.744 1.717 0.851
81.426 17.488 1.823 1.630 0.851
80.907 67.543 2.393 1.647 0.852
79.043 131.682 1.988 1.510 0.852
79.915 165.192 1.933 1.800 0.852
74.542 191.310 1.732 1.717 0.852
83.554 72.824 1.923 1.788 0.852
72.068 175.326 2.088 1.694 0.852
80.678 166.799 1.958 1.766 0.852
82.720 179.119 2.059 1.952 0.853
70.710 228.783 2.013 1.479 0.853
73.908 229.529 2.055 1.611 0.853
79.722 108.435 2.783 1.590 0.853
72.119 181.801 2.607 1.779 0.853
74.614 193.935 1.734 1.779 0.853
81.491 16.049 1.826 1.646 0.854
80.770 349.509 1.962 1.501 0.854
80.199 120.964 2.139 1.668 0.854
72.508 286.805 1.297 1.625 0.854
80.646 161.131 1.946 1.714 0.854
78.399 34.765 1.175 1.640 0.854
85.301 77.619 2.011 1.757 0.854
81.432 101.310 2.744 1.777 0.854
82.908 21.297 1.776 1.732 0.855
71.472 219.583 2.552 1.638 0.855
85.409 181.397 2.111 1.817 0.855
85.123 80.754 2.004 1.710 0.855
83.073 55.539 1.962 1.771 0.855
75.765 157.276 2.246 1.775 0.855
80.565 195.852 2.202 1.733 0.855
75.330 170.754 2.059 1.804 0.855
79.698 81.870 1.318 1.602 0.856
79.801 167.949 1.934 1.857 0.856
83.059 169.778 2.045 1.707 0.856
83.696 70.278 1.940 1.828 0.856
76.661 18.130 1.267 1.415 0.856
75.396 172.493 2.022 1.682 0.856
84.513 88.831 2.000 1.623 0.856
81.921 163.072 1.999 2.089 0.856
80.066 168.944 1.945 1.911 0.856
80.619 29.320 1.647 1.539 0.857
74.214 171.409 2.311 1.623 0.857
81.211 11.023 1.764 1.610 0.857
79.523 117.387 2.218 1.747 0.857
80.459 130.236 2.024 1.668 0.857
82.232 151.587 1.954 1.856 0.857
63.040 192.346 1.080 2.085 0.857
72.125 268.919 1.790 1.539 0.857
77.018 353.550 1.435 1.786 0.857
71.643 200.433 2.017 1.759 0.858
80.528 117.474 2.174 1.660 0.858
80.349 195.488 2.188 1.663 0.858
70.710 166.855 2.442 1.777 0.858
84.737 91.219 2.023 1.730 0.858
72.008 197.076 1.992 1.723 0.858
84.708 173.928 2.057 1.917 0.858
77.274 202.270 2.073 1.902 0.858
78.069 130.426 1.931 1.582 0.858
81.730 188.569 2.118 1.907 0.859
71.217 199.954 2.087 1.614 0.859
69.917 295.560 1.229 1.494 0.859
70.784 188.415 2.771 1.586 0.859
80.700 126.180 2.066 1.598 0.859
85.857 181.548 2.100 1.758 0.859
85.051 37.648 1.942 1.700 0.859
77.859 201.113 2.116 1.793 0.859
80.776 40.073 1.630 1.692 0.859
79.252 172.208 1.940 1.876 0.859
73.776 206.742 1.922 1.946 0.859
85.082 78.179 1.996 1.786 0.860
71.119 190.641 2.310 1.573 0.860
78.557 138.972 1.991 1.611 0.860
76.863 177.553 1.868 1.879 0.860
78.847 129.289 2.000 1.586 0.860
80.869 6.340 1.676 1.744 0.860
77.438 172.304 1.923 1.572 0.860
73.873 162.575 2.771 1.607 0.860
72.701 291.732 1.427 1.530 0.860
70.974 201.864 nan 1.779 0.860
81.526 65.807 2.738 1.616 0.860
71.430 290.191 1.369 1.629 0.861
73.431 59.436 2.034 1.786 0.861
83.792 50.856 1.939 1.820 0.861
79.262 193.891 2.106 2.098 0.861
74.082 200.225 1.781 1.687 0.861
80.333 34.611 1.436 1.440 0.861
77.514 199.411 2.037 1.795 0.861
77.321 178.479 1.876 1.815 0.861
70.936 175.601 1.660 1.746 0.861
73.073 167.347 2.777 1.775 0.861
80.286 129.382 2.033 1.680 0.862
71.746 172.569 2.268 1.644 0.862
79.337 140.117 2.034 1.753 0.862
70.853 191.178 2.296 1.603 0.862
75.070 170.042 2.082 1.808 0.862
78.399 156.656 2.048 1.647 0.862
81.927 29.055 1.731 1.529 0.862
71.351 290.839 1.333 1.653 0.862
81.538 6.843 1.682 1.570 0.862
70.765 180.335 1.085 1.489 0.863
76.596 151.504 2.322 1.946 0.863
75.448 198.435 1.794 2.012 0.863
71.003 303.408 1.530 1.366 0.863
76.096 173.047 1.958 1.859 0.864
69.942 223.636 nan 1.600 0.864
72.053 206.405 2.348 1.740 0.864
81.491 73.951 1.750 1.653 0.864
70.264 189.516 2.682 1.584 0.864
81.706 106.477 2.373 1.804 0.864
80.700 0.690 nan 1.635 0.864
81.508 171.656 2.001 1.783 0.864
81.816 177.647 2.031 1.794 0.864
79.791 162.759 1.931 1.707 0.864
79.112 208.940 2.390 1.859 0.864
74.178 244.344 1.540 1.589 0.865
79.196 157.426 1.983 1.917 0.865
69.600 294.444 1.157 1.670 0.865
79.346 181.809 1.983 1.821 0.865
82.135 169.330 2.020 1.651 0.865
80.219 184.600 2.035 1.915 0.865
75.711 175.946 1.913 1.705 0.865
80.132 195.141 2.173 1.970 0.865
79.163 140.877 2.050 1.809 0.865
74.624 189.669 1.727 1.853 0.865
71.138 343.726 1.091 1.427 0.866
76.514 171.870 1.959 1.592 0.866
76.257 171.076 1.992 1.743 0.866
79.361 159.656 1.945 1.690 0.866
80.349 105.489 2.843 1.633 0.866
72.701 214.413 2.268 1.788 0.866
70.990 215.853 2.602 1.611 0.867
76.487 209.332 2.138 1.816 0.867
84.642 100.840 2.064 1.645 0.867
79.707 125.248 2.071 1.613 0.867
78.308 24.353 1.885 1.544 0.867
71.918 195.505 1.985 1.677 0.867
72.099 183.240 2.641 1.647 0.868
74.392 179.588 1.920 1.704 0.868
74.887 154.006 3.032 1.793 0.868
82.317 120.677 2.060 1.563 0.868
79.537 134.132 1.992 1.677 0.868
83.624 59.381 1.956 1.685 0.868
79.002 119.962 2.131 1.653 0.868
75.514 190.265 1.724 1.862 0.868
83.736 61.144 1.954 1.730 0.868
76.646 31.954 1.107 1.587 0.868
71.173 216.254 2.583 1.547 0.868
73.955 189.265 1.763 1.753 0.869
57.307 194.278 0.523 1.558 0.869
80.328 43.122 1.510 1.570 0.869
82.651 82.117 1.833 1.773 0.869
69.620 178.418 nan 1.732 0.869
78.552 171.552 1.924 1.887 0.869
79.970 166.430 1.937 2.002 0.869
77.805 204.444 2.184 2.010 0.869
75.926 164.745 2.097 1.935 0.870
74.572 216.119 2.230 1.631 0.870
71.884 214.380 2.394 1.780 0.870
74.156 182.031 1.870 1.626 0.871
60.278 185.906 1.007 2.098 0.871
80.396 187.374 2.064 1.809 0.871
71.568 235.437 0.858 1.687 0.871
84.280 176.634 2.077 1.759 0.871
74.372 197.133 1.752 1.734 0.871
80.501 162.848 1.945 1.816 0.871
75.998 297.181 1.695 1.548 0.871
73.892 212.471 2.075 1.898 0.872
70.394 60.051 1.258 1.482 0.872
82.395 189.324 2.140 1.872 0.872
83.939 25.145 1.824 1.803 0.872
77.772 144.707 1.965 1.585 0.872
73.508 189.013 1.839 1.847 0.872
77.018 192.475 1.844 1.704 0.872
69.919 296.996 1.258 1.332 0.872
72.225 173.100 2.266 1.677 0.872
82.617 9.605 1.793 1.704 0.873
64.824 180.771 0.784 1.743 0.873
70.832 230.237 1.849 1.586 0.873
72.873 342.041 0.791 1.483 0.873
70.789 162.626 2.632 1.559 0.873
77.310 153.208 2.139 1.692 0.873
79.693 43.238 1.284 1.595 0.873
83.931 29.876 1.840 1.676 0.873
70.672 233.997 1.537 1.707 0.873
79.576 0.616 nan 1.685 0.873
76.387 184.254 1.797 1.888 0.873
72.899 172.828 2.388 1.798 0.873
73.124 187.267 1.932 1.730 0.873
76.902 146.174 1.834 1.629 0.873
83.931 60.124 1.947 1.729 0.874
74.667 203.749 1.862 1.863 0.874
73.579 212.712 2.100 1.728 0.874
73.206 201.588 1.903 1.920 0.874
78.226 160.530 1.992 1.742 0.874
73.657 60.792 1.908 1.463 0.874
69.067 336.882 nan 1.475 0.875
80.333 135.000 2.000 1.636 0.875
80.776 139.927 1.998 1.790 0.875
59.169 192.963 0.559 1.646 0.875
73.657 156.077 2.999 1.556 0.875
77.014 70.313 2.092 1.497 0.876
73.955 346.645 1.028 1.391 0.876
68.594 334.109 nan 1.642 0.876
70.630 64.179 1.264 1.432 0.876
84.315 57.875 1.955 1.859 0.876
77.768 148.496 2.084 1.758 0.876
72.528 293.102 1.368 1.636 0.876
78.014 152.716 2.142 1.833 0.876
78.077 148.851 2.132 1.713 0.876
80.328 153.138 1.983 1.777 0.877
84.039 61.991 1.942 1.764 0.877
71.819 220.486 2.516 1.652 0.877
74.874 70.489 1.450 1.569 0.877
79.528 132.397 1.992 1.613 0.877
76.806 153.217 2.184 1.801 0.877
82.987 51.483 1.932 1.726 0.877
81.332 194.216 2.192 1.763 0.877
82.135 63.800 2.261 1.789 0.877
73.977 207.104 1.916 1.979 0.877
83.347 96.766 2.051 1.711 0.878
75.736 182.255 1.798 1.744 0.878
83.385 182.911 2.107 1.753 0.878
84.236 60.945 1.952 1.685 0.878
71.009 293.377 1.284 1.766 0.878
71.252 214.739 2.541 1.779 0.878
71.690 201.997 2.167 1.508 0.878
78.425 176.112 1.933 1.750 0.878
70.816 60.880 1.303 1.609 0.878
73.070 195.789 1.858 1.659 0.879
74.401 189.530 1.737 1.709 0.879
78.650 196.645 2.108 1.939 0.879
70.749 224.053 2.561 1.536 0.879
80.188 103.878 2.990 1.642 0.879
73.542 171.759 2.417 1.689 0.879
85.175 176.009 2.067 1.895 0.879
72.351 181.095 2.363 1.779 0.879
80.026 117.429 2.209 1.677 0.880
75.378 204.007 1.908 1.808 0.880
77.349 194.899 1.921 2.036 0.880
80.459 139.764 2.000 1.772 0.880
70.337 219.428 2.745 1.512 0.880
81.126 133.977 2.009 1.772 0.880
80.020 114.550 2.300 1.625 0.880
81.443 136.061 2.007 1.740 0.880
83.030 43.698 1.886 1.711 0.880
73.735 193.173 1.785 1.753 0.880
71.563 212.042 2.453 1.905 0.880
71.076 191.310 2.259 1.653 0.880
81.915 132.754 2.017 1.714 0.880
70.444 217.991 2.507 1.684 0.881
72.572 215.022 2.319 2.086 0.881
76.375 210.155 2.146 1.785 0.881
83.392 89.029 1.948 1.749 0.881
85.497 124.875 2.056 1.700 0.881
82.429 82.349 1.802 1.663 0.881
76.213 56.957 0.716 1.443 0.881
78.725 199.156 2.176 1.905 0.881
73.166 154.290 2.996 1.810 0.881
74.272 61.422 2.086 1.388 0.881
77.490 354.341 1.515 1.545 0.881
78.486 112.319 2.456 1.647 0.881
78.399 124.765 2.008 1.616 0.882
85.409 88.603 2.045 1.742 0.882
79.149 146.802 2.085 1.732 0.882
82.838 153.034 1.969 1.673 0.882
80.743 128.118 2.046 1.686 0.882
81.700 68.629 2.294 1.563 0.882
80.005 107.622 2.771 1.564 0.882
82.034 62.354 1.714 1.601 0.882
79.796 178.112 1.997 1.768 0.882
68.789 335.204 0.442 1.391 0.882
75.620 172.376 2.008 1.903 0.882
75.588 160.436 2.205 1.776 0.882
81.211 191.023 2.139 1.848 0.882
85.621 57.529 2.011 1.843 0.882
78.137 172.942 1.925 1.743 0.882
79.057 133.340 1.985 1.630 0.883
71.674 216.518 2.493 1.726 0.883
77.677 166.849 1.944 1.867 0.883
80.646 6.189 1.794 1.694 0.883
71.991 216.369 2.436 1.828 0.883
82.135 79.330 1.771 1.623 0.883
82.415 163.706 2.019 1.869 0.883
79.751 174.352 1.971 1.652 0.883
77.405 171.293 1.928 1.861 0.883
78.460 147.700 2.111 1.777 0.883
59.873 188.435 0.896 1.636 0.883
69.104 189.615 2.757 1.744 0.884
71.507 199.537 2.059 1.766 0.884
59.446 187.890 0.892 3.757 0.884
86.081 88.363 2.081 1.726 0.884
84.193 109.134 2.068 1.646 0.884
77.073 120.793 2.033 1.473 0.884
78.517 117.316 2.201 1.651 0.884
77.579 129.872 1.857 1.600 0.884
72.802 161.328 2.942 1.643 0.884
79.995 131.367 2.008 1.654 0.885
67.109 188.210 2.416 1.540 0.885
85.185 178.668 2.096 1.881 0.885
79.020 139.970 2.047 1.660 0.885
81.871 101.929 2.463 1.717 0.885
82.720 89.119 1.880 1.733 0.885
86.081 91.637 2.083 1.786 0.885
72.196 135.512 1.883 1.392 0.885
81.473 170.166 1.996 1.786 0.885
75.951 211.278 2.133 1.801 0.885
76.871 91.469 1.064 1.607 0.885
81.385 102.771 2.705 1.638 0.885
85.809 34.114 1.977 1.650 0.886
82.046 179.193 2.043 1.725 0.886
70.933 295.507 1.300 1.388 0.886
74.787 296.754 1.306 1.475 0.886
81.568 70.602 2.014 1.535 0.886
73.851 185.988 1.823 1.568 0.886
84.737 38.089 1.928 1.678 0.886
75.261 86.070 0.992 1.578 0.886
81.143 177.825 2.023 1.725 0.887
74.050 186.875 1.777 1.782 0.887
81.024 155.674 1.956 1.895 0.887
79.112 151.060 2.082 1.814 0.887
84.814 103.736 2.071 1.733 0.887
79.062 135.000 1.996 1.565 0.887
81.229 118.202 2.129 1.672 0.887
77.896 140.262 1.911 1.564 0.887
82.389 32.989 1.760 1.575 0.887
72.253 231.170 1.826 1.583 0.887
73.349 209.505 1.999 2.026 0.887
81.280 159.702 1.966 1.857 0.887
85.398 48.945 1.987 1.731 0.888
70.585 168.299 2.219 1.555 0.888
85.082 41.309 1.953 1.699 0.888
82.873 98.130 2.097 1.732 0.888
78.743 135.000 1.969 1.740 0.888
78.583 107.723 2.880 1.453 0.888
82.356 190.981 2.162 1.661 0.888
79.191 49.205 1.161 1.631 0.888
77.587 124.695 1.950 1.560 0.889
76.309 192.783 1.779 1.802 0.889
78.650 147.095 2.100 1.701 0.889
75.378 155.993 2.511 1.933 0.889
78.717 117.838 2.188 1.549 0.890
81.143 34.695 1.597 1.685 0.890
82.258 14.237 1.736 1.889 0.890
82.678 173.853 2.040 1.944 0.890
80.333 124.611 2.088 1.614 0.890
77.955 144.090 2.013 1.639 0.890
71.507 342.667 0.979 1.497 0.890
80.991 68.860 2.164 1.736 0.891
74.840 178.727 1.900 1.787 0.891
79.890 125.981 2.069 1.621 0.891
77.989 92.675 1.310 1.657 0.891
82.356 169.019 2.026 1.866 0.891
79.786 183.145 2.009 1.807 0.891
69.091 294.495 1.176 1.375 0.891
75.083 241.699 1.785 1.749 0.891
82.395 43.807 1.885 1.789 0.891
71.179 176.231 1.738 1.713 0.892
80.841 187.734 2.088 1.882 0.892
77.183 171.444 1.931 1.802 0.892
82.489 177.436 2.046 1.831 0.892
73.873 62.186 1.672 1.533 0.892
79.654 129.726 2.019 1.627 0.892
76.748 193.213 1.826 2.049 0.892
71.615 184.560 2.854 1.895 0.893
79.323 184.214 1.992 2.071 0.893
76.871 181.469 1.843 1.744 0.893
85.633 181.469 2.106 1.937 0.893
82.761 55.081 1.928 1.816 0.893
78.386 120.774 2.080 1.593 0.893
79.351 179.397 1.977 1.864 0.893
73.016 341.086 0.648 1.583 0.893
74.526 173.752 2.109 2.003 0.893
70.145 341.154 0.842 1.593 0.893
81.508 8.344 1.714 1.884 0.894
81.166 192.450 2.158 1.708 0.894
75.275 213.811 2.157 1.641 0.894
80.646 173.811 1.986 1.778 0.894
83.235 114.444 2.054 1.616 0.894
79.816 114.027 2.340 1.690 0.894
74.834 177.879 1.921 1.927 0.894
78.766 143.931 2.068 1.577 0.895
80.199 174.094 1.980 1.779 0.895
72.346 268.176 1.672 1.771 0.895
64.524 22.132 nan 1.310 0.895
72.864 159.664 2.937 1.747 0.895
85.497 55.125 2.003 1.656 0.895
75.711 184.054 1.770 1.742 0.896
78.947 126.754 2.024 1.588 0.896
84.031 23.199 1.824 1.877 0.896
73.270 206.737 1.945 1.579 0.896
80.422 118.664 2.167 1.701 0.896
68.046 187.964 3.426 1.880 0.897
84.931 59.470 1.979 1.723 0.897
76.855 344.659 0.931 1.789 0.897
79.751 166.724 1.932 2.055 0.897
73.267 212.943 2.131 1.767 0.897
77.381 120.440 2.060 1.561 0.897
80.963 137.010 2.003 1.622 0.897
77.405 346.088 0.959 1.508 0.898
84.642 79.160 1.968 1.719 0.898
76.176 183.257 1.795 1.837 0.898
79.610 113.523 2.386 1.685 0.898
72.962 154.618 2.965 1.836 0.898
73.130 195.054 1.854 1.904 0.898
80.142 139.611 2.002 1.677 0.898
83.538 81.027 1.907 1.626 0.898
72.675 187.079 2.068 1.811 0.898
82.356 10.981 1.754 1.819 0.898
82.713 182.643 2.081 1.752 0.898
81.761 7.028 1.720 1.711 0.899
80.406 165.801 1.948 1.913 0.899
78.269 148.285 2.120 1.801 0.899
68.981 187.696 3.328 2.077 0.899
84.133 41.906 1.921 1.727 0.899
73.864 65.754 1.317 1.544 0.899
71.856 200.681 2.051 1.742 0.899
71.856 233.059 1.854 1.510 0.899
78.213 152.216 2.133 1.787 0.899
81.508 30.964 1.664 1.711 0.899
83.736 24.274 1.816 1.755 0.899
81.115 156.991 1.960 1.866 0.899
73.845 194.906 1.769 1.730 0.899
70.428 297.007 1.272 1.418 0.900
84.961 178.727 2.100 1.748 0.900
72.672 232.907 1.763 1.570 0.900
78.213 129.596 1.952 1.622 0.900
77.506 343.843 1.051 1.663 0.900
67.504 194.802 0.791 1.509 0.900
73.873 152.186 3.121 2.056 0.900
73.209 169.592 2.617 1.857 0.900
79.080 148.431 2.095 1.712 0.901
84.280 93.366 2.025 1.746 0.901
79.271 122.196 2.094 1.633 0.901
78.107 208.740 2.300 1.859 0.901
72.616 210.710 2.167 1.816 0.901
85.821 20.376 1.954 1.793 0.901
83.616 68.385 1.953 1.713 0.901
83.030 113.682 2.055 1.661 0.901
78.077 31.149 1.128 1.840 0.901
83.530 66.541 1.958 1.716 0.901
80.963 42.990 1.900 1.545 0.901
77.003 154.983 2.158 2.021 0.902
83.841 88.958 1.970 1.734 0.902
74.082 159.775 2.818 1.757 0.902
84.440 115.017 2.066 1.652 0.902
80.127 116.274 2.236 1.676 0.902
81.373 179.256 2.037 1.843 0.902
73.785 164.327 2.739 1.676 0.902
83.030 156.318 1.997 1.812 0.903
76.714 123.288 1.924 1.528 0.903
84.280 40.236 1.919 1.717 0.903
77.751 93.674 1.208 1.646 0.903
73.704 214.895 2.202 1.967 0.903
79.380 135.000 1.996 1.579 0.903
77.065 201.894 2.041 1.920 0.903
84.931 46.790 1.962 1.835 0.903
69.909 241.569 1.738 1.732 0.903
86.145 64.179 2.045 1.741 0.903
72.139 208.985 2.315 1.946 0.903
76.902 151.899 2.170 1.768 0.903
80.517 35.380 1.477 1.570 0.904
77.226 343.156 0.862 1.795 0.904
80.841 7.734 1.681 1.839 0.904
75.378 347.137 1.041 1.820 0.904
72.873 162.041 2.951 1.575 0.905
72.672 217.093 2.402 1.855 0.905
85.248 74.982 2.005 1.768 0.905
77.325 126.363 1.898 1.586 0.905
78.179 141.934 2.001 1.684 0.905
69.851 238.707 nan 1.654 0.905
73.920 182.802 1.880 1.780 0.905
71.507 160.463 2.827 2.399 0.905
83.593 174.987 2.062 1.840 0.905
83.648 40.711 1.893 1.718 0.905
79.163 129.123 2.015 1.646 0.906
73.230 160.837 2.927 1.598 0.906
83.719 101.310 2.077 1.761 0.906
75.427 192.002 1.727 1.762 0.906
75.053 165.651 2.184 1.762 0.906
79.210 124.846 2.053 1.630 0.906
80.646 136.941 2.001 1.629 0.906
82.206 97.431 2.213 1.745 0.907
83.030 23.682 1.783 1.775 0.907
75.141 171.747 2.057 1.842 0.907
72.941 199.628 1.916 1.741 0.907
80.459 33.503 1.491 1.580 0.908
74.757 202.977 1.849 1.676 0.908
75.775 170.463 2.035 1.839 0.908
72.441 197.507 1.943 1.646 0.908
76.401 154.069 2.296 1.771 0.908
74.395 122.661 1.835 1.218 0.908
81.092 173.501 1.993 1.860 0.908
84.559 36.634 1.914 1.671 0.908
75.998 207.181 2.028 1.816 0.908
73.456 176.496 2.144 1.767 0.908
72.971 175.079 2.253 1.837 0.908
81.280 110.298 2.293 1.591 0.909
74.787 243.246 1.784 1.650 0.909
80.480 137.862 2.000 1.675 0.909
73.236 210.174 2.022 1.722 0.909
77.628 171.135 1.925 1.978 0.909
75.392 295.974 1.482 1.485 0.909
81.373 142.386 1.989 1.721 0.910
69.298 294.753 1.188 1.424 0.910
74.750 186.340 1.745 1.763 0.910
71.699 195.317 1.985 1.817 0.910
78.712 124.479 2.031 1.616 0.910
81.115 5.064 1.588 1.878 0.910
76.401 205.931 2.045 2.118 0.910
75.254 210.665 2.045 1.747 0.910
78.356 128.746 1.970 1.581 0.911
77.649 147.609 2.045 1.631 0.911
80.020 1.931 1.557 1.659 0.911
82.349 197.904 2.277 1.753 0.911
85.857 88.452 2.071 1.721 0.911
79.816 155.973 1.977 1.889 0.911
79.480 104.184 2.295 1.718 0.911
67.878 186.727 3.615 1.846 0.912
69.613 295.858 1.243 1.715 0.912
71.063 226.925 2.398 1.627 0.912
71.797 340.894 0.750 1.586 0.912
76.089 114.291 1.199 1.458 0.912
72.473 194.482 1.936 1.814 0.913
83.890 166.218 2.038 1.903 0.913
81.700 31.759 1.682 1.652 0.913
83.324 22.694 1.793 1.778 0.913
81.508 53.584 1.609 1.585 0.913
83.672 76.701 1.910 1.632 0.913
85.409 45.000 1.978 1.787 0.914
77.620 137.203 1.753 1.501 0.914
72.784 201.038 1.960 1.777 0.914
75.107 170.893 2.074 1.821 0.914
73.169 217.405 2.374 1.822 0.914
73.873 174.806 2.157 1.784 0.914
79.094 167.535 1.914 1.818 0.914
76.346 173.868 1.930 1.698 0.914
82.475 175.732 2.040 1.868 0.914
77.337 147.295 1.959 1.660 0.914
82.720 90.881 1.908 1.794 0.915
75.368 163.511 2.163 1.888 0.915
77.901 34.426 1.119 1.693 0.915
72.888 214.838 2.270 1.801 0.915
68.733 337.917 0.831 1.372 0.916
72.965 152.928 3.011 2.273 0.916
71.549 186.649 2.667 1.794 0.916
77.764 92.626 1.262 1.770 0.916
78.338 146.768 2.097 1.960 0.916
70.184 169.200 1.802 1.657 0.916
81.730 151.699 1.953 1.986 0.916
78.103 113.908 2.308 1.592 0.917
68.879 50.625 nan 1.387 0.917
74.076 186.072 1.789 1.602 0.917
78.888 149.036 2.105 1.822 0.917
77.073 195.604 1.900 1.986 0.917
78.650 122.905 2.048 1.585 0.917
84.708 186.072 2.162 1.919 0.917
85.644 25.907 1.928 1.750 0.917
79.337 146.143 2.068 1.818 0.918
79.751 193.276 2.118 2.087 0.918
75.029 169.196 2.112 1.694 0.918
75.223 132.537 1.419 1.620 0.918
79.071 158.962 1.962 1.779 0.918
81.473 99.834 2.767 1.707 0.919
81.688 142.667 1.989 1.760 0.919
79.791 107.241 2.843 1.687 0.919
80.565 142.722 1.996 1.780 0.919
70.982 239.036 1.963 1.521 0.919
83.146 85.314 1.902 1.812 0.920
83.696 56.592 1.954 1.867 0.920
84.680 98.471 2.055 1.686 0.920
83.931 37.504 1.888 1.714 0.920
80.147 109.259 2.610 1.725 0.921
73.061 208.095 1.979 1.789 0.921
76.695 36.773 1.296 1.891 0.921
80.005 149.697 2.015 1.783 0.921
76.413 92.366 0.776 1.555 0.922
81.321 156.413 1.961 1.935 0.922
79.845 137.684 2.001 1.722 0.922
76.589 160.959 2.105 1.682 0.922
73.025 181.897 2.170 1.659 0.922
70.805 215.460 2.385 1.681 0.922
79.271 147.804 2.079 1.814 0.922
71.201 344.384 1.169 1.434 0.922
77.600 204.015 2.149 1.977 0.922
74.022 172.326 2.310 1.724 0.923
74.975 209.055 1.983 1.994 0.923
76.702 205.484 2.071 2.072 0.923
70.433 341.565 0.865 1.647 0.923
79.693 136.762 2.000 1.754 0.923
76.502 207.204 2.086 2.006 0.924
71.373 193.617 2.091 1.871 0.924
73.031 178.862 2.253 1.698 0.924
83.824 22.380 1.815 1.895 0.925
73.673 207.446 1.937 1.778 0.925
76.060 67.770 1.063 1.447 0.925
79.304 174.588 1.959 1.874 0.925
81.616 112.797 2.177 1.747 0.925
80.603 129.193 2.035 1.678 0.925
82.529 49.865 1.914 1.561 0.926
71.507 289.537 1.140 1.633 0.926
71.870 170.362 2.539 1.699 0.926
77.506 24.955 1.515 1.776 0.926
77.784 344.560 1.066 1.647 0.926
71.932 203.854 2.187 1.755 0.926
71.915 210.231 2.373 1.951 0.926
80.830 125.049 2.078 1.654 0.927
82.232 132.663 2.019 1.741 0.927
70.808 168.163 2.422 1.642 0.927
81.166 102.450 2.851 1.753 0.927
73.939 143.531 2.010 1.692 0.927
78.192 157.087 2.054 1.772 0.927
74.496 347.876 1.093 1.500 0.928
83.616 37.875 1.875 1.714 0.928
78.010 114.887 2.263 1.617 0.928
85.175 86.009 2.022 1.848 0.928
83.792 39.144 1.893 1.710 0.928
77.821 143.236 1.952 1.683 0.928
74.598 177.075 1.967 1.836 0.928
70.303 215.233 1.806 1.862 0.929
79.422 115.750 2.286 1.695 0.929
80.727 168.147 1.964 1.753 0.929
84.133 48.094 1.941 1.763 0.930
84.262 174.401 2.063 1.803 0.930
72.008 287.076 1.453 1.451 0.930
73.236 59.826 1.780 1.458 0.930
77.604 208.652 2.247 2.011 0.930
77.393 113.600 2.130 1.583 0.930
74.874 155.908 2.748 1.608 0.930
78.988 38.387 1.250 1.732 0.930
71.713 224.004 2.430 1.870 0.930
71.342 296.102 1.308 1.620 0.930
68.979 191.430 2.281 1.824 0.930
62.188 184.899 0.854 1.513 0.930
68.920 55.886 nan 1.528 0.931
82.873 45.000 1.894 1.757 0.931
75.511 177.780 1.889 1.924 0.931
81.275 105.642 2.545 1.692 0.931
78.486 157.681 2.021 1.779 0.931
82.937 25.346 1.779 1.765 0.931
71.682 58.554 1.604 1.612 0.931
82.529 192.995 2.195 1.563 0.931
85.599 97.306 2.071 1.775 0.931
72.187 211.584 2.288 1.700 0.932
82.944 90.909 1.944 1.786 0.932
72.354 180.365 2.216 1.755 0.932
79.581 191.793 2.086 1.861 0.932
80.443 85.292 1.244 1.786 0.932
82.116 112.557 2.126 1.703 0.933
73.431 120.564 nan 2.931 0.933
82.206 82.569 1.770 1.680 0.933
74.281 164.673 2.533 1.978 0.933
74.304 342.084 0.811 1.838 0.933
85.082 48.691 1.972 1.770 0.933
86.042 98.130 2.079 1.852 0.933
78.699 169.136 1.912 1.884 0.933
79.920 61.440 2.539 1.677 0.933
84.727 86.348 1.997 1.719 0.933
82.429 172.349 2.032 1.800 0.934
72.790 163.695 2.945 1.654 0.934
71.125 294.274 1.305 1.512 0.934
82.232 155.283 1.974 1.898 0.934
76.143 164.501 2.086 1.838 0.934
81.432 191.310 2.148 1.874 0.934
77.901 124.426 1.979 1.675 0.935
72.305 210.964 2.251 1.887 0.935
80.026 359.356 nan 1.724 0.935
83.117 21.975 1.786 1.761 0.935
79.905 157.135 1.961 2.107 0.935
84.377 102.653 2.065 1.704 0.935
85.312 56.689 1.995 1.682 0.935
77.784 164.560 1.964 1.778 0.935
81.132 116.241 2.158 1.641 0.935
81.426 118.909 2.113 1.652 0.935
74.483 242.879 1.323 1.631 0.936
77.438 159.624 2.071 1.727 0.936
79.351 359.397 nan 1.916 0.936
70.530 181.655 2.581 1.848 0.936
