################## FYI, April 2012 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
58.609 193.584 0.796 0.044 1.535 0.801
76.767 172.694 2.345 0.053 1.623 0.801
76.664 222.955 2.690 0.073 1.772 0.801
74.834 255.861 1.605 0.057 1.608 0.801
83.317 121.293 1.692 0.053 1.537 0.801
74.774 236.427 1.967 0.033 1.489 0.801
83.257 144.462 2.022 0.052 1.615 0.801
75.019 215.238 2.417 0.054 1.793 0.801
77.310 224.284 2.779 0.078 1.817 0.802
71.384 226.958 2.506 0.052 1.759 0.802
74.549 202.652 2.407 0.048 1.724 0.802
78.766 143.931 1.782 0.036 1.546 0.802
83.117 111.975 1.578 0.049 1.581 0.802
80.147 146.129 1.956 0.043 1.488 0.802
80.328 133.122 1.754 0.045 1.559 0.803
75.919 185.029 2.330 0.050 1.699 0.803
83.499 79.077 1.355 0.041 1.701 0.803
83.931 37.504 1.475 0.151 1.853 0.803
81.834 116.917 1.600 0.047 1.516 0.803
70.942 218.290 2.614 0.060 1.576 0.803
83.339 73.393 1.431 0.054 1.567 0.803
77.776 179.474 2.348 0.056 1.724 0.803
63.215 180.242 1.420 0.060 1.593 0.804
84.449 48.270 1.488 0.131 1.705 0.804
77.510 207.255 2.426 0.076 1.708 0.804
76.401 169.061 2.279 0.050 1.745 0.804
84.342 117.072 1.679 0.056 1.633 0.804
72.230 156.516 2.279 0.036 1.627 0.804
65.053 180.778 nan nan 1.550 0.805
73.487 180.390 2.504 0.045 1.559 0.805
73.704 235.105 nan nan 1.324 0.805
78.811 142.326 1.752 0.036 1.489 0.805
79.219 134.157 1.665 0.037 1.492 0.806
72.613 171.451 2.708 0.056 1.775 0.806
69.663 165.579 nan nan 1.438 0.806
70.168 173.157 1.741 0.037 1.813 0.806
77.801 29.157 0.884 0.049 1.587 0.806
74.437 225.585 2.567 0.057 1.732 0.806
80.924 28.780 2.014 0.144 1.491 0.806
78.356 141.254 1.688 0.033 1.567 0.806
82.435 115.427 1.598 0.048 1.626 0.806
79.122 358.229 1.933 0.106 1.672 0.806
78.694 149.621 1.928 0.040 1.505 0.806
84.107 128.830 1.821 0.056 1.723 0.806
78.408 131.864 1.591 0.031 1.424 0.807
78.278 158.097 2.132 0.047 1.654 0.807
78.010 155.113 2.047 0.044 1.579 0.807
78.386 167.171 2.230 0.052 1.773 0.807
79.461 147.155 1.923 0.041 1.525 0.807
73.892 212.471 2.434 0.051 1.563 0.807
57.525 192.724 0.803 0.058 1.442 0.807
71.419 183.122 3.142 0.055 1.676 0.808
63.884 195.299 nan nan 1.633 0.808
72.011 228.039 2.425 0.051 1.592 0.808
74.246 59.597 nan nan 1.405 0.808
77.604 28.652 0.859 0.048 1.671 0.808
72.552 183.323 2.596 0.045 1.558 0.808
83.881 55.437 1.515 0.111 1.734 0.808
74.162 203.839 2.435 0.050 1.677 0.808
82.845 72.699 1.454 0.061 1.777 0.808
74.227 282.750 1.514 0.071 1.442 0.808
72.354 74.105 nan nan 1.247 0.808
83.538 152.103 2.119 0.054 1.779 0.808
81.321 113.587 1.539 0.043 1.648 0.809
75.525 131.228 2.038 0.045 1.769 0.809
62.713 183.088 0.862 0.027 1.598 0.809
78.650 159.775 2.173 0.049 1.595 0.809
77.689 186.801 2.356 0.055 1.616 0.809
60.865 190.524 1.042 0.060 2.096 0.809
74.874 204.092 2.377 0.048 1.725 0.810
81.921 106.928 1.450 0.039 1.874 0.810
72.807 180.374 2.502 0.044 1.594 0.810
73.209 169.592 2.551 0.054 1.501 0.810
70.877 213.970 2.542 0.064 1.697 0.810
77.984 157.504 2.107 0.046 1.639 0.810
71.774 291.342 1.430 0.070 1.423 0.810
75.427 167.998 2.260 0.048 1.803 0.810
81.700 121.759 1.659 0.048 1.583 0.811
83.332 40.914 1.410 0.145 1.805 0.811
79.707 125.248 1.612 0.038 1.442 0.811
78.901 134.182 1.639 0.035 1.568 0.811
75.563 210.353 2.387 0.057 1.766 0.811
81.688 127.333 1.726 0.049 1.653 0.812
74.948 172.716 2.419 0.049 1.815 0.812
69.104 302.234 1.182 0.064 1.311 0.812
74.998 174.417 2.438 0.049 1.738 0.812
61.824 181.150 1.211 0.043 1.543 0.813
77.357 158.671 2.113 0.047 1.648 0.813
74.496 167.876 2.320 0.049 1.750 0.813
73.349 209.505 2.463 0.054 1.575 0.813
77.329 169.287 2.268 0.052 1.622 0.813
75.059 182.153 2.360 0.047 1.644 0.814
72.253 165.700 2.476 0.056 1.994 0.814
75.933 68.962 1.074 0.041 3.540 0.814
72.950 174.327 2.713 0.051 1.733 0.814
78.103 136.528 1.632 0.030 1.495 0.814
60.822 190.961 1.038 0.061 1.768 0.814
80.459 130.236 1.730 0.045 1.541 0.815
78.694 157.249 2.139 0.047 1.624 0.815
74.134 183.652 2.319 0.042 1.580 0.815
73.785 167.600 2.400 0.052 1.600 0.815
76.361 164.249 2.166 0.048 1.762 0.815
70.757 268.325 1.574 0.086 1.776 0.815
76.100 206.358 2.383 0.058 1.875 0.815
78.399 55.235 0.849 0.044 1.687 0.815
71.574 174.046 2.695 0.053 1.705 0.815
73.638 225.000 2.511 0.055 1.964 0.815
78.086 108.094 1.331 0.021 1.375 0.815
71.307 293.018 1.391 0.067 1.402 0.815
74.395 212.661 2.413 0.051 1.622 0.816
82.323 113.199 1.562 0.047 1.549 0.816
79.043 138.318 1.704 0.037 1.492 0.816
69.398 270.939 1.270 0.079 1.917 0.816
72.354 152.292 2.340 0.035 1.522 0.817
77.214 172.439 2.325 0.053 1.694 0.817
80.286 129.382 1.716 0.044 1.552 0.817
82.699 41.269 1.355 0.138 1.608 0.817
83.161 39.685 1.402 0.148 1.784 0.817
71.985 201.602 2.624 0.065 1.778 0.817
83.392 90.971 1.360 0.037 1.660 0.817
75.609 218.032 2.500 0.062 1.823 0.817
78.317 153.189 2.009 0.042 1.632 0.817
74.073 215.819 2.417 0.050 1.767 0.818
69.741 186.059 2.858 0.076 2.013 0.818
71.006 220.197 2.588 0.058 1.810 0.818
82.944 125.961 1.736 0.052 1.613 0.818
77.871 197.765 2.458 0.064 1.736 0.818
84.245 52.907 1.509 0.121 1.680 0.818
80.250 90.659 1.180 0.025 1.378 0.818
72.581 180.370 2.423 0.042 1.578 0.818
83.792 129.144 1.814 0.055 1.753 0.819
77.772 191.104 2.421 0.057 1.826 0.819
74.320 191.149 2.336 0.041 1.748 0.819
81.508 120.964 1.648 0.047 1.606 0.819
70.016 219.516 2.583 0.060 2.328 0.820
69.385 182.191 3.150 0.084 1.716 0.820
74.372 162.867 2.287 0.049 1.716 0.820
79.224 161.188 2.200 0.050 1.653 0.821
78.570 158.720 2.155 0.048 1.606 0.821
77.230 218.581 2.675 0.082 1.892 0.821
75.850 291.886 0.984 0.064 1.462 0.821
79.561 176.923 2.276 0.054 1.685 0.821
76.979 22.810 0.609 0.017 1.722 0.821
62.156 193.867 0.289 0.015 1.696 0.821
77.286 184.554 2.351 0.055 1.785 0.821
70.896 174.256 2.485 0.051 1.735 0.821
72.953 208.761 2.500 0.058 1.806 0.821
80.880 127.011 1.713 0.047 1.563 0.821
73.804 217.108 2.391 0.050 1.478 0.821
73.626 222.776 2.505 0.055 1.726 0.821
74.595 223.819 2.568 0.058 1.627 0.821
72.672 232.907 2.292 0.040 1.307 0.822
68.755 191.310 2.200 0.066 1.987 0.822
77.274 214.951 2.573 0.083 1.746 0.822
74.985 258.354 2.054 0.082 1.499 0.822
84.931 120.530 1.746 0.060 1.702 0.822
79.620 142.016 1.821 0.041 1.575 0.822
76.695 165.847 2.198 0.050 1.792 0.822
77.896 166.607 2.219 0.052 1.658 0.822
76.510 223.652 2.677 0.070 1.735 0.822
79.537 134.132 1.698 0.040 1.524 0.822
82.817 120.964 1.674 0.052 1.703 0.822
81.822 126.085 1.707 0.049 1.692 0.822
72.757 205.062 2.570 0.062 1.627 0.823
76.570 210.635 2.436 0.070 1.766 0.823
77.132 194.642 2.437 0.056 1.783 0.823
77.373 161.887 2.155 0.049 1.723 0.823
82.409 21.644 1.474 0.150 1.755 0.823
83.124 83.454 1.268 0.032 1.700 0.824
71.593 256.218 1.968 0.050 1.434 0.824
73.016 177.346 2.674 0.048 1.665 0.824
76.875 179.510 2.389 0.056 1.764 0.824
74.780 204.864 2.381 0.049 1.760 0.824
62.252 183.037 0.900 0.030 1.797 0.824
82.277 109.486 1.508 0.043 1.690 0.824
80.142 130.389 1.717 0.044 1.571 0.824
73.487 179.610 2.539 0.046 1.617 0.824
75.199 186.532 2.324 0.046 1.692 0.824
79.678 131.479 1.688 0.041 1.600 0.824
74.975 209.055 2.362 0.051 1.748 0.825
85.442 114.677 1.718 0.063 1.687 0.825
76.802 160.641 2.130 0.048 1.704 0.825
75.676 299.578 0.729 0.042 1.374 0.825
72.346 178.176 2.328 0.039 1.900 0.826
72.139 167.276 2.554 0.058 1.548 0.826
82.630 106.783 1.493 0.043 1.794 0.826
76.202 165.399 2.187 0.049 1.660 0.826
72.986 169.729 2.588 0.055 1.659 0.826
75.872 186.843 2.335 0.049 1.850 0.826
57.673 200.344 0.599 0.015 1.442 0.826
77.159 197.802 2.431 0.058 1.795 0.827
72.233 168.690 2.623 0.059 1.735 0.827
74.887 221.386 2.540 0.058 1.547 0.827
76.683 203.325 2.397 0.061 1.772 0.827
76.100 153.642 2.076 0.039 1.490 0.827
70.254 227.309 2.329 0.045 2.201 0.827
72.291 163.405 2.381 0.052 1.609 0.827
84.236 97.815 1.492 0.049 1.729 0.827
64.136 179.750 nan nan 1.550 0.828
83.257 125.538 1.743 0.053 1.664 0.828
72.354 180.365 2.236 0.038 1.634 0.828
78.650 163.355 2.195 0.051 1.604 0.828
75.490 165.211 2.186 0.048 1.753 0.828
76.275 214.340 2.473 0.068 1.792 0.828
62.984 180.240 1.445 0.060 1.559 0.828
71.203 167.211 2.519 0.058 1.850 0.828
71.220 217.213 2.631 0.061 1.611 0.829
57.981 192.903 0.795 0.062 1.577 0.829
80.385 126.469 1.686 0.044 1.537 0.829
76.589 34.089 0.798 0.024 1.505 0.829
78.920 154.213 2.076 0.044 1.601 0.829
82.651 172.117 2.332 0.062 1.813 0.829
73.230 176.543 2.672 0.049 1.769 0.829
74.233 161.307 2.315 0.048 1.508 0.829
76.220 170.154 2.312 0.051 1.792 0.829
76.353 225.666 2.685 0.066 1.708 0.829
73.067 230.925 2.387 0.046 1.448 0.830
73.804 127.108 nan nan 1.519 0.830
74.178 207.474 2.405 0.050 1.671 0.830
60.128 184.132 0.904 0.057 1.604 0.830
72.843 299.419 1.462 0.144 1.535 0.830
71.138 159.404 1.851 0.031 1.519 0.830
73.157 162.532 2.370 0.050 1.838 0.830
78.897 144.866 1.818 0.038 1.546 0.830
75.673 174.155 2.410 0.051 1.638 0.831
69.764 164.186 nan nan 1.894 0.831
75.469 156.801 2.175 0.044 1.661 0.831
77.624 75.838 1.059 0.039 1.541 0.831
70.966 176.952 1.998 0.039 1.745 0.831
77.551 179.484 2.358 0.056 1.626 0.831
84.158 102.171 1.523 0.050 1.787 0.831
72.578 268.891 1.789 0.087 1.573 0.831
77.088 219.359 2.678 0.081 1.900 0.831
69.515 185.993 2.963 0.080 1.974 0.832
84.614 69.305 1.521 0.075 1.776 0.832
83.400 104.744 1.512 0.046 1.733 0.832
76.855 164.659 2.176 0.049 1.651 0.832
74.542 168.690 2.336 0.049 1.825 0.832
77.393 203.600 2.415 0.069 1.802 0.832
79.475 172.042 2.260 0.054 1.602 0.833
70.712 170.263 2.141 0.048 1.693 0.833
71.269 201.482 2.427 0.063 1.730 0.833
80.081 147.926 1.994 0.044 1.521 0.833
75.090 206.372 2.359 0.050 1.891 0.833
75.203 215.740 2.430 0.056 1.669 0.833
76.220 189.846 2.378 0.050 1.797 0.833
82.389 122.989 1.685 0.051 1.598 0.834
77.438 172.304 2.316 0.054 1.686 0.834
74.369 204.171 2.417 0.049 1.767 0.834
71.179 176.231 2.237 0.043 1.741 0.834
73.343 347.932 2.037 0.080 1.442 0.835
81.640 72.051 1.534 0.087 1.751 0.835
77.938 222.740 2.823 0.085 1.776 0.835
72.136 195.698 2.349 0.051 1.762 0.836
73.067 153.605 2.372 0.040 1.529 0.836
75.251 190.968 2.369 0.044 1.864 0.836
75.514 169.735 2.306 0.049 1.920 0.836
78.425 45.000 0.839 0.041 1.754 0.836
80.528 117.474 1.565 0.042 1.523 0.836
83.792 50.856 1.477 0.126 1.708 0.836
64.857 302.905 0.703 0.063 1.216 0.836
72.645 155.924 2.296 0.038 1.655 0.836
70.068 182.265 2.974 0.075 1.999 0.836
74.388 271.236 nan nan 1.276 0.836
71.870 198.435 2.427 0.058 2.066 0.837
81.194 126.724 1.714 0.048 1.662 0.837
72.251 205.105 2.680 0.069 1.749 0.837
67.224 195.205 0.839 0.030 1.495 0.837
64.985 191.716 1.378 0.046 1.559 0.837
71.318 194.287 2.262 0.050 1.738 0.837
72.147 159.740 2.270 0.043 1.849 0.837
76.361 195.751 2.412 0.050 1.779 0.838
79.043 131.682 1.616 0.035 1.523 0.838
83.832 86.878 1.369 0.039 1.685 0.838
77.132 165.358 2.190 0.050 1.703 0.838
70.749 214.526 2.431 0.061 1.493 0.838
79.337 183.013 2.329 0.055 1.811 0.838
75.708 223.091 2.607 0.063 1.697 0.839
79.219 152.103 2.033 0.043 1.675 0.839
78.060 194.689 2.466 0.061 1.724 0.839
83.569 82.999 1.327 0.036 1.864 0.839
82.866 47.545 1.375 0.123 1.687 0.839
83.124 142.943 2.000 0.052 1.705 0.839
83.257 35.538 1.433 0.156 1.947 0.839
83.931 127.504 1.794 0.055 1.804 0.839
83.385 123.959 1.725 0.054 1.738 0.839
77.510 152.745 1.960 0.040 1.643 0.840
79.796 141.242 1.822 0.042 1.573 0.840
73.826 263.220 2.023 0.083 1.449 0.840
83.168 89.061 1.311 0.033 1.702 0.840
73.648 185.123 2.304 0.041 1.755 0.840
83.890 76.218 1.410 0.046 1.794 0.840
76.442 169.992 2.302 0.051 1.658 0.840
78.103 156.092 2.080 0.045 1.621 0.840
78.779 158.305 2.159 0.048 1.658 0.840
70.591 292.850 nan nan 1.458 0.841
83.015 41.100 1.386 0.144 1.784 0.841
76.301 160.378 2.118 0.047 1.696 0.841
83.235 114.444 1.612 0.051 1.535 0.841
78.605 193.079 2.463 0.061 1.738 0.841
80.219 4.600 2.539 0.161 1.597 0.841
77.813 169.931 2.272 0.053 1.726 0.841
70.765 180.335 0.905 0.023 1.495 0.842
83.672 103.299 1.509 0.047 1.684 0.842
75.365 188.379 2.348 0.046 1.687 0.842
81.229 118.202 1.605 0.046 1.574 0.842
73.832 214.242 2.434 0.051 1.607 0.842
70.420 186.267 2.709 0.066 1.702 0.843
77.909 151.771 1.943 0.040 1.533 0.843
70.483 184.297 3.091 0.067 1.638 0.843
80.694 87.930 1.102 0.027 1.721 0.843
71.724 162.457 2.325 0.049 1.620 0.843
82.796 101.659 1.449 0.040 1.626 0.843
59.791 186.245 0.963 0.067 1.762 0.843
76.499 227.694 2.735 0.064 1.911 0.843
77.997 181.606 2.343 0.056 1.723 0.844
74.948 161.295 2.197 0.047 1.526 0.844
84.727 93.652 1.510 0.053 1.744 0.844
72.737 203.394 2.559 0.061 1.690 0.844
75.431 201.228 2.383 0.048 1.840 0.844
77.206 207.688 2.424 0.074 1.781 0.844
73.209 218.480 2.348 0.049 1.758 0.844
73.260 180.385 2.522 0.045 1.390 0.844
79.108 23.663 nan nan 1.413 0.844
73.666 175.662 2.642 0.050 1.712 0.844
82.576 123.930 1.698 0.051 1.599 0.845
71.389 175.495 2.427 0.046 1.568 0.845
76.454 211.452 2.439 0.069 1.716 0.845
79.649 146.482 1.923 0.042 1.611 0.845
79.504 149.876 1.994 0.042 1.626 0.845
82.356 140.947 1.962 0.050 1.615 0.845
78.583 134.204 1.629 0.033 1.532 0.846
74.585 213.111 2.412 0.052 1.941 0.846
71.491 171.968 2.798 0.060 1.936 0.846
75.958 169.408 2.297 0.050 1.756 0.847
84.458 98.130 1.513 0.051 1.770 0.847
76.257 188.924 2.366 0.050 1.877 0.847
79.337 140.117 1.760 0.039 1.558 0.847
72.713 231.864 2.328 0.043 1.488 0.847
73.349 217.875 2.358 0.049 1.727 0.848
84.737 88.781 1.488 0.054 1.769 0.848
84.642 116.030 1.682 0.058 1.656 0.848
79.771 122.471 1.579 0.038 1.569 0.848
80.491 135.955 1.797 0.046 1.535 0.848
76.794 353.660 1.704 0.087 1.509 0.848
66.107 192.265 1.724 0.065 1.875 0.849
77.321 178.479 2.370 0.056 1.931 0.849
77.600 204.015 2.418 0.072 1.850 0.849
84.404 109.885 1.613 0.055 1.680 0.849
73.188 165.685 2.427 0.053 1.656 0.849
74.022 218.723 2.388 0.050 1.836 0.850
76.147 215.106 2.475 0.067 1.614 0.850
84.614 110.695 1.631 0.057 1.710 0.850
75.083 208.301 2.360 0.051 1.810 0.850
71.507 342.667 1.105 0.053 1.272 0.850
61.108 182.470 0.984 0.042 1.581 0.850
76.424 180.474 2.387 0.055 1.736 0.850
76.195 178.603 2.410 0.054 1.762 0.850
72.073 196.390 2.361 0.053 1.873 0.851
76.771 157.567 2.078 0.045 1.620 0.851
79.011 71.565 1.359 0.061 2.110 0.851
75.937 175.882 2.418 0.053 1.705 0.851
77.226 286.844 1.233 0.054 1.464 0.851
82.475 104.657 1.458 0.040 1.691 0.851
76.224 159.499 2.106 0.046 1.790 0.851
73.478 178.052 2.607 0.048 1.586 0.851
69.968 186.127 2.755 0.072 1.844 0.851
79.576 90.616 1.348 0.031 1.781 0.851
78.408 175.006 2.299 0.055 1.625 0.852
71.212 240.213 1.979 0.061 1.637 0.852
76.180 190.763 2.389 0.049 1.694 0.852
70.538 192.349 2.299 0.055 1.695 0.852
73.666 217.737 2.378 0.050 1.682 0.852
78.421 46.569 0.835 0.041 1.722 0.852
75.833 215.327 2.456 0.063 1.666 0.853
78.137 172.942 2.297 0.054 1.677 0.853
73.955 166.645 2.362 0.051 1.691 0.853
74.398 130.914 2.042 0.053 1.309 0.854
84.727 86.348 1.480 0.054 1.631 0.854
77.913 205.852 2.426 0.078 1.667 0.854
84.141 63.925 1.532 0.082 1.773 0.854
80.808 45.988 1.244 0.073 1.356 0.854
71.596 174.742 2.623 0.050 1.784 0.854
73.545 119.890 nan nan 1.391 0.854
76.702 152.354 1.994 0.038 1.608 0.854
76.320 352.933 1.771 0.098 1.515 0.854
83.476 129.428 1.809 0.054 1.696 0.854
84.559 126.634 1.809 0.058 1.662 0.855
74.684 152.496 2.592 0.040 1.530 0.855
71.724 197.543 2.377 0.055 1.724 0.855
77.959 184.808 2.349 0.056 1.901 0.855
63.145 184.103 0.728 0.020 1.814 0.856
73.735 166.827 2.391 0.052 1.751 0.856
78.256 132.678 1.598 0.030 1.465 0.856
73.270 296.737 1.455 0.172 1.514 0.856
71.724 342.457 0.997 0.040 1.298 0.857
76.346 173.868 2.380 0.053 1.767 0.857
76.060 157.770 2.084 0.045 1.969 0.857
84.624 148.627 2.075 0.058 1.730 0.857
73.757 215.998 2.413 0.050 1.563 0.858
70.725 176.319 1.891 0.038 1.905 0.858
71.607 169.789 2.700 0.061 1.805 0.858
74.764 168.524 2.305 0.049 1.748 0.859
63.337 185.106 0.691 0.019 1.774 0.859
75.736 169.574 2.301 0.049 2.003 0.859
71.604 300.483 1.366 0.119 1.407 0.859
76.886 190.349 2.392 0.053 1.787 0.859
73.251 178.078 2.624 0.048 1.767 0.860
82.901 96.340 1.397 0.037 1.689 0.860
75.053 157.479 2.242 0.045 1.762 0.860
71.326 229.885 2.397 0.047 1.797 0.860
75.584 155.630 2.202 0.043 1.673 0.860
84.048 73.610 1.446 0.053 1.856 0.860
84.531 112.891 1.647 0.057 1.758 0.861
80.700 143.820 1.950 0.046 1.723 0.861
70.984 268.305 1.802 0.097 1.771 0.861
77.325 180.507 2.369 0.056 1.764 0.861
74.424 201.571 2.423 0.048 1.710 0.861
78.213 55.856 0.823 0.039 1.775 0.861
73.257 178.847 2.588 0.047 1.573 0.861
72.971 175.079 2.700 0.050 1.623 0.861
78.874 139.086 1.702 0.036 1.545 0.861
67.163 195.751 0.348 0.013 1.744 0.861
73.389 168.690 2.491 0.053 1.901 0.862
78.703 139.830 1.699 0.035 1.543 0.862
78.213 34.144 0.858 0.045 1.947 0.862
72.085 183.958 2.773 0.047 1.821 0.862
83.507 57.680 1.500 0.100 1.704 0.862
78.222 181.637 2.337 0.056 1.834 0.862
75.511 159.600 2.150 0.046 1.535 0.862
74.948 187.284 2.327 0.044 1.860 0.863
78.086 161.906 2.171 0.050 1.744 0.863
60.806 193.228 0.818 0.044 1.900 0.863
74.834 214.749 2.418 0.053 1.838 0.863
81.990 110.462 1.510 0.043 1.611 0.863
71.138 196.274 2.263 0.050 1.800 0.863
70.982 192.639 2.309 0.052 1.687 0.863
76.596 218.884 2.614 0.074 1.881 0.863
73.073 215.272 2.426 0.051 1.788 0.863
74.555 210.107 2.387 0.051 1.706 0.863
75.962 182.291 2.364 0.052 1.698 0.864
73.769 155.031 2.391 0.043 1.569 0.864
76.298 196.654 2.408 0.050 1.731 0.864
76.589 160.959 2.130 0.048 1.657 0.864
77.369 170.287 2.288 0.053 1.715 0.864
85.610 109.359 1.694 0.065 1.811 0.865
79.262 126.511 1.559 0.034 1.511 0.865
71.381 304.170 1.807 0.129 1.309 0.865
80.391 121.651 1.621 0.043 1.514 0.865
77.628 225.735 2.837 0.078 1.933 0.865
70.936 237.529 1.342 0.038 1.573 0.865
78.712 164.445 2.206 0.051 1.713 0.865
59.241 182.746 0.911 0.071 1.609 0.866
75.786 298.791 0.695 0.042 1.413 0.866
72.572 231.282 2.341 0.044 1.551 0.866
80.112 128.558 1.700 0.043 1.562 0.866
71.830 169.663 2.696 0.061 1.725 0.866
75.210 212.605 2.399 0.055 1.770 0.866
74.437 143.213 nan nan 1.513 0.866
77.302 199.075 2.430 0.061 1.743 0.866
70.202 196.169 1.778 0.037 1.682 0.866
71.425 167.057 2.520 0.058 1.788 0.866
70.355 163.018 2.264 0.049 1.970 0.867
71.252 257.881 2.106 0.055 1.790 0.867
75.029 190.804 2.362 0.043 1.739 0.867
76.902 213.826 2.518 0.077 1.780 0.867
81.730 114.829 1.566 0.045 1.495 0.868
71.009 171.486 2.784 0.061 1.866 0.868
71.217 199.954 2.476 0.062 1.761 0.868
73.121 221.222 2.448 0.053 1.577 0.868
83.538 81.027 1.332 0.038 2.016 0.868
83.664 46.432 1.440 0.135 1.910 0.868
74.737 227.981 2.592 0.055 1.850 0.868
85.821 97.696 1.657 0.069 1.716 0.869
75.998 189.689 2.374 0.049 1.918 0.869
76.191 136.317 1.688 0.025 1.495 0.869
72.534 232.319 2.300 0.041 1.552 0.869
66.722 195.450 nan nan 1.589 0.869
57.605 196.911 0.677 0.045 1.593 0.869
80.427 128.346 1.710 0.045 1.588 0.869
70.572 197.176 1.667 0.037 1.802 0.869
80.020 124.939 1.654 0.042 1.483 0.869
71.425 293.927 1.400 0.083 1.498 0.869
82.180 38.019 1.347 0.142 2.345 0.870
71.971 172.476 2.789 0.057 1.817 0.870
78.725 138.225 1.682 0.035 1.590 0.870
76.195 271.397 1.694 0.101 1.571 0.870
79.196 149.444 1.960 0.041 1.612 0.870
60.973 294.666 1.074 0.065 2.675 0.870
74.774 174.500 2.477 0.050 1.863 0.870
58.120 196.758 0.695 0.040 1.515 0.870
72.285 230.148 2.367 0.047 1.624 0.870
83.161 92.816 1.366 0.036 1.688 0.871
79.313 167.276 2.236 0.053 1.744 0.871
75.595 206.365 2.372 0.054 2.048 0.871
78.725 131.775 1.602 0.033 1.612 0.871
83.095 98.393 1.427 0.040 1.858 0.871
79.020 49.970 0.848 0.043 1.816 0.872
76.944 162.499 2.151 0.049 1.710 0.872
83.438 143.326 2.008 0.053 1.848 0.872
82.135 26.200 1.384 0.159 1.945 0.872
71.419 176.878 2.168 0.040 1.806 0.872
82.123 119.846 1.643 0.049 1.673 0.874
74.054 129.857 2.053 0.055 1.476 0.874
72.616 202.420 2.572 0.062 1.612 0.874
85.398 94.185 1.590 0.063 1.828 0.874
63.539 192.078 1.297 0.057 1.779 0.874
73.946 160.805 2.353 0.048 1.724 0.874
73.206 201.588 2.504 0.056 1.714 0.875
82.317 126.703 1.729 0.051 1.647 0.875
75.897 154.047 2.124 0.040 1.608 0.875
84.737 66.161 1.539 0.084 1.929 0.875
81.327 144.462 1.999 0.048 1.712 0.875
74.470 172.104 2.472 0.050 1.726 0.875
75.648 167.811 2.254 0.049 1.876 0.875
70.702 195.900 2.152 0.047 1.789 0.875
81.115 138.066 1.873 0.048 1.587 0.875
77.784 164.560 2.187 0.051 1.687 0.875
74.483 207.121 2.387 0.050 1.737 0.876
80.581 122.367 1.642 0.044 1.550 0.876
76.902 208.101 2.419 0.071 1.940 0.876
77.206 205.442 2.410 0.070 1.849 0.876
79.043 166.390 2.225 0.052 1.739 0.876
74.975 240.945 nan nan 1.639 0.877
74.175 256.457 2.049 0.066 1.875 0.877
77.147 43.586 0.794 0.028 1.789 0.877
71.977 194.816 2.321 0.050 2.040 0.877
78.888 149.036 1.926 0.040 1.566 0.877
67.943 192.688 1.653 0.048 1.930 0.877
67.941 189.703 2.697 0.082 1.742 0.877
70.365 187.573 2.577 0.065 1.855 0.878
78.408 48.136 0.833 0.041 1.786 0.878
84.422 51.520 1.500 0.125 2.010 0.878
71.521 172.659 2.788 0.058 1.790 0.878
64.112 193.369 nan nan 1.530 0.878
78.739 133.386 1.623 0.033 1.604 0.878
70.308 237.127 1.625 0.047 1.677 0.878
76.593 204.206 2.394 0.061 1.846 0.878
71.746 187.431 2.410 0.048 1.984 0.879
70.285 182.944 3.100 0.071 1.742 0.879
73.484 181.169 2.472 0.045 1.612 0.879
62.938 193.282 1.101 0.048 1.670 0.879
77.242 173.437 2.336 0.054 1.679 0.879
74.372 129.753 2.156 0.055 1.587 0.879
84.614 136.685 1.943 0.058 1.649 0.879
79.361 286.526 nan nan 1.414 0.880
79.262 53.489 0.874 0.045 1.810 0.880
73.561 219.455 2.377 0.050 1.808 0.880
73.288 159.128 2.297 0.045 1.504 0.880
72.308 166.405 2.497 0.056 1.650 0.880
76.638 164.914 2.179 0.049 1.661 0.881
82.495 142.275 1.984 0.050 1.616 0.881
72.028 299.612 1.394 0.132 1.436 0.881
60.227 186.774 1.015 0.059 2.425 0.881
74.887 256.686 1.888 0.071 1.491 0.881
74.938 167.518 2.260 0.048 1.701 0.882
79.920 28.560 2.238 0.043 1.469 0.882
77.286 168.294 2.248 0.052 1.690 0.882
82.838 80.096 1.303 0.039 1.787 0.882
76.301 206.775 2.391 0.061 1.890 0.882
70.334 188.223 2.522 0.064 1.796 0.883
80.010 133.182 1.736 0.043 1.614 0.883
76.121 173.967 2.390 0.052 1.788 0.883
75.378 192.863 2.380 0.044 1.824 0.883
74.777 165.041 2.221 0.048 1.665 0.883
84.737 128.089 1.836 0.059 1.772 0.883
71.632 294.212 1.413 0.095 1.447 0.883
81.269 123.486 1.677 0.047 1.633 0.884
73.441 184.279 2.330 0.041 1.703 0.884
78.269 148.285 1.859 0.037 1.631 0.884
78.213 154.654 2.046 0.044 1.611 0.884
82.671 38.797 1.369 0.145 1.856 0.884
76.702 189.224 2.373 0.052 1.739 0.884
80.776 139.927 1.883 0.046 1.588 0.885
78.743 45.000 0.850 0.043 1.902 0.885
82.817 30.964 1.435 0.161 1.816 0.885
82.699 122.471 1.688 0.051 1.766 0.885
80.142 8.499 2.715 0.170 1.702 0.885
76.944 197.501 2.424 0.056 1.851 0.886
80.199 174.094 2.264 0.055 1.779 0.886
81.280 132.917 1.798 0.049 1.652 0.886
72.409 167.829 2.562 0.058 1.825 0.886
72.989 175.833 2.698 0.049 1.738 0.886
